"","Player","Nation","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","League","Year","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"1718","z.heinonen","Dosqaly","Marvelous Patriots",22,1997,20.73,0.16,0.45,0.26,1,0.51,0.15,0.24,0.55,18.03,0,0,0,0.16,0.11,0.13,0.04,-0.02,"D",2021,1059515975.26309,1022829860.37945,968680258.361405,899992025.420049,820310055.727248,733497387.126777,643428462.957026,553710970.074736,467462899.70348,387161649.323939
"1720","f.lee","Sobianitedrucy","Marvelous Patriots",22,1998,32.04,0.19,1.34,0.3,1,1.37,0.19,0,0.18,21.08,0.12,0.15,0.04,0.22,0.05,0.13,0.05,-0.01,"D",2021,20972281756.3859,20246109092.7828,19174260496.7891,17814631186.5877,16237389541.9902,14519001345.4737,12736158142.2709,10960271243.7871,9253058823.20855,7663559006.62331
"1721","m.chirambo","Sobianitedrucy","Marvelous Patriots",35,1984,4.9,0,0.35,0,0,0.43,0.04,0.1,0,26.6,0,0.03,0.08,0,0.05,0.02,-0.05,-0.03,"D",2021,2729324.66576544,2054027.20410885,1516485.78612235,1098377.57769159,780451.886784766,544028.651813383,372030.522813895,249583.881148329,164261.451821216,106056.170584931
"1722","w.tushabomwe","Zacia Lygia","Marvelous Patriots",28,1992,16.27,0,0.96,0.28,1,0.94,0.32,0,0.07,23.39,0.04,0.06,0.08,0.13,0,0.06,-0.12,0,"D",2021,260049652.806007,223789207.056619,188930971.764764,156476218.076812,127137798.003041,101340301.327858,79244815.5761878,60791196.1011594,45750061.2251559,33777214.5487608
"1723","c.alum","Rosvi","Marvelous Patriots",28,1992,23.17,0.3,2.35,0.66,1,2.47,0.53,0,0.23,16.99,0,0.13,0.01,0.16,0.25,0,-0.02,-0.12,"D",2021,1177870052.71368,1013631828.64609,855744782.854293,708744077.316893,575858507.096166,459011211.047875,358931819.723063,275347913.69099,207220530.562016,152990665.635494
"1724","c.adong","Byasier Pujan","Mean Wolves",29,1990,19.35,0,0.49,0.04,1,0.47,0,0.08,0.98,14.06,0.09,0,0.05,0.09,0.13,0.18,-0.05,0.02,"D",2021,575118124.813823,485535596.777526,402129800.189726,326732700.571964,260435455.464125,203652045.31005,156227903.779304,117573540.600966,86804402.0005075,62871679.8237052
"1725","c.moser","Byasier Pujan","Mean Wolves",30,1990,18.22,0,0.3,0.16,1,0.25,0.09,0.34,0.59,14.09,0,0,0.06,0,0.11,0,-0.01,0.02,"D",2021,191486069.1603,158592398.25382,128857206.173747,102710824.845347,80316520.3369116,61613334.6069784,46368783.8262737,34234016.692506,24795403.0782683,17618366.8613245
"1727","i.amviko","Byasier Pujan","Mean Wolves",23,1996,4.69,0.08,1.2,0.4,1,1.28,0.37,0,0.02,24.63,0,0,0,0.08,0.04,0.09,0.03,-0.03,"D",2021,27059444.1308055,25626890.9885174,23809711.5398935,21701687.6244253,19405017.7217994,17022202.0494167,14648683.6567256,12366950.4653081,10242543.1885466,8322123.3421147
"1728","u.krause","Dosqaly","Mean Wolves",33,1987,9.59,0,0.48,0.08,1,0.58,0.13,0.09,0,12.22,0.02,0.06,0.06,0.02,0,0.13,0,-0.03,"D",2021,21556074.8838796,16856148.603635,12930882.958377,9731486.21811359,7184744.4367308,5203848.43891494,3697593.08199709,2577476.73292272,1762591.02033254,1182468.32115937
"1729","h.korosec","Imaar Vircoand","Mean Wolves",22,1997,20.33,0.15,0.84,0.35,1,0.76,0.32,0.06,0.35,17.95,0.05,0.04,0.04,0.16,0.13,0.14,0.02,-0.07,"D",2021,1134356222.22513,1095078737.3555,1037104209.91628,963564097.025273,878253690.924275,785308900.006463,688877843.801095,592823042.675331,500482731.094614,414509300.634662
"1730","d.biribawa","Lefghau","Mean Wolves",24,1996,30.9,0.04,0.38,0.1,1,0.42,0.14,0.07,0.48,8.96,0,0,0.01,0,0,0.01,-0.03,0,"D",2021,10740912582.775,9979284275.47744,9095755305.51422,8133159777.76768,7134458263.43275,6139653486.64859,5183318332.4072,4292922659.35697,3488023551.5411,2780269623.22712
"1731","o.nanyanzi","Lefghau","Mean Wolves",25,1994,24.62,0.09,0.55,0.14,1,0.44,0.17,0.16,0.32,9.58,0,0,0,0.05,0.09,0.11,-0.05,0.07,"D",2021,2395535512.44253,2183443646.39362,1952371787.21212,1712632655.8399,1473828939.56638,1244259888.26556,1030519664.41419,837302962.346257,667406041.630895,521889791.035532
"1732","y.gashi","Mico","Mean Wolves",29,1991,29.35,0.09,0.81,0.4,1,0.88,0.34,0.02,0.17,17.47,0,0.03,0.06,0.19,0.14,0.07,-0.04,0.05,"D",2021,4253463198.27127,3590928025.45987,2974074772.18507,2416452303.61071,1926130611.34228,1506171415.23645,1155431572.39819,869551325.996813,641988686.196644,464986869.315228
"1733","i.mutabazi","Sobianitedrucy","Mean Wolves",24,1996,27.32,0,0.58,0,0,0.67,0.09,0,0,13.76,0.07,0.04,0,0.11,0.08,0,-0.06,-0.07,"D",2021,3686170832.63226,3424787823.50419,3121569759.51147,2791216865.31775,2448472767.52564,2107065990.02093,1778861591.68714,1473286945.75219,1197053842.50538,954159966.67069
"1734","i.mugerwa","Byasier Pujan","Mean Wolves",17,2002,1.24,0.71,1.58,1.54,1,1.48,1.58,0.49,0.56,10.11,0.01,0.07,0.03,0.16,0.19,0.17,0.57,0.68,"D",2021,17378774.3822437,18463295.7116164,19243340.6365507,19675821.3848681,19736331.7640567,19421428.2261637,18748954.4138339,17756366.6344872,16497278.8838554,15036670.7463293
"1735","v.morel","Imaar Vircoand","Mean Wolves",24,1995,8.37,0.31,1.99,0.87,1,2.12,0.76,0.16,0.48,13.88,0,0.01,0.09,0.17,0.35,0.18,0.16,0.16,"D",2021,78439570.8002017,72877492.4317851,66425188.4343952,59395471.0366649,52102076.0352408,44837138.4315146,37853139.7757447,31350689.0856216,25472609.353757,20303968.9853273
"1736","j.saidu","Nganion","Mean Wolves",35,1985,7.97,0.05,1.48,0.71,1,1.4,0.68,0.08,0.11,9.71,0.08,0,0,0.07,0.26,0.04,-0.12,0.03,"D",2021,7223507.45943884,5436246.19558019,4013573.95314331,2906997.00378459,2065565.92428765,1439841.53802395,984626.450049477,660555.722756066,434738.980456192,280691.245328601
"1737","g.mwima","Sobianitedrucy","Mean Wolves",30,1989,16.45,0.21,1.36,0.56,1,1.24,0.63,0.14,0.49,12.47,0,0,0.06,0.17,0.24,0.09,0.14,0.04,"D",2021,195818321.354326,162180451.778046,131772519.630283,105034592.82616,82133631.2263456,63007297.6519286,47417848.4728381,35008539.8449044,25356383.5185615,18016971.359421
"1738","o.roth","Sobianitedrucy","Mean Wolves",27,1992,12.39,0.11,3.57,1.16,1,3.48,1.12,0.12,0.13,14.62,0.01,0.06,0,0.61,0.53,0.12,-0.4,-0.34,"D",2021,117382502.356937,102968660.004946,88611057.6405173,74808671.2907955,61957961.9667114,50341188.9040996,40126471.6935089,31377594.179317,24070741.6260381,18115088.594303
"1739","k.philippe","Eastern Niasland","Mean Wolves",30,1990,7.89,0.28,3.18,1.18,1,3.12,1.17,0.12,0.14,11.05,0,0,0,0.56,0.49,0.1,-0.26,-0.14,"D",2021,26521237.9974098,21965392.8722538,17847003.9496939,14225673.1394562,11124013.1479009,8533581.1534038,6422177.6388212,4741485.93832792,3434217.37760961,2440182.21640814
"1740","f.zeng","Nganion","Mean Wolves",26,1994,6.57,0.05,2.51,1.37,1,2.48,1.34,0.01,0.17,17.1,0.22,0,0,0.12,0.15,0.17,-0.02,0.04,"D",2021,62084687.627315,55514321.4901165,48697507.5513311,41907291.4843528,35379656.6344903,29302103.3836323,23808122.0701775,18977222.3724098,14839569.9178419,11383901.8789194
"1741","o.zieliski","Sobianitedrucy","Mean Wolves",30,1990,6.05,0.2,1.72,0.4,1,1.77,0.55,0.18,0.29,17,0,0,0.01,0.28,0.18,0.02,0.01,0,"D",2021,14593203.3032989,12086368.0591735,9820241.31068468,7827618.7661616,6120942.97527675,4695568.30978194,3533777.11637637,2608983.34627178,1889664.13951241,1342700.33641026
"1745","o.ngoma","Coastpa Barleslands","Mean Wolves",21,1999,2.02,0,0.92,0,0,0.93,0.04,0,0,20.55,0.1,0,0,0.1,0,0,0.01,-0.03,"D",2021,12257133.532325,12061564.5299441,11643928.5977326,11027487.7565747,10245538.6652793,9338436.5150883,8350158.25521478,7324810.67539529,6303463.80085114,5321612.94569275
"1746","y.kabiru","Dosqaly","Mean Wolves",22,1998,5.81,0.01,0.62,0.08,0,0.69,0,0,0,24.34,0.02,0,0,0.01,0,0,-0.09,-0.1,"D",2021,25808737.0815263,24915100.443967,23596070.9303194,21922895.0783575,19981922.9231911,17867254.1578628,15673266.3017233,13487838.956149,11386923.2323932,9430866.02631967
"1747","e.muhereza","Esia","Mean Wolves",29,1990,20.2,0.14,1.14,0.24,1,1.16,0.21,0.22,0.41,20.88,0.06,0,0.05,0.1,0,0.13,0.12,0.08,"D",2021,670697677.41135,566227324.455539,468960221.158821,381032789.531531,303717527.858993,237497216.478331,182191601.500201,137113224.57734,101230526.910742,73320397.694577
"1748","k.chisi","Imaar Vircoand","Mean Wolves",26,1994,35.61,0.28,2.19,0.44,1,2.22,0.56,0.18,0.29,24,0.28,0.12,0.09,0.09,0.08,0,0.01,0.07,"D",2021,34037263719.179,30435130995.4733,26697885909.3447,22975222820.995,19396517066.9927,16064563719.5171,13052547424.0205,10404058508.3497,8135634954.06145,6241102036.81775
"1749","s.ghaffari","Lefghau","Mean Wolves",25,1995,22.87,0,0.73,0.13,1,0.81,0.18,0.07,0,23.06,0.04,0.09,0,0.05,0.04,0.08,-0.13,-0.06,"D",2021,1411481573.47376,1286514208.44962,1150363577.54102,1009106073.89939,868399729.348714,733134572.949269,607195973.454768,493350107.576453,393244568.863254,307504447.17041
"1753","l.sigauke","Sobianitedrucy","Mean Wolves",23,1997,4.38,0.04,1.98,0.91,1,1.98,0.92,0,0,22.07,0.32,0.06,0,0.17,0.13,0.08,-0.25,-0.12,"D",2021,29377595.549628,27822317.2292736,25849462.1098296,23560846.2129838,21067423.2444929,18480474.4973499,15903619.5171435,13426412.8707101,11120010.0688752,9035070.06562765
"1755","q.zyu","Imaar Vircoand","Mean Wolves",29,1991,32.5,0.05,0.88,0.17,1,0.88,0.24,0.12,0.62,17.04,0,0.05,0.08,0.15,0.02,0.16,0.1,0.07,"D",2021,13804966434.3826,11654653760.7061,9652605533.30881,7842795714.13482,6251416128.06795,4888403840.00883,3750048685.19036,2822200712.40715,2083627352.83568,1509153323.79841
"1756","l.chiu","Lylimi","Mighty Monkeys",31,1988,25.32,0,0.55,0.11,1,0.47,0.14,0.06,0.48,8.44,0,0.07,0.05,0.08,0.15,0.1,-0.07,-0.05,"D",2021,1218713340.39814,990211371.411656,789287846.205495,617197393.23379,473471576.561709,356323859.461883,263073471.98191,190541847.180288,135389457.290129,94375765.0746865
"1757","d.shuaibu","Nkasland Cronestan","Mighty Monkeys",28,1992,28.92,0.11,0.12,0.06,1,0.04,0.05,0.25,1.02,16.86,0,0.08,0.04,0,0.08,0.13,0.02,-0.03,"D",2021,4858800163.08622,4181305469.97799,3530009852.03188,2923621184.28934,2375458482.663,1893454835.6668,1480620022.71753,1135830293.72803,854799852.810482,631097691.487963
"1758","w.ly","Northslands","Mighty Monkeys",27,1992,28.89,0.02,0.5,0.18,1,0.42,0.09,0.15,0.71,9.43,0,0.09,0,0,0.02,0.11,-0.08,-0.01,"D",2021,6258518323.82173,5490011138.63408,4724502517.84589,3988596516.97083,3303431367.44687,2684056370.18402,2139435208.15816,1672968663.86058,1283386999.84814,965847648.743694
"1760","j.neo","Sobianitedrucy","Mighty Monkeys",25,1994,35.68,0,0.13,0,1,0.16,0.12,0.05,0.58,19.5,0.05,0,0.08,0,0.01,0,0.09,0.05,"D",2021,28661538058.8235,26123951344.2229,23359277286.2288,20490903095.02,17633720737.6676,14887027120.8081,12329718523.7122,10017964917.4073,7985222328.59249,6244183828.86949
"1762","q.atiku","Sobianitedrucy","Mighty Monkeys",30,1990,19.9,0.02,0.65,0.11,1,0.7,0.02,0,0.58,9.24,0.04,0.1,0.04,0.01,0.11,0.07,0.04,0.06,"D",2021,448878048.226687,371769322.457444,302064643.453486,240772787.234651,188276479.052955,144432822.212073,108696832.484241,80250739.1962166,58124918.3691249,41300644.8162688
"1763","s.lutaaya","Dosqaly","Mighty Monkeys",22,1998,4.33,0,0.44,0.29,1,0.39,0.32,0,0,14.51,0,0.08,0.04,0,0.1,0.04,-0.11,-0.05,"D",2021,19538547.1770214,18862018.0796497,17863444.6004873,16596764.0490236,15127347.862435,13526434.3692786,11865472.2269784,10210990.8333879,8620489.10314512,7139652.75376883
"1764","v.smits","Coastpa Barleslands","Mighty Monkeys",25,1995,13.33,0.46,3.37,1.38,1,3.25,1.39,0.15,0.3,13.54,0.02,0.02,0,0.4,0.41,0.15,0,0.05,"D",2021,260077660.236244,237051344.829673,211964416.178348,185936502.156409,160010143.953181,135086371.621335,111881097.882373,90904014.6659538,72458705.3013102,56660347.9884582
"1765","a.caron","Sobianitedrucy","Mighty Monkeys",24,1996,3.72,0,2.93,0.28,1,2.95,0.34,0,0.05,15,0,0.07,0,0.05,0.2,0.04,-0.11,-0.13,"D",2021,22413878.6467799,20824530.970578,18980803.9165634,16972082.6669887,14888016.3109738,12812081.5733767,10816424.3210132,8958367.99576474,7278723.85133537,5801799.93646699
"1766","f.mugabe","Sobianitedrucy","Mighty Monkeys",23,1997,1.53,0.03,2.6,0,0.06,2.67,0,0,0,21.17,0.01,0.03,0.08,0.09,0.07,0,-0.2,-0.15,"D",2021,13410720.0917544,12700743.6001858,11800145.4643121,10755404.1702776,9617169.5096399,8436240.81583164,7259919.87430963,6129087.880635,5076226.95667018,4124462.65232405
"1767","j.nath","Sobianitedrucy","Mighty Monkeys",28,1991,9.74,0.22,2.96,1.34,1,2.85,1.4,0,0.13,18.53,0.14,0.03,0.14,0.42,0.22,0.16,-0.15,-0.19,"D",2021,99950864.7493359,86014053.5683139,72616186.1862109,60142104.1740446,48865794.3420136,38950449.0484124,30457982.7670458,23365278.7223294,17584173.3778456,12982373.8141692
"1768","v.heikkinen","Sobianitedrucy","Mighty Monkeys",37,1983,24.53,0.61,3.04,1.11,1,3.09,1.11,0.23,0.52,18.01,0.06,0.18,0.09,0.37,0.28,0.12,0.12,0.1,"D",2021,354831338.688675,257001278.775248,182612188.194687,127293256.932884,87048681.6633125,58398293.9196715,38434327.1648476,24815302.1473883,15718134.9802258,9767054.74989361
"1769","y.nalubwama","Sobianitedrucy","Mighty Monkeys",28,1992,1.96,0.52,2.13,1.1,1,2.09,1.01,0.21,0.57,9.22,0.01,0.02,0,0.32,0.29,0.1,0.25,0.15,"D",2021,10852522.6301109,9339283.50893925,7884562.13835243,6530144.06836977,5305778.39686542,4229184.31782437,3307084.41668673,2536968.70686266,1909264.51705492,1409607.67037051
"1772","y.atoo","Galamily","Mighty Monkeys",24,1996,26.72,0.13,1.56,0.43,1,1.55,0.43,0.17,0.59,16.86,0.01,0,0.01,0.13,0.22,0.18,0.08,0.03,"D",2021,5464847959.14618,5077340578.4942,4627811597.49372,4138054496.80519,3629927101.63749,3123782319.96632,2637210422.50045,2184187745.0322,1774664698.19909,1414567957.72967
"1773","d.kemigisa","Greri Landmoslands","Mighty Monkeys",31,1989,17.85,0.11,0.42,0,1,0.25,0.01,0.09,0.93,22.34,0,0.03,0,0,0.07,0.12,-0.06,0.11,"D",2021,235901226.83202,191671059.629752,152779136.053972,119468309.269357,91647906.0978432,68972114.1225203,50922027.9538555,36882385.7282013,26206769.0704269,18267920.7868978
"1774","e.fiore","Redohrainbri","Mighty Monkeys",19,2001,1,0.02,0.82,0,0,1.03,0.1,0.03,0,25.67,0.1,0,0,0.04,0,0.05,-0.08,0.05,"D",2021,10175058.2002857,10403735.5836853,10435730.8926908,10269223.3259406,9913647.84100499,9388809.73651483,8723057.80789115,7950750.48933181,7109329.78195859,6236348.23319363
"1775","i.kolar","Redohrainbri","Mighty Monkeys",24,1996,29.44,0.19,0.75,0.34,1,0.78,0.21,0.16,0.29,8.81,0,0.03,0.05,0.07,0.13,0.25,-0.06,0.02,"D",2021,11097702020.0524,10310774099.423,9397896244.84853,8403325415.74621,7371449238.77795,6343599240.3914,5355496740.60084,4435524086.20069,3603888004.45178,2872624050.90785
"1776","d.deli","Sobianitedrucy","Mighty Monkeys",33,1987,27.79,0.14,2.01,0.69,1,2.14,0.6,0.13,0.09,22.25,0.18,0.17,0.07,0.14,0.15,0.11,-0.05,-0.06,"D",2021,1735232068.82973,1356894971.44309,1040916906.65075,783370212.52759,578361274.959422,418902084.037929,297650761.000214,207483055.599084,141885963.895942,95186946.7101109
"1777","k.mwanje","Sobianitedrucy","Mighty Monkeys",23,1997,0.99,0.06,2.2,1.17,1,2.38,1.11,0,0,17.25,0,0.05,0,0.16,0.2,0.04,-0.23,-0.19,"D",2021,11611586.5900612,10996857.9660683,10217080.8052598,9312498.20888221,8326964.9764102,7304465.38719921,6285955.39096244,5306831.71053921,4395218.78429329,3571139.72234646
"1778","m.kabiru","Sobianitedrucy","Mighty Monkeys",23,1996,0.06,0.03,9.91,0.06,0.07,12.91,0,0,0,19.29,0.06,0,0,0.09,0.04,0.04,-0.03,-0.01,"D",2021,62982266.6530032,59647924.5443465,55418344.6595443,50511809.1182699,45166190.2089576,39620062.5302995,34095574.7547324,28784721.8193144,23840053.1506684,19370175.8586956
"1779","t.akankwasa","Sobianitedrucy","Mighty Monkeys",26,1994,11.14,0.21,2.23,0.94,1,2.09,0.91,0.18,0.3,21.36,0.01,0,0,0.16,0.31,0.13,0.02,0.06,"D",2021,104150780.682896,93128598.1011053,81692984.5766172,70301990.5745765,59351492.2857364,49156032.8269013,39939550.2331838,31835426.7503764,24894267.0247351,19097176.9886993
"1780","o.avako","Xikong","Mighty Monkeys",31,1989,25.46,0.03,0.59,0.04,1,0.47,0.04,0.19,0.63,17.87,0,0,0.03,0,0,0.06,-0.03,0.02,"D",2021,1260724246.97284,1024345466.80113,816495801.405732,638473128.196059,489792863.536553,368606886.055568,272142015.574034,197110115.102785,140056538.262225,97629041.5573823
"1781","x.kazibwe","Janmico","Mighty Monkeys",29,1990,10.76,0,1.12,0.48,1,1.18,0.39,0,0.09,21.05,0.11,0,0.02,0.04,0.1,0.09,-0.02,-0.14,"D",2021,58218132.3427374,49149860.5429178,40706847.7175583,33074540.3107515,26363394.1598689,20615315.731125,15814658.563919,11901749.660432,8787047.29612485,6364382.58274605
"1782","b.owor","Mico","Mighty Monkeys",20,2000,19.79,0.14,1.15,0.36,1,1.14,0.4,0.08,0.3,18.99,0.22,0.02,0.09,0.06,0.1,0.09,-0.1,-0.12,"D",2021,1039089153.92144,1042284734.80646,1025654534.50348,990140883.966612,937721867.974354,871228866.237557,794093480.418296,710055288.185931,622864908.192259,536014727.970904
"1783","b.vandermeer","Esia","Red Rangers",25,1994,19.61,0.07,0.37,0.06,1,0.41,0.11,0,0.06,16.77,0,0,0.05,0.01,0.08,0,-0.1,-0.09,"D",2021,537601464.288151,490004216.341181,438147514.90364,384345720.940058,330753851.030688,279234406.842309,231267237.613158,187905917.600524,149777977.989435,117121501.393092
"1784","j.fukuda","Lefghau","Red Rangers",26,1994,2.33,0.01,0.47,0,0.01,0.43,0,0.05,0,7.18,0,0,0.08,0,0,0.08,0.05,0.01,"D",2021,12083919.7944643,10805089.5312153,9478291.63566095,8156670.64542588,6886157.43213903,5703246.33382109,4633919.38572409,3693652.03939628,2888315.61411693,2215717.95735977
"1785","d.balazs","Nkasland Cronestan","Red Rangers",25,1995,20.65,0,0.82,0.16,1,0.84,0.26,0,0.03,10.53,0,0,0.02,0.03,0,0.01,0,-0.02,"D",2021,911951270.449324,831210473.374663,743244223.468897,651978448.323532,561068774.343536,473674625.142981,392306318.275917,318751066.847718,254073372.909539,198677103.928262
"1786","a.davies","Rosvi","Red Rangers",29,1990,27.87,0.2,1.06,0.43,1,1.06,0.35,0.16,0.2,17.29,0,0,0,0.14,0.07,0.09,0.04,0.03,"D",2021,3233848360.31771,2730132168.97515,2261147299.78195,1837194764.72571,1464410065.13905,1145120983.64914,878458404.760111,661107666.55505,488094985.997136,353522989.340891
"1787","d.saleh","Sobianitedrucy","Red Rangers",24,1995,16.88,0,0.86,0.15,1,0.81,0.03,0,0.06,17.62,0,0.09,0,0,0.04,0,-0.08,-0.01,"D",2021,344841057.130376,320388692.528684,292022661.089603,261118167.936068,229054478.439771,197115895.174999,166412393.678448,137825904.142042,111984314.139007,89261606.8320534
"1788","i.franke","Sobianitedrucy","Red Rangers",28,1992,19.36,0,0.48,0.05,0.06,0.48,0.04,0.06,0,8.84,0,0.05,0.04,0.09,0.06,0.16,-0.06,-0.12,"D",2021,532494192.807381,458245000.078944,386867062.580706,320410646.733381,260335433.60829,207510840.226695,162266719.640232,124479915.848341,93680732.3528751,69164370.7359284
"1789","l.fuchs","Sobianitedrucy","Red Rangers",28,1991,32.07,0.12,1.06,0.18,1,1.1,0.2,0.11,0.42,12.86,0.05,0,0.07,0.21,0.19,0.15,0.01,0.01,"D",2021,11406264090.901,9815813129.67694,8286865741.39383,6863339551.0087,5576501580.79661,4444975132.72715,3475825806.89321,2666415546.60653,2006683242.52021,1481531796.87417
"1790","m.rashid","Sobianitedrucy","Red Rangers",22,1997,28.93,0.12,1.25,0.53,1,1.22,0.49,0.09,0.32,20.46,0.29,0,0.03,0,0.13,0.03,0.19,0.03,"D",2021,7707515824.58496,7440640366.72505,7046725669.64329,6547048784.42522,5967397267.43048,5335873031.23724,4680660958.41378,4028005394.6686,3400588363.92372,2816431850.49259
"1791","o.mudzingwa","Sobianitedrucy","Red Rangers",20,2000,15.41,0,0.09,0,0.08,0.01,0,0,0,7.5,0,0.02,0,0.1,0,0.08,-0.05,0.06,"D",2021,311121388.781127,312078201.350248,307098829.758844,296465424.305598,280770258.02222,260861095.303597,237765417.449884,212602919.141327,186496600.920594,160492144.436389
"1792","d.caruso","Varijitri Isles","Red Rangers",23,1997,4.64,0,0.51,0.08,0.02,0.46,0.09,0,0,9.15,0.02,0.06,0,0,0.08,0.09,0.04,0.08,"D",2021,24137068.7598495,22859228.9960171,21238301.9330519,19357941.1263367,17309307.7881799,15183832.2814281,13066649.9634834,11031340.1963409,9136365.40435173,7423347.73639683
"1793","w.alghamdi","Quewenia","Red Rangers",21,1998,2.25,0,0.33,0.48,1,0.45,0.37,0,0.06,24.65,0.09,0.03,0,0.01,0.06,0.09,-0.02,-0.09,"D",2021,13185771.9808469,12975386.0643424,12526108.7387242,11862964.4277191,11021772.4482681,10045945.426052,8982792.1403385,7879761.04803967,6781033.76685492,5724794.84597059
"1794","d.soliman","Sobianitedrucy","Red Rangers",17,2002,1.94,0.06,0.62,0.07,0,0.56,0.05,0,0,5.04,0.06,0.05,0.09,0.22,0.2,0.22,-0.07,-0.08,"D",2021,14414173.44159,15313689.0345109,15960668.0787709,16319373.0357076,16369561.103143,16108376.1592153,15550617.9449334,14727353.1914577,13683050.0192885,12471603.31071
"1795","w.mertens","Manlisgamncent","Red Rangers",32,1988,11.8,0.16,1.9,0.63,1,1.95,0.6,0.18,0.23,11.56,0.06,0.09,0,0.29,0.37,0.22,-0.26,-0.18,"D",2021,47129331.2946071,37566331.2547047,29375647.7250051,22534985.3926087,16959313.6431178,12521040.6321454,9068881.75647182,6443891.44645646,4491835.60884171,3071713.12463278
"1796","g.sserugo","Sobianitedrucy","Red Rangers",31,1988,5.66,0.09,1.65,0.39,1,1.6,0.44,0,0,9.64,0,0,0.04,0.19,0.29,0.09,-0.34,-0.3,"D",2021,10840842.1281663,8808244.56018666,7020966.00632831,5490166.78505991,4211680.01000355,3169613.86970889,2340122.06425239,1694930.23143232,1204332.21139674,839502.396490824
"1797","o.roth","Sobianitedrucy","Red Rangers",27,1992,14.04,0.05,2.16,0.47,1,2.04,0.4,0.08,0.3,14.16,0,0.03,0.01,0.28,0.2,0.11,-0.04,-0.06,"D",2021,200639616.456459,176002317.514123,151461148.483038,127868999.331445,105903533.114535,86047210.0259648,68587393.5951304,53633108.3002552,41143648.0795503,30963766.7851347
