"","Player","Nation","Squad","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9","trial"
"4028","u.ndagire","Mico","Supreme Jaguars",6200000,2400000,2e+05,3600000,8e+05,4500000,1700000,5e+05,5e+06,9e+05,19
"4029","b.harahap","Esia","Ultimate Dolphins",1.7e+07,6e+06,3600000,2e+06,1800000,6200000,2600000,5700000,2e+05,4e+05,19
"4030","s.feldman","Esia","Ultimate Dolphins",3100000,3300000,8e+06,14100000,3500000,4300000,2100000,7700000,9e+05,3100000,19
"4031","i.nassiwa","Esia","Ultimate Longhorns",14600000,5e+05,3400000,18800000,7400000,17500000,2e+06,16700000,5100000,10400000,19
"4032","t.obong","Esia","Ultimate Longhorns",11400000,22200000,2800000,14600000,16400000,8900000,2e+06,1400000,2600000,5400000,19
"4033","e.kaddu","Esia","Weak Chargers",5400000,5700000,2900000,13500000,1400000,1500000,1300000,2400000,3200000,2800000,19
"4034","p.wan","Redohrainbri","Weak Chargers",1500000,5e+05,3700000,2700000,1400000,1300000,4e+05,2400000,1200000,1100000,19
"4035","e.tushemereirwe","New Uwi","White Firebirds",3600000,3e+05,13900000,2300000,2100000,1300000,2500000,2e+06,3200000,1900000,19
"4036","g.aloyo","Nganion","White Firebirds",24100000,2600000,7700000,3500000,18300000,9400000,7e+05,1400000,2600000,1400000,19
"4037","b.koskinen","Esia","Wicked Gentlefolk",6700000,8200000,6800000,6700000,4400000,4100000,10500000,2300000,6e+05,4700000,19
"4038","f.yaakv","Quewenia","Wicked Gentlefolk",7700000,16600000,2600000,3800000,22300000,3500000,2200000,33300000,5400000,2400000,19
"4039","b.klc","Sobianitedrucy","Coy Catamarans",6100000,29100000,2200000,2600000,2e+06,9600000,3900000,13100000,2300000,21200000,19
"4040","f.jansen","Sobianitedrucy","Coy Catamarans",7800000,4600000,2500000,8e+05,7e+05,3e+05,2600000,5700000,3400000,3500000,19
"4041","k.kanyesigye","Sobianitedrucy","Coy Catamarans",2100000,14500000,1900000,6100000,7e+05,3700000,6e+05,5600000,4e+05,8e+05,19
"4042","l.foo","Sobianitedrucy","Coy Sunbirds",4e+06,3200000,1100000,1500000,6e+05,4e+05,2700000,3e+05,2e+05,1e+05,19
"4043","x.dahan","Sobianitedrucy","Coy Sunbirds",7100000,18400000,2e+05,5700000,8900000,2400000,7100000,2700000,1900000,2300000,19
"4044","n.busingye","Sobianitedrucy","Fighting Clippers",6600000,40400000,7800000,16900000,20100000,18300000,5300000,12300000,1100000,5e+05,19
"4045","r.owere","Western Niasland","Fighting Clippers",16600000,4500000,3500000,1100000,9e+05,2700000,2700000,2300000,4e+05,1600000,19
"4046","j.vasquez","Nkasland Cronestan","Fighting Wave",4800000,4900000,9700000,7300000,1e+07,6600000,4800000,1e+05,9900000,6200000,19
"4047","a.amongin","Sobianitedrucy","Fighting Wave",5e+06,1600000,1400000,3500000,1600000,1500000,6e+05,1800000,5e+05,2400000,19
"4048","n.tkachuk","Sobianitedrucy","Fighting Wave",8e+05,6e+05,6e+05,3e+05,3e+05,1e+05,7e+05,8e+05,6e+05,4e+05,19
"4049","v.razak","Lefghau","Flying Bombadiers",6700000,3900000,1100000,1700000,1500000,1200000,4e+05,3e+05,2e+05,4e+05,19
"4050","u.mvula","Nkasland Cronestan","Flying Bombadiers",5200000,9200000,5600000,5900000,4500000,5e+06,2600000,5300000,5300000,4e+05,19
"4051","d.chiba","Sobianitedrucy","Flying Bombadiers",4700000,1400000,2800000,4300000,2e+06,2100000,7200000,2300000,7300000,4200000,19
"4052","q.martinez","Sobianitedrucy","Hideous Spartans",1200000,1.6e+07,16500000,3300000,5400000,6900000,1800000,2100000,12900000,3700000,19
"4053","y.nanyondo","Sobianitedrucy","Hideous Spartans",22800000,9100000,5900000,9400000,14700000,19700000,1e+05,8e+05,4e+05,2100000,19
"4054","a.kovaevi","Sobianitedrucy","Marvelous Heels",2100000,7300000,1100000,4300000,4100000,3900000,3600000,3500000,1600000,5e+05,19
"4055","h.okafor","Sobianitedrucy","Marvelous Heels",4e+06,4300000,2200000,10500000,12800000,5400000,5700000,4900000,2300000,5900000,19
"4056","k.huang","Sobianitedrucy","Marvelous Patriots",5e+05,3e+05,5e+05,7e+05,1100000,7e+05,6e+05,1e+05,6e+05,5e+05,19
"4057","y.larsen","Imaar Vircoand","Mean Wolves",11300000,6e+05,9400000,1e+06,1100000,7800000,8500000,1500000,1e+05,1e+06,19
"4058","g.oluka","Lefghau","Mean Wolves",5300000,1e+06,7e+05,1100000,2100000,2500000,3e+05,5e+05,1400000,2e+05,19
"4059","k.jarvinen","Sobianitedrucy","Mean Wolves",2400000,2600000,6e+05,1400000,1200000,1500000,7e+05,4e+05,1200000,1e+05,19
"4060","h.saeed","Manlisgamncent","Mighty Monkeys",16800000,17600000,1900000,7700000,7e+05,3700000,17200000,11100000,6e+05,2900000,19
"4061","c.hamed","Sobianitedrucy","Mighty Monkeys",18200000,8e+06,8300000,5800000,1500000,44600000,7500000,12800000,11900000,13100000,19
"4062","d.kateregga","Manlisgamncent","Red Rangers",1200000,8e+06,3200000,2300000,6200000,2300000,1600000,12500000,1200000,5500000,19
"4063","g.daud","Sobianitedrucy","Red Rangers",1600000,3e+05,2e+05,2300000,1900000,6e+05,2e+05,3200000,3700000,8e+05,19
"4064","v.ssali","Sobianitedrucy","Red Rangers",1e+06,11900000,7e+05,3200000,3e+05,9400000,1500000,4100000,2300000,3700000,19
"4065","h.tuhaise","Lefghau","Remarkable Flames",7900000,2400000,8300000,8e+05,3200000,3700000,1600000,3900000,9500000,4900000,19
"4066","p.solanki","Nganion","Remarkable Flames",9500000,1200000,3900000,4300000,4200000,3400000,7e+06,2900000,7200000,3300000,19
"4067","g.boadi","Sobianitedrucy","Remarkable Flames",2300000,1400000,1800000,3e+06,4800000,1500000,4e+05,2700000,1800000,1e+05,19
"4068","w.lotfi","Moaithe","Serious Ranchers",2e+05,13400000,2700000,5200000,7e+05,6700000,3e+06,2600000,6400000,4600000,19
"4069","j.turyasingura","Nganion","Serious Ranchers",2100000,6e+05,3600000,5e+05,7e+05,2100000,4e+05,1e+06,1700000,2e+05,19
"4070","a.white","Sobianitedrucy","Spicy Pointers",6300000,3800000,4700000,1e+06,5e+05,1700000,2100000,3e+06,1900000,4400000,19
"4071","l.namaganda","Sobianitedrucy","Spicy Pointers",1e+07,9200000,2800000,12300000,4200000,5600000,6700000,2900000,2800000,8800000,19
"4072","r.martin","Sobianitedrucy","Spicy Pointers",7e+05,2800000,7e+05,6e+05,3100000,6e+05,2e+05,7e+05,1500000,6e+05,19
"4073","g.caputo","Nkasland Cronestan","Strange Pioneers",2700000,8300000,2700000,1600000,8900000,23200000,10500000,24100000,11500000,9200000,19
"4074","d.sorrentino","Sobianitedrucy","Strange Pioneers",4700000,3e+05,4e+06,1100000,5200000,10300000,2e+05,8e+05,5e+06,8e+05,19
"4075","e.binmohamed","Cabral Retrea","Sugar Bengals",8900000,4700000,5e+06,6900000,9800000,1900000,12100000,5400000,4200000,2e+06,19
"4076","j.koval","Saintu","Sugar Bengals",4900000,3100000,5e+05,3700000,6500000,8e+05,1900000,5e+05,2e+05,1600000,19
"4077","a.berkowitz","Sobianitedrucy","Sugar Bengals",1100000,2e+05,2e+05,1e+05,1e+05,2e+05,1e+05,2e+05,1e+05,2e+05,19
"4078","m.nyamahunge","Loco Phirema","Wet Flames",4500000,1900000,5200000,4100000,2700000,1900000,2e+06,8e+05,2e+05,2e+05,19
"4079","a.whang","Rosvi","Wet Flames",6500000,13400000,6700000,1900000,10900000,3900000,1200000,4200000,3300000,2400000,19
"4080","v.guillaume","Sobianitedrucy","Wet Flames",1800000,1900000,4100000,3200000,4e+06,1500000,3e+05,1300000,7e+05,9e+05,19
"4081","x.arnaud","Imaar Vircoand","Big Foxes",13100000,17300000,6400000,7300000,3500000,2900000,5300000,4300000,9200000,6e+05,19
"4082","g.chandiga","Nganion","Big Foxes",8e+05,2100000,1700000,1e+06,1e+05,4e+05,8e+05,9e+05,3e+05,9e+05,19
"4083","i.friedrich","Nganion","Big Foxes",5e+06,5e+06,1700000,12600000,2e+05,2500000,2600000,9e+05,9e+05,8e+05,19
"4084","k.kravchenko","Greri Landmoslands","Deferred Dolphins",5800000,3400000,1300000,2800000,14700000,1600000,6800000,3100000,3800000,9100000,19
"4085","e.kantono","Nganion","Deferred Dolphins",5e+05,1200000,1600000,8e+05,3800000,1e+05,1100000,8e+05,1400000,1500000,19
"4086","q.konig","Nganion","Deferred Dolphins",2e+06,4100000,3400000,5300000,14600000,7900000,4800000,1100000,9e+05,1300000,19
"4087","c.shevchenko","Nganion","Delta Colts",8600000,1500000,2100000,2600000,9200000,3700000,7e+05,2e+06,3e+05,2e+06,19
"4088","f.dauda","Nganion","Delta Colts",1300000,2100000,1200000,1700000,5e+05,1300000,3100000,4e+05,8e+05,4e+05,19
"4089","w.abeja","Esia","Festive Governors",10900000,9e+05,2100000,6800000,4800000,5e+05,15900000,3200000,3e+06,3e+05,19
"4090","g.kyobutungi","Lefghau","Festive Governors",2200000,4600000,1300000,10600000,5200000,5400000,1700000,5e+05,2e+05,5e+06,19
"4091","b.brandt","Nganion","Flying Penguins",2200000,16400000,4700000,5300000,2800000,9300000,11700000,2100000,3300000,5400000,19
"4092","v.awio","Nganion","Flying Penguins",8400000,2600000,4600000,3500000,3200000,6e+05,3300000,1100000,2700000,2200000,19
"4093","f.degroot","Nganion","Hideous Spiders",1100000,2200000,8e+05,7300000,6900000,7400000,1200000,7600000,13300000,1100000,19
"4094","j.martin","Nganion","Hideous Spiders",1.2e+07,1500000,2700000,2400000,8e+05,2100000,4200000,6e+05,5e+05,5e+05,19
"4095","i.ajiko","Nganion","Horrible Bison",1.6e+07,12400000,12100000,9600000,15300000,10900000,7500000,11100000,14200000,9e+05,19
"4096","e.lungu","Nganion","Mad Bees",9900000,6e+05,2400000,9e+05,2600000,1700000,9e+05,5500000,1400000,5100000,19
"4097","k.nkhoma","Nganion","Mad Bees",10200000,1800000,4700000,7e+05,4400000,3600000,1e+05,2300000,12100000,9e+05,19
"4098","r.martino","Nganion","Mad Bees",8e+05,3500000,5200000,3e+06,5700000,15500000,6e+05,9e+05,1500000,3400000,19
"4099","y.ruggiero","Southern Ristan","Mad Kingsmen",4400000,31700000,40700000,43900000,6200000,14600000,8100000,7200000,1300000,26600000,19
"4100","l.sakurai","Nganion","Orange Giants",4900000,4800000,3300000,6600000,5300000,3900000,1500000,3700000,1600000,1200000,19
"4101","m.murmu","Rosvi","Orange Giants",33100000,19600000,9900000,7200000,1300000,23200000,8400000,3500000,7900000,8e+05,19
"4102","f.krklis","Imaar Vircoand","Plane Janes",4e+05,6900000,2500000,5e+05,2200000,1900000,3100000,2700000,1100000,1900000,19
"4103","g.leung","Nganion","Plane Janes",1700000,5900000,7400000,4900000,8200000,2e+05,6300000,2200000,6e+06,2e+06,19
"4104","s.nuwagira","Saintu","Polar Kangaroos",18300000,14500000,20500000,12800000,6300000,4600000,3300000,20300000,38900000,5800000,19
"4105","l.antwi","Nganion","Punctual Leopards",7300000,4300000,4700000,2100000,3100000,4300000,15200000,3700000,1900000,1800000,19
"4106","z.fabre","Nganion","Punctual Leopards",4500000,11700000,3e+06,2300000,16400000,18500000,9800000,7200000,3300000,10700000,19
"4107","w.kong","Imaar Vircoand","Rabid Greyhounds",4300000,3400000,2200000,2700000,1600000,1e+06,2600000,2800000,3800000,2e+06,19
"4108","x.hosseinzadeh","Nganion","Rabid Greyhounds",23300000,1700000,7e+05,9e+05,3900000,5100000,6800000,3700000,8e+05,3e+05,19
"4109","n.mucunguzi","Biarizea","Running Bigfoots",1500000,5700000,2300000,7600000,5700000,1e+06,5e+05,6400000,1400000,2500000,19
"4110","u.nishimura","Galamily","Running Bigfoots",2e+05,1700000,1500000,1200000,4e+06,4e+05,2800000,1e+05,3e+05,6e+05,19
"4111","g.alali","Nganion","Sassy Knights",5300000,1700000,10800000,3e+06,6900000,10900000,4300000,6800000,1600000,8e+06,19
"4112","i.kisitu","Nganion","Sassy Knights",1200000,3200000,16700000,2600000,10600000,3e+05,2600000,7300000,3400000,2400000,19
"4113","m.sseguya","Nganion","Sassy Knights",6100000,8e+05,1600000,4e+05,1e+05,5e+05,6e+05,2e+05,4e+05,1500000,19
"4114","c.ismail","Nganion","Screaming Ramblers",5e+05,7e+05,13500000,9400000,7e+06,4300000,5900000,9e+05,2e+05,1300000,19
"4115","m.ategeka","Nganion","Screaming Ramblers",39300000,18300000,3400000,8e+06,6100000,8100000,1800000,6100000,8800000,9300000,19
"4116","c.musana","Nganion","Serious Magicians",6600000,5200000,7900000,4e+06,9300000,7500000,7200000,3700000,10900000,6900000,19
"4117","o.herrmann","Nganion","Serious Magicians",5800000,2400000,7e+05,10400000,8700000,2700000,6e+06,1200000,6500000,2900000,19
"4118","o.nabunya","Byasier Pujan","Swift Bison",5800000,2400000,4e+05,2100000,8100000,6e+05,3400000,7e+05,4600000,7e+05,19
"4119","g.taruvinga","Nganion","Swift Bison",5e+06,11600000,6500000,1500000,2400000,1600000,1300000,2300000,1e+05,6e+05,19
"4120","k.jao","Nganion","Ultimate Penguins",4200000,4600000,2700000,1e+06,2800000,3e+06,1400000,8e+05,8e+05,6e+05,19
"4121","o.noor","Cabral Retrea","Black Coyotes",2e+05,3e+05,2300000,2e+05,8e+05,2e+05,6e+05,2e+05,5e+05,3e+05,19
"4122","a.khainza","Sobianitedrucy","Black Coyotes",5600000,4.7e+07,60900000,4500000,2e+06,9200000,5500000,15900000,11600000,14500000,19
"4123","y.tsua","Highhlaands","Educated Avengers",2500000,5200000,1900000,2200000,5e+06,4200000,4200000,6e+06,4e+05,1600000,19
"4124","f.ithungu","Rarita","Educated Avengers",5400000,7.6e+07,12700000,17700000,5400000,4300000,8500000,9100000,3400000,9e+05,19
"4125","s.marchetti","Rarita","Educated Avengers",3100000,1600000,1300000,2e+06,1100000,6400000,7900000,1400000,3100000,5800000,19
"4126","l.werner","People's Land of Maneau","Mad Wolverines",40200000,11300000,19100000,1800000,6500000,3400000,2700000,2900000,2200000,10900000,19
"4127","x.tumushabe","Rarita","Mad Wolverines",4200000,5100000,1e+05,3400000,4e+05,2200000,1200000,1800000,2800000,8e+05,19
"4128","t.kamugisha","Lefghau","Marvelous Coyotes",10400000,7100000,15400000,12100000,2900000,8400000,2800000,7600000,8e+05,7400000,19
"4129","c.baba","People's Land of Maneau","Marvelous Coyotes",3700000,1e+05,5e+05,3e+05,4e+05,3500000,8e+05,6e+05,1e+05,5e+05,19
"4130","m.bahri","Slandsganiamayotteque","Marvelous Coyotes",10400000,7900000,13500000,8400000,1200000,33800000,4200000,1800000,6600000,9e+05,19
"4131","a.omar","Rarita","Red Anchormen",11500000,12500000,2900000,1900000,6e+05,8e+05,6e+05,5600000,3200000,3e+06,19
"4132","f.akumu","Rarita","Red Anchormen",54100000,4800000,2100000,3100000,28600000,1800000,33400000,1100000,6e+06,2500000,19
"4133","b.ampofo","Rarita","Serious Buffaloes",5800000,3e+05,3300000,1700000,2e+05,7e+05,8e+05,7e+05,1e+05,8e+05,19
"4134","n.irawan","Rarita","Serious Buffaloes",11300000,9800000,6800000,4900000,29700000,5500000,1e+06,11400000,3400000,1700000,19
"4135","w.nasiru","Rarita","Stacked Rocks",3900000,5900000,4900000,4300000,2400000,3700000,7e+05,1600000,1400000,1600000,19
"4136","g.leitner","Rarita","Strong Oaks",3e+06,5200000,4e+06,1e+06,3100000,7500000,1900000,8600000,6100000,3200000,19
"4137","u.nyeko","Rarita","Strong Oaks",3200000,2400000,7e+05,4100000,3e+05,1400000,2e+06,3e+05,2e+05,1500000,19
"4138","z.nyamahunge","Rarita","Strong Oaks",7e+05,1500000,7e+05,1100000,4e+05,1500000,3e+05,7e+05,7e+05,9e+05,19
"4139","e.miyazaki","Greri Landmoslands","Wild Hornets",8100000,10800000,1100000,1.5e+07,2300000,1400000,1100000,8e+05,4e+05,3300000,19
"4140","m.asiimwe","Rarita","Wild Hornets",6e+05,1e+06,4e+05,2100000,8e+05,1e+05,1200000,2400000,1100000,5e+05,19
"4141","s.kiconco","Nkasland Cronestan","Fanatical Outlaws",9e+05,4400000,9600000,3700000,1100000,6900000,3600000,1900000,1700000,4900000,20
"4142","r.chee","Southslands","Fanatical Outlaws",6e+05,6200000,1900000,1500000,3600000,1300000,3900000,4e+05,5e+05,1e+05,20
"4143","z.marini","Central Republic of Boekrainego","Fighting Cougars",4600000,6400000,9900000,1800000,1600000,7e+05,4700000,3500000,3500000,3e+05,20
"4144","p.robinson","Nganion","Fighting Cougars",5800000,18700000,12300000,7400000,13300000,11300000,7e+06,4300000,7400000,2100000,20
"4145","a.soong","People's Land of Maneau","Great Galactic Gorgons",5800000,1.3e+07,25800000,8800000,1.6e+07,4500000,18700000,3e+05,1.1e+07,7e+05,20
"4146","g.mwebaze","Nganion","Green Fleet",6400000,6e+05,1400000,5200000,3600000,7e+05,6600000,1200000,3e+05,1900000,20
"4147","p.kabugo","People's Land of Maneau","Green Fleet",8400000,7600000,12600000,2400000,8e+06,11800000,7700000,2600000,1600000,4900000,20
"4148","e.wibowo","Coastpa Barleslands","Horrible Grizzlies",6600000,7e+06,3900000,7700000,3400000,2200000,6100000,2200000,4100000,6200000,20
"4149","r.wanyama","Imaar Vircoand","Horrible Grizzlies",4e+05,2e+05,7e+05,1e+06,6e+05,1e+05,4e+05,3e+05,3e+05,2e+05,20
"4150","j.nkrumah","Nganion","Horrible Grizzlies",7100000,3900000,28200000,3400000,3700000,4700000,3200000,1800000,5600000,4600000,20
"4151","s.tamale","Imaar Vircoand","Horrible Storm",8e+05,8600000,11300000,3200000,4900000,11300000,4300000,3100000,5e+05,20700000,20
"4152","y.acola","Rarita","Marvelous Patriots",3300000,7700000,6200000,6200000,1100000,8e+05,2400000,1500000,5300000,4e+05,20
"4153","z.marini","Central Republic of Boekrainego","Mighty Jays",3e+05,2500000,4900000,5700000,2700000,1700000,1300000,1700000,3200000,1e+05,20
"4154","x.adikini","Cuandbo","Mighty Jays",3e+06,1100000,9200000,8200000,6e+05,1800000,4e+05,5e+05,3100000,4400000,20
"4155","v.kumwenda","Esia","Mighty Jays",4200000,1e+07,3300000,14500000,3500000,4e+05,1300000,1400000,4e+06,11100000,20
"4156","u.nakazibwe","Lefghau","Old Mustangs",11700000,8300000,3200000,15800000,8400000,5900000,3600000,6e+05,5500000,1600000,20
"4157","f.walker","Nganion","Old Mustangs",3900000,7e+05,1100000,5e+05,1e+06,1200000,3100000,6e+05,7e+05,7e+05,20
"4158","p.tetteh","Southslands","Old Mustangs",16200000,20600000,7700000,9600000,9e+05,14900000,9100000,1700000,5e+05,7e+05,20
"4159","h.ochan","Greri Landmoslands","Punctual Rustlers",11200000,23400000,10400000,6900000,6600000,1e+06,4200000,4e+06,1800000,1400000,20
"4160","x.neri","People's Land of Maneau","Punctual Rustlers",5500000,12100000,9e+06,1e+07,9200000,3e+05,15200000,5300000,1300000,5800000,20
"4161","m.ngamita","Xikong","Punctual Rustlers",9e+05,3900000,11100000,1900000,1300000,2200000,1100000,3300000,5400000,1100000,20
"4162","q.musimenta","Nganion","Silver Heels",5300000,2300000,12500000,3700000,1e+06,6100000,1800000,2300000,4300000,2e+05,20
"4163","c.leroy","People's Land of Maneau","Silver Heels",6e+05,8800000,1600000,3e+06,3400000,1200000,1600000,1700000,1200000,3900000,20
"4164","s.zandamela","Mico","Solemn Cougars",1800000,1e+06,2400000,1800000,3900000,3e+05,4e+05,2200000,2800000,4e+05,20
"4165","m.janssens","Ledian","Somber Bombers",4400000,5300000,3200000,4800000,5e+05,3500000,4600000,7e+05,9e+05,7800000,20
"4166","p.johansson","People's Land of Maneau","Somber Bombers",7900000,2e+05,4400000,5e+05,4200000,1.2e+07,4900000,14100000,4600000,3e+06,20
"4167","f.ribeiro","People's Land of Maneau","Swift Musketeers",8e+05,2400000,1e+05,1300000,6e+05,2500000,2400000,1e+06,8200000,2300000,20
"4168","s.aslan","People's Land of Maneau","Swift Musketeers",1e+05,9e+05,3700000,6e+05,6e+05,2500000,2300000,1600000,2200000,3400000,20
"4169","y.draru","Rarita","Ultimate Penguins",1200000,6200000,3e+06,9e+05,4e+05,2e+05,3200000,1200000,8e+05,1400000,20
"4170","n.kyohirwe","Dosqaly","Weak Tornadoes",8600000,6400000,4500000,1700000,7200000,4600000,3e+06,2800000,6500000,4700000,20
"4171","e.bintiismail","Ledian","Weak Tornadoes",1200000,3900000,1600000,9e+05,4100000,1600000,3800000,2500000,2400000,1300000,20
"4172","y.kyosiimire","Nganion","Flawless Cows",4300000,1900000,9e+05,4500000,3700000,3900000,3e+05,5e+06,1e+05,2800000,20
"4173","x.driscoll","Nkasland Cronestan","Flawless Cows",7700000,3300000,1e+05,1400000,15400000,6200000,5e+05,9e+05,4e+06,1800000,20
"4174","p.addae","South Sati Fatina","Flawless Cows",17500000,8500000,3500000,6100000,4800000,4e+05,5500000,9e+05,3700000,3300000,20
"4175","f.kimera","Dosqaly","Glistening Paladins",9300000,1600000,24200000,13400000,3900000,8800000,1700000,2700000,15500000,5e+05,20
"4176","t.okello","Dosqaly","Glistening Paladins",5e+06,5700000,4700000,10100000,1300000,4500000,1100000,2900000,3700000,2300000,20
"4177","v.bwambale","Dosqaly","Golden Rustlers",14500000,6e+06,1400000,2900000,1100000,1100000,2e+06,6e+05,1e+05,5200000,20
"4178","u.yamasaki","Coastpa Barleslands","Grotesque Rocks",3100000,12900000,2900000,5700000,8e+05,2800000,1700000,2600000,3400000,1300000,20
"4179","s.bintiothman","Lylimi","Grotesque Rocks",1200000,9e+05,1300000,4500000,8e+05,2200000,2100000,2e+05,1700000,3e+06,20
"4180","t.bukar","Southern Ristan","Grotesque Rocks",5e+06,1900000,9700000,8e+05,2e+05,5100000,5400000,2700000,1e+05,7e+05,20
"4181","a.lamunu","Dosqaly","Jumping Beans",6e+05,1200000,1e+05,6e+05,4400000,7500000,2800000,2600000,1600000,7e+05,20
"4182","k.adero","Rosvi","Jumping Beans",12700000,7400000,13800000,1400000,11600000,4700000,19300000,21100000,2900000,3600000,20
"4183","j.ogawa","Dosqaly","Mean Colts",1100000,1e+05,3600000,2500000,6600000,3e+05,2800000,1300000,6800000,5e+05,20
"4184","a.chipeta","Zamlie Niabangthe","Mean Colts",4e+05,11300000,8e+05,3e+06,1500000,7e+05,3e+05,1900000,1200000,1700000,20
"4185","a.suboti","Dosqaly","Mean Poets",4400000,5100000,1200000,1700000,8300000,3600000,1100000,2300000,3e+05,2e+06,20
