,Player,Nation,Squad,Age,Born,X90s,Tackles.Tkl,Tackles.TklW,Tackles.Def.3rd,Tackles.Mid.3rd,Tackles.Att.3rd,Vs.Dribbles.Tkl,Vs.Dribbles.Att,Vs.Dribbles.Tkl.,Vs.Dribbles.Past,Pressures.Press,Pressures.Succ,Pressures..,Pressures.Def.3rd,Pressures.Mid.3rd,Pressures.Att.3rd,Blocks.Blocks,Blocks.Sh,Blocks.ShSv,Blocks.Pass,Int,Tkl.Int,Clr,Err,League,Year,mv
1098,z.testa,Giumle Lizeibon,Little Lollipops,24,1996,13.88,1.37,0.71,0.63,0.4,0.21,0.58,1.49,1,0.8,16.13,4.01,1,4.92,6.93,4.31,1.93,0.12,0.04,1.91,1.27,2.64,1.21,0,C,2021,141148216.8
1630,o.binabdulrahman,Imaar Vircoand,Flying Bombadiers,22,1998,13.82,3.72,2.5,2.17,1.34,0.3,0.72,2.01,1,1.2,25.26,6.61,1,10.64,10.91,3.54,2.13,0.51,0,1.67,1.81,5.49,1.5,0.02,D,2021,140783163.2
415,r.ssembatya,Nganion,Flawless Cows,28,1992,14.72,1.36,0.92,0.42,0.71,0.23,0.76,2.17,1,1.55,15.17,4.19,1,2.41,6.15,6.55,1.25,0,0,1.03,0.28,1.69,0.51,0,B,2021,139207853.3
1517,e.wabwire,Southern Ristan,Coy Sunbirds,20,1999,13.32,2.03,0.96,1.71,0.42,0.09,0.95,2.29,1,1.36,16.85,3.91,1,8.74,6.25,1.74,2.38,0,0,2.29,1.34,3.48,2.65,0.03,D,2021,138977295.5
2348,t.lam,Nancipenuaroe,Punctual Leopards,24,1995,14.35,2.01,1.13,1.62,0.27,0.16,0.69,1.47,1,0.77,12.04,3.91,1,7.62,4.21,0.09,1.46,0.35,0.05,1.07,1.13,3.04,7.72,0.17,E,2021,138923459.6
2737,p.murmu,Rarita,Strong Oaks,22,1998,13.27,1.71,0.74,1.01,0.5,0.17,0.77,1.91,1,1.17,11.29,4.2,1,5.31,4.15,1.83,2.27,0.44,0,1.92,1.55,3.24,3.24,0.08,RFL,2021,138147867.2
830,f.kavalio,Central Diasongo,Unaccountable Foxes,19,2001,12.65,0.86,0.66,0.57,0.34,0,0.72,1.6,1,0.87,8.75,2.61,1,4.98,3.18,0.79,1.82,1.01,0.14,0.69,1.84,2.86,6.81,0.09,B,2021,137986375.2
2051,z.johansen,Dosqaly,Deferred Dolphins,31,1989,16.44,3.95,3,1.64,2.05,0.38,1.35,3.08,1,1.74,19.17,6.37,1,7.4,10.01,1.73,0.99,0,0,0.98,1.53,5.47,1.1,0,E,2021,137699690
1447,x.nyaketcho,Esia,Wicked Gentlefolk,24,1996,14.11,2.36,1.36,1.25,1.14,0.04,1.25,3.47,1,1.97,13.06,4.1,1,6.73,5.58,0.71,2.36,0.19,0.13,1.94,1.27,3.61,3.01,0,C,2021,137190831.5
1764,v.smits,Coastpa Barleslands,Mighty Monkeys,25,1995,13.36,0.67,0.58,0.12,0.41,0.12,0.16,0.46,1,0.38,17.02,3.75,1,0.85,7.39,8.89,0.58,0.1,0,0.43,0.31,1.03,0.38,0,D,2021,137144923.7
2184,r.orlando,Nganion,Horrible Bison,22,1997,13.32,1.74,1.06,1.03,0.51,0.39,0.72,1.55,1,0.81,11.85,3.64,1,5.5,4.53,1.85,1.54,0.17,0,1.43,0.55,2.37,3.21,0.03,E,2021,136478914.5
1489,g.mar,Pierrema,Coy Catamarans,23,1996,13.36,0.45,0.33,0.19,0.3,0.13,0.28,0.51,1,0.41,12.7,2.05,1,2.86,5.6,4.1,1.03,0.19,0.05,0.9,0.67,1.19,0.32,0,D,2021,136158313.7
1797,o.roth,Sobianitedrucy,Red Rangers,27,1992,14.04,0.52,0.12,0.04,0.38,0.12,0.07,0.25,1,0.25,13.73,3.45,1,0.74,4.21,8.74,0.7,0.01,0,0.69,0.27,0.63,0.64,0,D,2021,136053855.9
2053,g.akoli,Nganion,Deferred Dolphins,25,1994,13.86,1.37,1.1,0.92,0.31,0.16,0.13,1.87,1,1.74,20.16,6.63,1,5.99,11.27,3.06,1.3,0.12,0,1.37,1.48,2.93,0.9,0.09,E,2021,135735670.7
1054,f.nakimuli,Esia,Fiery Governors,26,1994,14.09,3.34,2.07,1.33,1.52,0.63,0.75,2.52,1,1.87,21.1,7.14,1,5.92,11.34,3.81,1.75,0.33,0,1.4,2.09,5.41,2.82,0.07,C,2021,135439401.1
1282,x.lunyolo,Esia,Spicy Gophers,18,2002,11.43,1.52,0.98,0.26,0.7,0.38,0.24,0.55,1,0.51,18.1,5.18,1,2.57,8.9,6.65,1.03,0.07,0.08,0.93,0.63,2.24,0.33,0.04,C,2021,135331048.1
624,z.patel,Coastpa Barleslands,Serious Thunderbirds,24,1995,13.92,1.64,0.72,1.05,0.5,0.04,0.57,1.16,1,0.49,7.72,3.2,1,5.11,2,0.37,1.17,0.38,0,0.82,2.22,3.84,10.1,0.15,B,2021,135085892.1
299,v.lao,Xikong,Somber Bombers,25,1994,14.37,1.65,1.17,0.91,0.52,0,0.8,1.8,1,1.14,11.75,3.59,1,6.43,4.02,1.37,2.34,0.77,0.05,1.56,1.46,3.13,3.95,0,A,2021,134832984.5
2652,b.rohman,People's Land of Maneau,Mad Wolverines,22,1998,13.79,2.51,1.36,1.69,0.35,0.56,1,2.64,1,1.61,22.59,4.95,1,10.5,7.01,5.14,2.13,0.24,0,1.95,1.02,3.66,0.28,0.05,RFL,2021,134726421.3
49,q.nabimanya,Imaar Vircoand,Fighting Cougars,21,1998,12.4,2.06,1.41,0.71,1,0.36,0.6,2.64,1,1.94,21.59,6.76,1,5.4,9.26,6.95,1.6,0.32,0,1.32,0.84,2.95,0.34,0,A,2021,134551042.9
319,m.tang,Djipines,Stacked Rocks,27,1993,15.06,1.77,0.79,0.87,0.62,0.36,0.72,1.88,1,1.33,12.29,2.86,1,6.03,4.26,1.88,1.62,0.26,0,1.32,0.86,2.68,4.76,0.01,A,2021,134216221
1562,k.clark,Southern Ristan,Fighting Clippers,33,1987,16.1,1.17,0.93,0.41,0.55,0.35,0.41,1.44,1,1.09,21.02,5.42,1,1.45,7.91,11.78,0.46,0.04,0,0.53,0.54,1.61,0.36,0,D,2021,133373395.6
1817,g.degroot,Lefghau,Remarkable Flames,30,1990,15.84,1.33,0.86,0.55,0.62,0.04,0.45,1.38,1,0.82,9.56,2.45,1,3.6,4.26,1.73,1.62,0.2,0.14,1.45,1.77,2.96,0.79,0,D,2021,133337610.8
595,k.amer,Dosqaly,Overconfident Kangaroos,22,1998,12.95,1.96,1.38,1.06,0.6,0.44,0.85,1.53,1,0.94,10.9,4.06,1,4.44,4.42,1.93,1.84,0.25,0.09,1.7,0.86,2.97,2.74,0.07,B,2021,132236715.4
2061,c.negri,Biarizea,Delta Colts,28,1992,15.28,1.74,1.1,1.15,0.57,0.02,0.5,0.53,1,0.09,8.46,3.14,1,5.49,2.94,0.09,1.81,0.95,0,0.81,2.47,4.34,9.71,0,E,2021,132182164.6
1075,i.nagadya,Imaar Vircoand,Horrible Flames,27,1992,13.85,0.55,0.47,0.26,0.23,0.22,0.11,0.33,1,0.32,10.98,3.63,1,0.36,3.35,7.34,0.68,0.13,0.09,0.61,0.28,0.86,0.71,0,C,2021,131935723.1
1915,z.kiirya,Lefghau,Strange Pioneers,22,1998,12.97,1.8,0.87,0.92,0.9,0.09,0.46,0.99,1,0.42,9.05,3.12,1,3.63,4.56,0.89,1.86,0.72,0.08,1.25,2.14,3.97,3.07,0.12,D,2021,131866806.3
2296,l.kimuli,Nathuacamana,Plane Janes,22,1998,13.01,2.82,1.94,1.53,0.99,0.26,0.84,1.4,1,0.5,13.42,5.34,1,6.17,4.91,2.37,1.61,0.12,0,1.55,2.18,5.12,1.84,0.2,E,2021,131582620.6
2376,g.tugume,Nganion,Rabid Greyhounds,25,1995,14.25,1.07,0.76,0.64,0.29,0.18,0.23,0.79,1,0.51,9.12,3,1,5.75,3.2,0.12,1.85,0.75,0.06,1.07,1.09,2.13,5.83,0.05,E,2021,131177238.9
119,n.nantege,People's Land of Maneau,Horrible Grizzlies,19,2000,11.74,2.11,1.1,1.01,0.62,0.6,0.63,1.54,1,0.97,13.5,4.67,1,3.21,6.01,4.5,1.62,0.09,0,1.36,0.76,2.79,0.7,0.05,A,2021,130681843
2637,r.bbosa,People's Land of Maneau,Mad Wolverines,22,1997,12.51,0.44,0.31,0.16,0.3,0,0.3,0.39,1,0.33,13.47,3.23,1,1.94,5.04,6.26,0.63,0.01,0,0.47,0.8,1.32,1.03,0,RFL,2021,130590902.1
2142,g.nalwoga,Nganion,Flying Penguins,30,1989,15.56,1,0.58,0.32,0.54,0.18,0.53,1.11,1,0.66,7.64,2.3,1,2.25,4.01,1.22,0.73,0.22,0.15,0.46,0.85,1.75,5.93,0.08,E,2021,130418583.7
1877,o.andoh,Esia,Spicy Pointers,21,1999,12.91,1.18,0.47,0.5,0.47,0.34,0.63,1.4,1,0.97,12.31,2.94,1,5.47,4.42,2.36,1.94,0.17,0,1.65,1.01,2.06,2.62,0,D,2021,130409417.6
1708,l.jean,Badad,Marvelous Patriots,29,1991,14.76,1.22,0.88,0.34,0.29,0.57,0.17,0.65,1,0.51,15.91,4.4,1,2.35,6.82,6.63,1.05,0.15,0,1.07,0.5,1.71,0.2,0.14,D,2021,130333863
997,p.ssempijja,Esia,Awkward Trailblazers,31,1989,16.29,2.88,2.16,1.3,1.56,0.16,0.87,2.35,1,1.47,19.56,6.71,1,8.34,9.42,1.83,1.16,0.09,0,1.11,1.88,4.84,3.11,0,C,2021,130326407
1270,n.kiss,Esia,Spicy Gophers,19,2001,12.35,1.82,1.25,1.04,0.51,0.16,0.32,1.8,1,1.29,11.68,3.68,1,5.92,4.67,1.05,1.16,0.26,0.15,0.97,0.91,2.69,2.45,0.01,C,2021,129561271.1
1564,r.owere,Western Niasland,Fighting Clippers,31,1988,15.92,0,0,0,0.08,0.02,0,0,0,0,0,0.07,0,0.03,0.01,0,0,0,0,0,0.07,0,0,0.02,D,2021,129498811.8
736,f.nyakaisiki,Nkasland Cronestan,Solemn Leopards,26,1994,13.53,1.11,0.63,0.06,0.67,0.58,0.2,1.41,1,0.97,12.57,3.41,1,0.77,5.59,6.2,0.42,0.12,0.08,0.39,0.55,1.69,0.64,0.04,B,2021,129307061.3
2067,i.niwamanya,Nganion,Delta Colts,25,1995,14.31,3.02,1.56,1.8,1.1,0.12,1.4,2.56,1,1.11,14.87,4.65,1,8.28,5.43,1,2.86,0.41,0.04,2.23,0.93,3.96,3.78,0,E,2021,128752387.8
2648,c.kalua,Varijitri Isles,Mad Wolverines,26,1994,14.5,3.18,2.31,1.75,1.38,0.16,1.13,2.6,1,1.48,19.59,6.21,1,8.84,8.97,1.72,1.66,0.28,0,1.54,2.92,6.06,2.64,0.16,RFL,2021,128750934
1202,a.ortega,Zamlie Niabangthe,Red Artichokes,22,1997,12.17,1.36,0.92,0.1,0.75,0.5,0.24,1.09,1,0.98,22.2,4.77,1,1.83,12.5,8.13,1.26,0.26,0.03,1.01,0.43,1.84,1.23,0,C,2021,128708194.5
2302,h.binibrahim,Imaar Vircoand,Plane Janes,22,1998,12.95,3.24,1.94,1.96,0.83,0.51,0.77,2.37,1,1.76,15.11,4.99,1,6.19,7.75,1.2,2.65,0.57,0.12,1.98,1.39,4.71,2.32,0.04,E,2021,127462720.6
2023,g.sackey,Nganion,Big Foxes,26,1993,14.21,1.46,0.48,0.7,0.49,0.19,0.71,2.54,1,1.97,13.17,3.3,1,5.03,5.62,2.68,1.18,0.14,0,1.29,1.17,2.6,0.91,0,E,2021,126740653.4
402,v.mhlanga,Dosqaly,Flawless Cows,27,1992,14.23,2.3,1.13,0.93,0.79,0.43,0.71,2.02,1,1.37,11.89,4.32,1,3.98,4.6,3.08,1.81,0.32,0.02,1.5,1.86,4.19,2.1,0.1,B,2021,126311944
2499,d.dejong,Nganion,Serious Magicians,20,2000,11.59,0.86,0.71,0.36,0.33,0.24,0.28,1,1,0.73,20.39,4.87,1,2.31,10.02,7.85,0.69,0.06,0.05,0.59,0.19,1.04,0.44,0,E,2021,126177689.8
2622,x.masaba,Rarita,Educated Avengers,29,1990,15.01,1.36,0.91,0.42,0.64,0.19,0.65,1.57,1,0.8,11,3.13,1,3.24,4.82,2.97,1.27,0.2,0.07,1.16,1.07,2.3,1,0,RFL,2021,125954285.3
173,u.chio,Lefghau,Mighty Jays,31,1988,15.68,0.95,0.4,0.45,0.4,0.08,0.54,1.59,1,1.21,12.27,3.14,1,2.72,4.89,4.46,1.38,0.02,0.01,1.42,0.7,1.85,0.26,0.08,A,2021,125828524.9
2557,g.matei,Nganion,Ultimate Penguins,28,1991,14.37,0.99,0.56,0.26,0.53,0.08,0.29,1.8,1,1.47,13.36,3.31,1,2.28,6.98,4.11,1.4,0,0,1.42,0.54,1.39,0.19,0.02,E,2021,124382080.9
769,k.gao,Greri Landmoslands,Somber Stallions,25,1994,13.3,2.31,2.05,0.89,0.93,0.43,0.42,2.45,1,1.98,20.27,7.19,1,5.46,11.61,2.98,1.17,0.24,0,1.05,1.24,3.46,1.96,0.07,B,2021,124229408.7
1021,s.armah,Mico,Blue Jaguars,24,1996,12.81,1.77,1.08,0.89,0.6,0.3,0.63,1.5,1,0.93,14.52,5.82,1,3.84,5.19,5.36,1.15,0.24,0.09,1.07,0.97,2.72,0.89,0.04,C,2021,123006174.6
2086,m.naluwooza,Nganion,Delta Colts,23,1997,12.81,2.48,1.39,0.75,1.35,0.38,0.79,2.5,1,1.55,24.31,6.72,1,6.61,12.9,4.67,1.58,0.21,0,1.4,0.68,3.25,1.24,0,E,2021,122574484.6
2583,b.madondo,Rarita,Black Coyotes,25,1995,13.17,2.17,1.2,0.92,0.9,0.21,1.39,3.06,1,1.78,25.08,6.17,1,4.87,12.48,7.7,1.37,0.06,0,1.37,0.97,3.14,0.75,0.07,RFL,2021,122435645.2
2323,v.akoli,Lefghau,Polar Kangaroos,22,1998,12.43,2.61,1.31,1.32,0.82,0.49,1.02,1.92,1,1,15.21,5.28,1,4.68,7.22,3.18,2.18,0,0.04,2.26,1.75,4.35,2.08,0.08,E,2021,122256652.8
2070,p.hassan,Northslands,Delta Colts,24,1995,13.59,1.46,1.09,1.26,0.13,0.15,0.52,1.55,1,0.91,12.57,3.19,1,6.37,4.28,2,1.74,0.24,0,1.58,1.69,3.31,3.48,0,E,2021,121231488.7
197,e.alowo,Greri Landmoslands,Old Mustangs,23,1996,12.38,1.17,0.79,0.42,0.56,0.16,0.32,2.86,1,2.47,23.85,6.02,1,4.77,8.39,10.55,0.92,0.17,0,0.86,0.61,1.85,0.39,0,A,2021,119952731.9
2062,g.syu,Janmico,Delta Colts,26,1994,13.94,1.65,0.62,1.17,0.38,0.16,0.48,1.11,1,0.58,9.2,3.4,1,4.9,3.07,1.19,2.04,0.49,0,1.74,1.3,3.06,3.44,0.07,E,2021,119296437.8
2021,o.ciobanu,Nganion,Big Foxes,32,1987,16.06,1.95,1.37,0.78,1.05,0.21,0.65,1.83,1,1.11,16.54,5.6,1,5.78,9.15,1.38,1.6,0.57,0,0.96,0.95,2.88,3.28,0.07,E,2021,118946977.6
2610,w.barbieri,Rarita,Educated Avengers,30,1989,14.74,1.15,0.43,0.09,0.39,0.53,0.21,0.71,1,0.59,13.59,3.43,1,1.56,5.28,6.8,1,0.12,0,0.78,0.44,1.36,0.52,0,RFL,2021,118862076.4
930,j.nakayama,Dosqaly,Weak Blimps,21,1999,11.94,1.52,0.96,0.4,0.53,0.67,0.4,1.17,1,0.7,14.53,3.49,1,3.13,5.81,5.67,0.53,0.1,0.01,0.48,0.41,1.85,0.42,0.09,B,2021,118206026.3
1594,m.opoku,Lefghau,Fighting Wave,23,1996,12.9,1.7,1.07,0.79,0.96,0.06,0.31,1.94,1,1.46,16.05,4.72,1,6.05,8.21,1.98,0.91,0.22,0.1,0.79,1.24,2.93,0.63,0.17,D,2021,118197799
947,q.becker,Dosqaly,Wet Monarchs,25,1994,13.66,1.14,0.66,1.01,0.28,0,0.7,1.55,1,0.87,7.06,2.98,1,5.08,1.81,0.23,1.73,1.01,0,0.76,1.62,2.8,5.78,0.03,B,2021,117805608.3
57,u.ban,People's Land of Maneau,Great Galactic Gorgons,20,2000,12.32,2.86,1.29,1.62,1.06,0.09,1.63,2.8,1,1.22,18.98,5.45,1,8.88,6.43,3.69,2.15,0.26,0.01,1.75,1.57,4.64,1.71,0,A,2021,117423468.9
539,d.kugonza,Dosqaly,Mean Colts,23,1997,12.86,2.46,1.23,1.19,1.13,0.4,0.92,1.48,1,0.52,9.94,2.12,1,3.75,3.97,2.14,2.06,0.38,0,1.75,1.08,3.56,2.4,0.06,B,2021,117209491.8
75,h.susanto,Redohrainbri,Great Galactic Gorgons,22,1998,12.44,1.69,1.34,0.76,0.68,0.29,0.34,1.45,1,0.88,17.47,5.04,1,5.64,9.31,2.49,1.54,0.07,0,1.4,0.21,1.85,1.5,0.13,A,2021,117184543.4
2698,q.fernandes,Nganion,Red Anchormen,29,1991,14.4,1.45,0.98,0.73,0.38,0.29,0.08,1.59,1,1.38,18.01,4.68,1,3.37,8.66,6.13,0.68,0.02,0.04,0.58,0.69,1.97,1.18,0.09,RFL,2021,116910918.8
2096,a.nilsen,Nganion,Festive Governors,33,1987,16.41,1.23,0.79,0.81,0.36,0,0.52,0.81,1,0.38,6.94,2.73,1,3.11,3.72,0.13,1,0.13,0,0.71,0.93,2.25,3.86,0,E,2021,116722688.4
2415,u.yong,Byasier Pujan,Running Bigfoots,29,1990,14.02,0.76,0.35,0.31,0.21,0.29,0.05,0.28,1,0.34,13.74,4.43,1,1.02,6.04,6.71,0.79,0.23,0,0.55,0.2,0.82,1.02,0,E,2021,116073753.3
1002,r.yeko,Esia,Blue Jaguars,18,2002,11.14,1.63,1.17,0.63,0.72,0.37,0.4,1.72,1,1.18,13.02,4.85,1,4.38,5.59,3.01,2.88,0.05,0,2.62,1.19,2.86,1.75,0,C,2021,115761934.1
486,g.namanya,Dosqaly,Grotesque Rocks,29,1991,14.92,2.72,1.8,1.61,0.79,0.3,1.17,2.19,1,1.07,11.98,4.05,1,5.81,4.65,1.76,1.22,0.11,0.07,1.05,2.24,4.91,3.29,0.08,B,2021,115445184.4
2237,c.pavlovi,Lefghau,Mad Kingsmen,22,1998,12.56,1.78,1.04,1.34,0.52,0.05,0.57,1.44,1,0.78,9.05,3.19,1,5.03,3.25,0.81,1.65,0.47,0,1.19,1.69,3.34,5.69,0.01,E,2021,114986677.3
97,p.kabugo,People's Land of Maneau,Green Fleet,23,1997,12.53,0,0,0.05,0.1,0,0,0.15,0,0.06,0.29,0.17,1,0.36,0.09,0.07,0.09,0.06,0.06,0.07,0.04,0,0,0.09,A,2021,114310432.9
1034,l.khachatryan,Esia,Fiery Governors,32,1988,15.88,1.16,0.45,0.72,0.55,0.01,0.71,2.46,1,1.65,8.92,2.61,1,3.18,4.29,1.48,2.2,0.07,0,1.98,0.82,1.99,2.56,0,C,2021,114309169.2
948,u.mousavi,Dosqaly,Wet Monarchs,21,1999,12.42,1.32,0.65,1.05,0.22,0.11,0.76,1.57,1,0.81,7.07,2.02,1,5.13,1.7,0.33,1.13,0.54,0.04,0.54,1.74,3.08,5.78,0.06,B,2021,113816750.9
764,k.koppel,Varijitri Isles,Somber Stallions,23,1997,12.03,1.21,0.87,0.55,0,0.43,0.04,1.74,0,1.68,17.15,5.21,1,3.01,7.14,6.89,0.69,0.25,0,0.26,0.26,1.42,0.25,0,B,2021,112939660.8
118,z.makore,People's Land of Maneau,Horrible Grizzlies,22,1997,11.69,0.77,0.39,0.3,0.28,0.13,0.06,0.59,1,0.5,13.91,3.29,1,1.22,6.15,6.69,0.79,0.27,0,0.62,0.23,0.89,1.46,0.08,A,2021,112130450.8
752,w.damico,Dosqaly,Solemn Leopards,20,1999,11.49,2.26,1.48,0.71,1.02,0.44,0.52,2.64,1,2.07,26.87,6.84,1,6.62,13.64,6.59,1.17,0.08,0,1.28,0.55,2.86,0.73,0.08,B,2021,112128177.7
1237,o.lakot,Mico,Serious Cyclones,28,1991,14.22,3.4,2.59,1.34,1.55,0.51,1.05,2.39,1,1.26,19.14,6.97,1,7.39,9.39,2.45,2.36,0.77,0.04,1.68,1.65,5.17,1.86,0,C,2021,111587212.5
1009,s.oduro,Republic of Denand Landsa,Blue Jaguars,25,1995,13.25,1.78,0.87,1.17,0.59,0.1,0.68,0.89,1,0.4,13.44,4.95,1,6,6.24,1.14,2.93,1.12,0.09,1.76,0.68,2.67,3.31,0.13,C,2021,111245260.9
2617,c.kabagambe,Rarita,Educated Avengers,31,1989,15.1,1.63,0.97,0.36,0.92,0.34,0.68,1.82,1,1.29,15.66,4.76,1,3.92,8.07,3.74,1.25,0.45,0,0.88,0.92,2.58,1.62,0.01,RFL,2021,111091172.5
2166,j.martin,Nganion,Hideous Spiders,33,1986,16.05,0,0.04,0,0,0.01,0.03,0,0,0,0,0.08,0,0,0.03,0.1,0.04,0,0,0.09,0.05,0.03,0.03,0.1,E,2021,110725935.3
698,d.ochan,Coastpa Barleslands,Simple Privateers,27,1993,13.28,0.37,0.06,0.17,0.44,0.08,0.27,1.33,1,1.19,11.55,2.95,1,0.67,7.3,3.67,0.94,0.06,0,0.9,0.45,0.99,0.46,0.03,B,2021,110576565.8
259,v.mahagna,Ngoque Blicri,Silver Heels,32,1987,16.24,3.51,1.64,1.81,1.3,0.38,1.02,2.66,1,1.62,23.28,6.25,1,9.76,11.15,2.33,2.41,0.27,0,2.15,1.37,4.93,1.59,0,A,2021,110551041.4
1689,a.kovaevi,Sobianitedrucy,Marvelous Heels,28,1992,14.01,0,0,0.04,0.05,0,0.05,0.14,0.07,0.13,0.24,0,1,0.16,0,0,0,0,0,0.03,0.07,0.04,0.08,0,D,2021,109311549.4
1965,v.kaneko,Central Namemo Laand,Wet Flames,30,1990,15.04,0.89,0.57,0.68,0.24,0,0.36,0.81,1,0.5,6.9,2.61,1,4.12,2.69,0,2.18,1.06,0.1,1.28,2.29,3.31,6.25,0.13,D,2021,109095377.2
713,r.ferretti,Coastpa Barleslands,Simple Privateers,22,1997,12.14,1.48,1.38,0.92,0.31,0,0.68,2.48,1,1.95,17.74,5.11,1,5.94,8.99,2.78,1.5,0.19,0,1.2,0.41,1.93,1.01,0,B,2021,108907046.4
1235,m.zhou,Quewenia,Serious Cyclones,32,1987,15.56,0,0.02,0,0,0.08,0.07,0,0,0,0.08,0,0,0.04,0,0,0.06,0.02,0.08,0,0.01,0,0,0,C,2021,108801246.2
1696,j.jorgensen,Manlisgamncent,Marvelous Heels,25,1995,12.55,2.21,1.27,0.47,1.46,0.29,0.47,1.26,1,0.86,21.27,5.9,1,3.73,12.5,5.14,0.96,0.21,0,0.79,0.8,2.79,0.79,0,D,2021,108678482.9
1961,e.hasahya,Sobianitedrucy,Sugar Bengals,26,1994,13.61,2.16,1.15,0.87,0.88,0.37,0.48,2.36,1,1.82,17.12,4.52,1,6.78,7.53,2.95,1.35,0.13,0,1.23,1.19,3.23,1.25,0,D,2021,108613779
140,e.estrada,Frenchdo Stanser,Horrible Storm,25,1994,13.06,2.38,1.33,0.9,0.93,0.58,0.9,2.97,1,2.06,23.41,5.19,1,6.99,9.2,7.21,2.14,0.03,0,2.06,0.79,3.4,1.21,0,A,2021,107423976.1
1352,j.halvorsen,Esia,Ultimate Dolphins,17,2003,9.87,2.58,1.48,0.14,1.12,1.21,0.36,1.99,1,1.49,22.65,8.42,1,3.93,10.23,8.45,2.43,0.2,0,2.26,2.29,4.8,0.29,0,C,2021,107359432
1204,g.kaya,Esia,Red Artichokes,21,1999,11.54,1.71,1.24,0.38,0.99,0.25,0.68,1.47,1,0.69,15.99,4.94,1,4.37,8.42,3.11,1.61,0.34,0,1.48,0.82,2.4,1.3,0.02,C,2021,106885302
300,k.najjuma,Ngoque Blicri,Somber Bombers,30,1989,15.07,1.04,0.68,0.51,0.39,0.23,0.38,1.3,1,1.07,10.08,2.07,1,4.76,3.46,1.78,2.06,0.15,0.07,1.86,1.54,2.68,2.8,0,A,2021,106823059
1855,j.manu,Pierrema,Serious Ranchers,24,1996,12.71,1.46,0.71,0.6,0.53,0.23,0.56,1.65,1,0.95,13.69,2.79,1,4.29,5.97,3.34,2.37,0,0.07,2.37,0.96,2.43,1.08,0.09,D,2021,106810426.6
883,y.bano,Central Diasongo,Villainous Eagles,30,1990,15.04,2.01,1.17,1.3,0.52,0.16,0.74,1.33,1,0.62,11.46,4.03,1,6.3,3.37,1.58,1.63,0.06,0,1.62,1.13,3.2,2.77,0.11,B,2021,106750424
2044,r.giordano,Nganion,Deferred Dolphins,38,1982,17.94,0.5,0.3,0.02,0.06,0.21,0.17,0.47,1,0.51,12.49,2.58,1,1.25,5.74,5.45,0.4,0.06,0.1,0.26,0.03,0.62,0.92,0,E,2021,106323348.6
89,i.abeja,Janmico,Green Fleet,33,1987,15.34,1,0.68,0,0.52,0.43,0.16,0.75,1,0.68,13.63,3.81,1,1.15,4.99,7.68,0.46,0.03,0,0.38,0.71,1.61,0.65,0.1,A,2021,106144488.1
1970,t.candia,Quewenia,Wet Flames,27,1992,13.84,2.08,1.03,1.04,0.89,0.3,1.13,1.86,1,0.75,10.06,3.17,1,5.15,4.35,0.65,2.13,0.32,0,1.71,1.82,3.84,2.62,0.04,D,2021,106036097.7
1122,n.nwachukwu,Esia,Marvelous Anchors,31,1988,14.54,0.93,0.66,0.35,0.38,0.26,0.19,1.57,1,1.34,21.23,4.85,1,2.71,9.04,9.43,1.52,0.01,0,1.43,0.2,1.07,2.26,0.07,C,2021,105880948.7
1037,s.nassazi,Esia,Fiery Governors,28,1991,14.13,1.67,1.14,1.45,0.32,0,0.65,1.45,1,0.66,9.18,4.06,1,5.54,3.29,0.45,1.6,0.83,0.04,0.69,2.73,4.38,9.03,0.15,C,2021,105538625.3
2131,t.tushemereirwe,Nganion,Flying Penguins,33,1987,15.34,0.29,0.14,0.07,0.16,0.16,0.07,0.88,1,0.77,16.38,3.37,1,0.94,8.46,7.15,0.73,0.09,0,0.62,0.09,0.48,0.54,0,E,2021,105177803.4
1643,q.krasniqi,Sobianitedrucy,Hideous Spartans,19,2001,12.05,2.48,0.92,1.7,0.66,0,0.68,1.68,1,0.96,18.65,5.28,1,11.5,6.35,0.84,2.3,0.29,0.01,1.9,1.03,3.48,4.48,0,D,2021,104772949.7
1584,g.gonzalez,Imaar Vircoand,Fighting Wave,26,1993,12.59,1.2,0.79,0.27,0.58,0.34,0.12,0.95,1,0.75,16.29,4.44,1,2.02,6.56,7.69,1.3,0,0.05,1.19,0.26,1.37,0.18,0,D,2021,104684936.1
1170,c.vandenberg,Redohrainbri,Punctual Archers,22,1997,11.83,1.83,0.92,0.72,0.98,0.31,0.83,1.38,1,0.65,15.43,4.83,1,4.86,7.81,2.6,2.22,0.13,0,1.96,1.15,2.92,1.91,0.15,C,2021,104608541.1
940,t.kuok,Dosqaly,Weak Blimps,22,1998,11.72,0.76,0.42,0.12,0.27,0.3,0.31,1.41,1,1.15,10.32,2.45,1,2.1,5.37,2.89,1.02,0.21,0,0.87,0.69,1.39,0.47,0.03,B,2021,104587664.9
1243,t.dietrich,Dosqaly,Silver Frogs,27,1993,13.65,1.7,1.06,1.04,0.65,0.01,0.88,1.57,1,0.73,13.93,5.13,1,6.3,5.82,1.81,1.76,0.11,0.05,1.55,0.89,2.62,2.55,0,C,2021,104451569.6
583,a.suboti,Dosqaly,Mean Poets,31,1989,14.95,0.02,0,0.01,0.07,0.05,0,0.08,0,0,0.07,0,0.08,0,0,0,0.09,0,0,0.06,0.01,0,0,0,B,2021,104421221.3
