,Player,Nation,Squad,Age,Born,X90s,Gls,Standard.Sh,Standard.SoT,Standard.SoT.,Standard.Sh.90,Standard.SoT.90,Standard.G.Sh,Standard.G.SoT,Standard.Dist,Standard.FK,Performance.PK,Performance.PKatt,Expected.xG,Expected.npxG,Expected.npxG.Sh,Expected.G.xG,Expected.np.G.xG,League,Year,mv
291,o.bintimohamad,Djipines,Somber Bombers,28,1991,13.97,0.09,0.21,0.07,1,0.23,0,0.23,0.97,6.89,0.03,0,0.04,0.05,0.09,0.09,-0.03,0.07,A,2021,151607410.2
2705,k.mwanje,Rarita,Serious Buffaloes,23,1997,12.32,0.05,0.6,0.14,1,0.64,0.03,0.02,0.06,21.93,0,0.05,0.07,0.04,0,0.08,-0.04,0.03,RFL,2021,151466817.7
1288,e.nambafu,Esia,Spicy Gophers,30,1990,14.22,0.21,1.96,0.64,1,1.96,0.5,0.15,0.39,16.33,0.04,0,0,0.25,0.25,0.21,0,-0.03,C,2021,150781577.8
2022,g.sackey,Nganion,Big Foxes,26,1993,14.11,0.14,0.72,0.26,1,0.71,0.27,0.17,0.42,20.79,0,0.01,0,0.13,0.12,0.04,0.02,0,E,2021,150400264.4
401,v.mhlanga,Dosqaly,Flawless Cows,27,1992,14.27,0,0.74,0.08,1,0.78,0.16,0.16,0.49,16.65,0.16,0,0,0.06,0.05,0,0.04,-0.04,B,2021,149554332.9
2401,g.fauzi,Imaar Vircoand,Rabid Greyhounds,27,1993,12.6,0,1.43,0.49,1,1.3,0.5,0.13,0.13,20.3,0.39,0.01,0,0.13,0.13,0.18,-0.2,-0.14,E,2021,149444814.9
537,d.kugonza,Dosqaly,Mean Colts,23,1997,12.82,0.1,0.78,0.19,1,0.85,0.22,0,0,29.5,0.45,0.08,0.03,0,0,0,-0.1,-0.03,B,2021,149421765.3
713,r.ferretti,Coastpa Barleslands,Simple Privateers,22,1997,12.04,0.09,0.41,0.09,0,0.59,0.02,0,0,19.6,0,0.06,0,0.05,0,0.13,-0.05,-0.09,B,2021,148834491.3
919,q.binabdrahman,Dosqaly,Weak Blimps,20,2000,13.34,0,0.24,0.09,1,0.14,0.14,0.05,0.07,15.71,0,0,0.03,0,0.1,0.04,0.02,-0.03,B,2021,147731969.8
752,w.damico,Dosqaly,Solemn Leopards,20,1999,11.48,0.28,0.73,0.32,1,0.86,0.32,0.17,0.62,17.27,0.05,0.02,0.1,0.15,0.02,0.05,0.14,0.05,B,2021,147608895.7
51,f.kembabazi,People's Land of Maneau,Great Galactic Gorgons,23,1996,11.29,0.14,0.21,0.16,1,0.11,0.06,0.47,1.01,4.87,0,0.04,0.05,0.03,0.04,0.17,0.07,0.06,A,2021,147209997.5
1495,e.kutosi,Lefghau,Coy Catamarans,25,1995,10.35,0.09,0.76,0.06,1,0.79,0.1,0.08,1.06,17.9,0.09,0,0,0.11,0.08,0.23,0,0.08,D,2021,147134515.2
2746,u.shoko,Rarita,Strong Oaks,24,1996,10.88,0.55,3.12,1.5,1,3.04,1.56,0.18,0.36,17.97,0,0.07,0,0.37,0.39,0.09,0.26,0.35,RFL,2021,146876538.5
2301,h.binibrahim,Imaar Vircoand,Plane Janes,22,1998,13.08,0,0,0.04,0,0.17,0,0.04,0,6,0,0,0,0.08,0,0.02,0.04,-0.1,E,2021,146380864.1
1974,q.acen,Danan Seekeeling,Wet Flames,24,1996,10.92,0.38,1.7,1,1,1.68,0.93,0.24,0.39,14.37,0.05,0,0,0.25,0.24,0.19,0.16,0.16,D,2021,145502832
941,t.kuok,Dosqaly,Weak Blimps,22,1998,11.85,0.01,1.24,0.5,1,1.21,0.47,0.13,0.23,19.32,0,0.05,0.03,0.02,0.04,0.05,-0.01,-0.09,B,2021,145029550.5
312,y.ferrara,People's Land of Maneau,Somber Bombers,20,1999,10.97,0.77,1.48,1.12,1,1.61,1.13,0.56,0.67,13.19,0.04,0,0.07,0.41,0.17,0.08,0.4,0.54,A,2021,144501968.6
949,u.mousavi,Dosqaly,Wet Monarchs,21,1999,12.45,0,0.32,0.16,1,0.41,0.07,0,0,10.92,0.07,0,0,0.08,0.04,0.04,-0.02,0.07,B,2021,142421692.6
1205,g.kaya,Esia,Red Artichokes,21,1999,11.59,0,1.04,0.24,1,0.94,0.16,0.07,0,19.84,0.22,0,0,0,0,0.09,-0.09,-0.1,C,2021,141620820.2
2565,i.mwale,Greri Landmoslands,Ultimate Penguins,28,1992,13.68,0.06,1.04,0.41,1,1.03,0.42,0.06,0.26,16.96,0.08,0.08,0,0.19,0.09,0.07,-0.03,0.07,E,2021,141023977.9
430,b.ban,Dosqaly,Glistening Paladins,20,1999,10.68,0.16,0.4,0.08,1,0.47,0.17,0.11,0.92,18.17,0,0,0.02,0,0.02,0.13,0,0.04,B,2021,140305024.8
1854,j.manu,Pierrema,Serious Ranchers,24,1996,12.73,0,1.08,0.22,1,1.09,0.36,0,0,18.73,0.06,0.03,0,0,0.04,0,-0.13,-0.08,D,2021,140181100.6
2276,x.bekher,Lylimi,Orange Giants,28,1992,12.46,0.09,1.66,0.56,1,1.61,0.5,0,0.24,15.35,0,0.08,0.04,0.24,0.11,0.15,-0.15,-0.18,E,2021,140076153.4
1395,a.alghamdi,Ledian,Weak Chargers,33,1986,18.74,0.13,0.42,0.28,1,0.55,0.22,0.41,0.68,15.62,0.06,0.06,0.04,0.1,0.1,0.07,0.09,0.03,C,2021,139935725.7
2482,q.muwanguzi,Nganion,Screaming Ramblers,27,1993,13.15,0.19,0.69,0.38,1,0.61,0.21,0.19,0.41,18.12,0.05,0,0,0.07,0.02,0.08,0.12,0.16,E,2021,139687536.7
2553,q.acen,Danan Seekeeling,Ultimate Penguins,24,1996,10.31,0.36,2.34,1.14,1,2.33,1.17,0.23,0.32,11.64,0,0.02,0.06,0.48,0.39,0.26,-0.05,-0.09,E,2021,139203652
2632,o.ankrah,Coastpa Barleslands,Mad Wolverines,28,1991,13.25,0.26,1.84,0.66,1,1.85,0.61,0.07,0.27,9.94,0,0,0.01,0.41,0.44,0.24,-0.17,-0.19,RFL,2021,138987728.3
2265,s.nansamba,Imaar Vircoand,Orange Giants,28,1992,12.24,0.18,0.27,0.1,1,0.23,0.18,0.27,0.56,18.52,0.09,0.1,0.18,0.25,0.05,0.27,0.01,-0.1,E,2021,138855871.8
2050,z.johansen,Dosqaly,Deferred Dolphins,31,1989,16.39,0,0.14,0.13,1,0.21,0,0.05,0,9.1,0.04,0.08,0,0,0,0.08,0.04,0.07,E,2021,138728624.8
86,i.koomson,Djipines,Green Fleet,22,1997,10.02,0.28,1.59,0.57,1,1.59,0.5,0.17,0.52,16.67,0.04,0,0.09,0.22,0.14,0.17,0.13,0.03,A,2021,137794059.8
1922,z.kebirungi,Central Diasongo,Strange Pioneers,22,1997,11.18,0.12,1.68,0.44,1,1.67,0.52,0.03,0.19,9.81,0,0.01,0.06,0.29,0.28,0.16,-0.26,-0.32,D,2021,137278380.1
2476,e.amponsah,Nganion,Screaming Ramblers,29,1991,15.49,0.1,1.02,0.05,1,1.05,0.04,0.09,0,18.87,0,0.01,0.09,0.02,0.05,0,-0.04,-0.15,E,2021,137053232.6
1281,g.bey,Xikong,Spicy Gophers,29,1991,12.48,0.18,3.03,1.1,1,3.22,1.2,0.06,0.19,12.47,0.02,0.09,0.16,0.51,0.41,0.18,-0.19,-0.24,C,2021,136465357.8
1494,s.umaru,Khstanchi Reabra,Coy Catamarans,28,1992,13.42,0.09,0.79,0.32,1,0.92,0.27,0.02,0.07,18.37,0.02,0.07,0.05,0.16,0.02,0.1,-0.1,-0.1,D,2021,135450408.6
300,k.najjuma,Ngoque Blicri,Somber Bombers,30,1989,15.05,0.02,0.77,0.13,1,0.72,0.01,0,0.09,22.1,0.16,0,0,0.09,0.05,0.12,-0.03,-0.05,A,2021,135300606.7
1379,f.claes,Rosvi,Ultimate Longhorns,22,1997,9.9,0.48,2.62,0.64,1,2.65,0.73,0.1,0.55,12.36,0.05,0.04,0,0.33,0.34,0.16,0.18,0.07,C,2021,134840783.5
642,v.gallo,Tabhu Striary,Serious Thunderbirds,29,1991,13.1,0.6,2.22,0.74,1,2.3,0.79,0.23,0.4,22.88,0.28,0.32,0.17,0.41,0.27,0.12,0.23,0.11,B,2021,134302115.3
2736,p.murmu,Rarita,Strong Oaks,22,1998,13.14,0,0.17,0.1,1,0.15,0.05,0,0.06,19.51,0.05,0.04,0,0,0.07,0.01,-0.03,0.04,RFL,2021,134202577.5
1964,v.kaneko,Central Namemo Laand,Wet Flames,30,1990,15.19,0.1,0.2,0.14,1,0.28,0.02,0.37,1.08,8.27,0.02,0.06,0,0.01,0.04,0.05,-0.04,0.14,D,2021,133910003.7
1267,g.onencan,Byasier Pujan,Spicy Gophers,25,1995,12.65,0,0.63,0.17,1,0.76,0.12,0.1,0.09,21.71,0.08,0,0.02,0.1,0.03,0.07,-0.12,0.05,C,2021,133150204.4
408,b.zheng,Imaar Vircoand,Flawless Cows,27,1993,11.98,0.51,3.26,1.01,1,3.09,1.02,0.2,0.36,9.04,0.1,0.13,0,0.83,0.64,0.28,-0.13,-0.3,B,2021,133127170.3
2434,k.byakatonda,Nganion,Sassy Knights,28,1992,13.83,0,0.26,0,0.07,0.3,0.02,0.06,0,14.91,0,0,0.08,0.03,0,0.1,-0.1,-0.04,E,2021,132584982.6
1243,t.dietrich,Dosqaly,Silver Frogs,27,1993,13.73,0,0.82,0.13,1,0.76,0.15,0.06,0,22.66,0.03,0,0,0.13,0,0.04,-0.09,-0.06,C,2021,132271705.3
1283,x.lunyolo,Esia,Spicy Gophers,18,2002,11.43,0.12,0.93,0.38,1,1.01,0.28,0.12,0.55,17.84,0,0,0.02,0.1,0.06,0.08,0.11,0.01,C,2021,132270354.4
948,q.becker,Dosqaly,Wet Monarchs,25,1994,13.62,0.04,0.27,0.12,1,0.32,0.23,0.04,0.01,17.56,0,0,0.03,0.06,0.06,0,0.07,0.01,B,2021,131895836.7
2698,h.vos,Rarita,Red Anchormen,26,1994,12.79,0.29,1.15,0.5,1,1.19,0.42,0.25,0.51,14.2,0.05,0,0,0.07,0.19,0.09,0.14,-0.01,RFL,2021,131588616
2072,v.abu,Nganion,Delta Colts,27,1993,13.46,0,0.96,0.46,1,0.98,0.46,0.05,0.02,27.12,0.52,0,0.01,0,0,0,0.01,-0.11,E,2021,131535463.5
1293,v.okongo,Esia,Spicy Gophers,30,1990,13.6,0.06,0.89,0.22,1,0.93,0.08,0.2,0.98,12.15,0,0.1,0.02,0.12,0.19,0.22,-0.11,0.02,C,2021,130921179.7
1271,n.kiss,Esia,Spicy Gophers,19,2001,12.33,0.08,0.74,0.18,1,0.82,0.26,0,0.03,24.42,0,0.05,0.06,0.03,0,0,0.06,-0.05,C,2021,130888580.6
1261,v.nabukeera,Esia,Silver Frogs,26,1994,12.32,0.5,2.23,1.29,1,2.19,1.13,0.22,0.4,15.72,0.04,0,0,0.29,0.31,0.03,0.34,0.28,C,2021,130239473.2
1553,i.gashi,Rosvi,Fighting Clippers,28,1991,13.37,0.02,0.27,0.04,1,0.45,0,0,0,7.64,0.08,0,0,0,0,0.12,-0.05,-0.1,D,2021,130112105.3
998,a.ross,Esia,Awkward Trailblazers,20,2000,12.88,0.06,0.47,0.05,1,0.52,0.1,0.04,0,17.31,0.04,0,0.02,0.08,0.06,0,-0.14,-0.06,C,2021,129952874
1237,o.lakot,Mico,Serious Cyclones,28,1991,14.38,0,0.64,0.27,1,0.59,0.15,0.09,0.25,13.18,0,0,0,0,0.07,0,0.05,0.13,C,2021,128862434
1515,o.ahamad,Sobianitedrucy,Coy Sunbirds,26,1993,12.79,0.09,0.57,0.16,1,0.7,0.25,0,0,8.74,0.03,0,0,0,0.06,0.06,-0.03,-0.08,D,2021,128066838.3
74,h.susanto,Redohrainbri,Great Galactic Gorgons,22,1998,12.39,0,0.81,0.13,1,0.76,0.1,0.1,0.05,17.75,0,0.15,0,0.14,0,0,-0.08,-0.07,A,2021,127894869.4
2717,d.kimuli,Rarita,Serious Buffaloes,28,1992,12.33,0,0.87,0.23,1,1.03,0.06,0,0.02,17.87,0.07,0.05,0,0.11,0.03,0.2,-0.03,-0.01,RFL,2021,127865078.7
484,f.shkreli,Dosqaly,Grotesque Rocks,25,1994,12.39,0.16,1.24,0.29,1,1.25,0.34,0.11,0.18,25.98,0.24,0,0,0.08,0.1,0.05,0.12,0.03,B,2021,127857087
2412,a.bondarenko,Biarizea,Running Bigfoots,24,1995,9.34,0.47,3.32,1.35,1,3.36,1.45,0.2,0.27,17.23,0.09,0.01,0.04,0.3,0.36,0.2,0.06,-0.04,E,2021,127690337
1581,a.ansah,Varijitri Isles,Fighting Wave,22,1998,10.44,0.01,0.7,0.11,1,0.7,0.13,0.01,0.03,10.28,0,0.04,0.01,0.1,0,0.16,-0.12,-0.09,D,2021,127024130.2
2684,z.quekkwik,Esia,Red Anchormen,24,1996,12.51,0,0.63,0.1,1,0.69,0.08,0,0.02,10.71,0.01,0.04,0.1,0.09,0.05,0,-0.13,-0.13,RFL,2021,126957199.5
1563,k.clark,Southern Ristan,Fighting Clippers,33,1987,16.16,0.54,3.38,1.15,1,3.47,1.33,0.22,0.35,17.53,0.4,0,0,0.27,0.31,0.02,0.23,0.2,D,2021,126171947.8
1624,c.majoni,Sobianitedrucy,Flying Bombadiers,28,1991,12.9,0.1,2.48,0.95,1,2.33,0.99,0.11,0.08,16.81,0.3,0,0,0.29,0.32,0.11,-0.1,-0.16,D,2021,126167197.3
1543,p.alharbi,Quewenia,Coy Sunbirds,19,2001,9.94,0.01,0.43,0.08,1,0.53,0.17,0.13,0.97,17.98,0.01,0,0.02,0.1,0.13,0.24,0,-0.04,D,2021,125709786.9
446,b.akullu,Lefghau,Glistening Paladins,22,1998,11.12,0,1.83,0.37,1,1.82,0.37,0.08,0,24.68,0.41,0.08,0.08,0.09,0.05,0,-0.13,-0.06,B,2021,124232957.8
2561,u.jansons,Nganion,Ultimate Penguins,26,1993,11.04,0,2.14,0.17,1,2.01,0.28,0.01,0.3,17.87,0.07,0,0,0.12,0.14,0.14,-0.04,-0.22,E,2021,123942699.4
595,s.aisyah,Dosqaly,Overconfident Kangaroos,23,1997,9.66,0.18,0.49,0.16,1,0.37,0.18,0.16,1.09,8.76,0,0,0.08,0,0,0.13,0.07,-0.04,B,2021,123572898.7
689,s.nalugwa,Biarizea,Simple Privateers,33,1986,18.07,0,0.26,0,1,0.33,0.1,0.25,0.95,24.65,0.03,0.07,0.06,0,0.01,0,-0.06,0.07,B,2021,122825821.4
685,e.ooi,Reugha,Simple Jayhawks,22,1998,11.91,0,0.25,0.07,0.03,0.16,0,0,0,12.56,0,0,0.07,0.09,0,0.02,-0.09,0.05,B,2021,122375026.2
1305,i.ozturk,Rosvi,Supreme Jaguars,27,1993,13.7,0.1,0.6,0.14,1,0.59,0.17,0.1,0,10.04,0.02,0.02,0,0,0.02,0,0.07,-0.01,C,2021,122244478.2
296,m.nabukwasi,Quewenia,Somber Bombers,28,1991,13.75,0.08,0.71,0.27,1,0.69,0.38,0,0,28.42,0.29,0.05,0.01,0.15,0,0.04,0.04,-0.12,A,2021,121985830.7
1902,i.conte,Mico,Spicy Pointers,27,1993,12.81,0.07,0.48,0.07,1,0.46,0.22,0.03,0,15.83,0.06,0,0.09,0.14,0.13,0.14,-0.05,-0.03,D,2021,121681756.9
1195,p.turyatunga,Mico,Red Artichokes,25,1994,12.4,0,0.16,0.09,0.03,0.24,0,0.03,0,19.23,0,0.01,0.08,0.08,0.02,0.09,-0.07,-0.04,C,2021,121669597
1124,n.nwachukwu,Esia,Marvelous Anchors,31,1988,14.53,0.63,2.29,0.69,1,2.34,0.7,0.17,0.66,10.14,0.06,0.15,0.06,0.5,0.41,0.13,0.14,0.1,C,2021,121382518.5
999,p.ssempijja,Esia,Awkward Trailblazers,31,1989,16.32,0,0.36,0,1,0.39,0.09,0.03,0.1,17.94,0.04,0.07,0,0.05,0.06,0.07,-0.04,-0.11,C,2021,121083559.2
2159,a.negri,Nganion,Hideous Spiders,22,1998,9.59,0.2,1.06,0.12,1,1.02,0.02,0.07,0.97,13.4,0,0,0,0.05,0.25,0.24,-0.03,0.04,E,2021,120704469.1
1015,n.khalil,Dastatesne,Blue Jaguars,28,1992,11.06,0.46,2.27,1.07,1,2.25,1.18,0.06,0.42,14.7,0,0.08,0.17,0.5,0.31,0.18,-0.07,-0.12,C,2021,119243111.2
1,i.winter,Danan Seekeeling,Fanatical Outlaws,28,1991,13.38,0.04,0.67,0.21,1,0.66,0.07,0.14,0.59,9.67,0,0.08,0,0.01,0,0,0.01,0,A,2021,118770371.7
2288,y.kasozi,Greri Landmoslands,Orange Giants,26,1994,12.1,0,0.74,0.27,1,0.72,0.32,0.16,0.28,22.04,0.02,0,0.05,0,0.12,0.14,0.11,0.01,E,2021,118173001.8
1738,o.roth,Sobianitedrucy,Mean Wolves,27,1992,12.39,0.11,3.57,1.16,1,3.48,1.12,0.12,0.13,14.62,0.01,0.06,0,0.61,0.53,0.12,-0.4,-0.34,D,2021,117873399.2
2611,n.chaw,Rarita,Educated Avengers,31,1989,14.19,0.09,2.06,0.6,1,2.21,0.57,0,0.12,17.38,0.04,0,0,0.22,0.22,0.16,-0.12,-0.09,RFL,2021,117584075.2
10,d.oren,Central Diasongo,Fanatical Outlaws,26,1994,10.41,0.28,2.39,1.06,1,2.49,0.98,0.04,0.35,9.57,0.09,0,0,0.35,0.29,0.13,0.1,0.02,A,2021,117324281.7
1831,f.pellegrini,Nganion,Remarkable Flames,33,1987,17.74,0.31,2.27,0.91,1,2.41,0.78,0.2,0.3,18.11,0,0.07,0.08,0.26,0.34,0.03,0.08,-0.06,D,2021,116750435.2
336,h.ruiz,Imaar Vircoand,Stacked Rocks,24,1996,10.44,0.01,1.46,0.49,1,1.5,0.47,0.07,0.22,17.85,0.12,0,0,0.02,0.07,0.1,-0.1,0.01,A,2021,116730392
584,p.giramia,Dosqaly,Mean Poets,29,1991,12.89,0.26,1.7,0.3,1,1.78,0.4,0.07,0.56,26.3,0.18,0.02,0.04,0.15,0.01,0,-0.01,0.06,B,2021,116094450.6
1550,b.colin,Loco Phirema,Fighting Clippers,26,1994,12.26,0.17,0.39,0.16,1,0.47,0.24,0.13,0.41,8.67,0.02,0,0,0,0.11,0.09,0.03,-0.01,D,2021,115631190.5
1036,l.khachatryan,Esia,Fiery Governors,32,1988,15.86,0.16,0.52,0.09,1,0.48,0.01,0,0.1,27.61,0.19,0.2,0.15,0.09,0,0.1,-0.01,0.05,C,2021,115303623.3
2089,j.mugenyi,Nganion,Delta Colts,25,1995,10.74,0.15,1.36,0.42,1,1.38,0.52,0.04,0.48,18.53,0,0,0,0.03,0.1,0.09,0.04,0,E,2021,115139714.4
1561,z.nakayama,Sobianitedrucy,Fighting Clippers,25,1995,10.77,0.43,2.45,0.97,1,2.48,1.12,0.06,0.43,10.12,0.03,0.01,0.04,0.3,0.4,0.08,0.03,0.05,D,2021,114782304.3
426,k.opio,Esia,Flawless Cows,26,1993,11.75,0.34,1.01,0.35,1,0.96,0.36,0.24,0.71,15.4,0.09,0,0.04,0.25,0.18,0.09,0.21,0.15,B,2021,114001010.8
1010,s.oduro,Republic of Denand Landsa,Blue Jaguars,25,1995,13.23,0.02,0.19,0.16,1,0.19,0.1,0.45,0.52,19.71,0.07,0,0.09,0.03,0.06,0.02,0,-0.01,C,2021,113974947
643,k.guerra,Dosqaly,Serious Thunderbirds,20,2000,10.13,0.25,1.8,0.31,1,1.89,0.38,0.22,0.77,11.87,0.05,0.06,0,0.15,0.25,0.1,0.06,0.14,B,2021,113841187.4
456,i.chandra,Dosqaly,Golden Rustlers,23,1997,11.59,0.13,0.27,0.26,1,0.44,0.08,0.3,0.59,9.3,0,0,0,0,0,0.02,0.02,0.12,B,2021,113735177.6
2622,y.nkhata,Southslands,Educated Avengers,28,1992,11.63,0.16,1.46,0.44,1,1.45,0.38,0.14,0.13,19.71,0.34,0,0.03,0.05,0,0.12,0.09,0.02,RFL,2021,113449663.6
763,e.teixeira,Slandsganiamayotteque,Somber Stallions,20,2000,9.72,0.26,2.5,0.97,1,2.47,0.93,0.08,0.41,16.34,0,0,0,0.31,0.33,0.13,-0.01,0.01,B,2021,113263469.4
2382,r.rossi,Western Niasland,Rabid Greyhounds,27,1992,13.36,0,0.48,0.07,1,0.48,0.25,0.09,0.02,26.57,0,0,0,0,0.01,0.04,0.06,0.09,E,2021,113002583.7
323,e.koc,Rarita,Stacked Rocks,28,1992,13.88,0.08,0.18,0.16,1,0.19,0.15,0.08,0,15.96,0,0.05,0.09,0,0.06,0.06,0,-0.02,A,2021,112331011.2
358,f.kabanda,Dosqaly,Swift Musketeers,21,1999,11.23,0,0.75,0.15,1,0.78,0.18,0,0,20.54,0,0,0,0,0.05,0.08,-0.09,-0.13,A,2021,111565090.7
785,h.sentongo,Reugha,Supreme Janes,28,1991,10.9,0.31,1.67,0.34,1,1.6,0.33,0.03,0.5,12.28,0.07,0.07,0.06,0.28,0.17,0.18,-0.04,0.05,B,2021,110669733.9
88,i.abeja,Janmico,Green Fleet,33,1987,15.39,0.56,2.38,1.05,1,2.38,0.9,0.23,0.67,11.05,0.1,0,0.09,0.56,0.49,0.21,0.22,0.25,A,2021,110550743
269,f.omara,People's Land of Maneau,Solemn Cougars,19,2001,10.78,0.07,0.77,0.31,1,0.67,0.37,0.15,0.27,13.17,0.04,0.08,0.1,0.07,0,0.02,0.15,0.06,A,2021,110453903.4
989,o.pellegrini,Esia,Awkward Trailblazers,27,1993,9.74,0.59,3.31,1.48,1,3.34,1.6,0.1,0.25,13.45,0.03,0.26,0.19,0.67,0.47,0.19,0,0.04,C,2021,110399971.7
1392,c.namugga,Esia,Weak Chargers,22,1997,10.8,0,0.44,0.1,1,0.42,0.09,0.02,0,15.4,0,0,0.02,0,0,0.11,0.01,-0.11,C,2021,109886074.9
1038,r.magaya,Esia,Fiery Governors,27,1993,13.46,0.05,0.42,0,1,0.45,0.11,0.06,0,28.79,0.02,0,0,0.08,0,0.03,-0.01,0.03,C,2021,108654237.4
634,d.kyambadde,Iverde,Serious Thunderbirds,18,2002,11.09,0,0.21,0.17,1,0.27,0.05,0.08,0.05,7.19,0,0,0.01,0,0,0.1,0.03,0.01,B,2021,108645791.2
2533,w.ghosh,Eastern Sleboube,Swift Bison,29,1990,12.27,0.04,1.67,0.44,1,1.73,0.43,0,0,18.6,0.02,0.07,0,0.16,0.09,0.17,-0.14,-0.21,E,2021,108593744.3
924,x.lubega,Lefghau,Weak Blimps,22,1997,11.62,0.09,0.09,0.08,1,0.21,0.19,0,0.02,14.29,0.04,0.09,0.08,0.1,0,0,0.05,-0.03,B,2021,108540254.3
669,x.kwesiga,Coastpa Barleslands,Simple Jayhawks,21,1999,7.47,0.9,3.01,1.05,1,2.94,1.15,0.29,0.71,15.06,0.19,0.14,0.17,0.34,0.34,0.18,0.39,0.43,B,2021,108537790
47,o.kia,Western Niasland,Fighting Cougars,21,1998,9.98,0.06,0.7,0.27,1,0.61,0.28,0.12,0.56,17.24,0,0.04,0,0.14,0.08,0.14,0.05,0.03,A,2021,108055483.1
1171,c.vandenberg,Redohrainbri,Punctual Archers,22,1997,11.91,0.03,0.49,0.1,0,0.56,0.09,0.05,0,22.4,0,0,0.05,0,0.02,0,-0.1,-0.02,C,2021,107160862.7
2271,u.businge,Nganion,Orange Giants,27,1992,12.54,0,0.49,0,0,0.43,0.1,0,0,24.06,0,0.02,0.07,0,0,0.08,-0.09,-0.09,E,2021,107082604.4
1643,h.kabugho,Sobianitedrucy,Hideous Spartans,26,1994,11.07,0.18,0.33,0.18,1,0.31,0.1,0.39,1.02,6.09,0.02,0,0.01,0,0.08,0.14,-0.02,0.11,D,2021,106910004.6
1385,k.cheung,Biarizea,Ultimate Longhorns,22,1998,10.94,0.12,1.69,0.64,1,1.82,0.63,0.18,0.32,20.46,0.14,0,0,0.06,0.16,0,0.1,0.07,C,2021,105718454
1273,k.deangelis,Rosvi,Spicy Gophers,19,2001,9.98,0.06,0.13,0,0,0.07,0.07,0,0,4.97,0.07,0,0,0,0,0.16,0,0.05,C,2021,105695045.6
1779,t.akankwasa,Sobianitedrucy,Mighty Monkeys,26,1994,11.14,0.21,2.23,0.94,1,2.09,0.91,0.18,0.3,21.36,0.01,0,0,0.16,0.31,0.13,0.02,0.06,D,2021,105535144.4
2144,t.mendes,Lylimi,Flying Penguins,19,2001,8.94,0.06,1.59,0.86,1,1.61,0.75,0,0.1,18.32,0.38,0.05,0,0.13,0.11,0.15,-0.03,0.05,E,2021,105513425.8
459,j.mushabe,Lefghau,Golden Rustlers,29,1991,12.09,0,0.69,0.14,1,0.72,0.07,0.14,0.91,8.03,0.01,0.05,0,0.08,0.1,0.15,0.1,0.06,B,2021,105453528.3
2129,t.tushemereirwe,Nganion,Flying Penguins,33,1987,15.21,0.34,2.37,0.81,1,2.2,0.75,0.06,0.26,16.25,0,0.08,0.06,0.27,0.25,0.16,0.01,-0.04,E,2021,105281047.7
2172,q.nagadya,Nganion,Hideous Spiders,29,1990,12.44,0,1.2,0.25,1,1.16,0.21,0.01,0.5,18.61,0,0.1,0.09,0.16,0.09,0.1,-0.04,-0.09,E,2021,105007277.4
1591,k.mohammadzadeh,Djipines,Fighting Wave,29,1990,12.17,0.11,1.89,0.84,1,1.92,0.83,0.1,0.13,13.85,0.08,0,0.02,0.34,0.43,0.3,-0.2,-0.24,D,2021,104105129.2
180,h.david,Redohrainbri,Mighty Jays,21,1998,9.64,0.06,1.58,0.32,1,1.59,0.34,0.11,0.35,20.52,0.12,0.04,0,0.17,0.12,0.12,0.05,0.01,A,2021,103633195.7
726,k.golan,Lylimi,Solemn Leopards,33,1986,17.73,0,0.32,0,0,0.14,0.01,0,0,27.36,0,0,0.09,0.05,0.04,0.06,-0.09,-0.03,B,2021,103352939.2
1767,j.nath,Sobianitedrucy,Mighty Monkeys,28,1991,9.74,0.22,2.96,1.34,1,2.85,1.4,0,0.13,18.53,0.14,0.03,0.14,0.42,0.22,0.16,-0.15,-0.19,D,2021,102925832.3
616,y.zia,Dosqaly,Overconfident Kangaroos,29,1991,11.93,0.3,2.13,0.66,1,2.19,0.68,0.17,0.41,24.01,0.66,0.12,0.16,0.29,0.12,0.01,0.03,0.1,B,2021,102586395.3
36,r.bintihassan,Southslands,Fighting Cougars,20,2000,8.71,0.31,2.56,0.89,1,2.59,1,0.01,0.16,13.77,0.08,0,0.04,0.4,0.33,0.19,-0.25,-0.19,A,2021,102248741.9
485,g.namanya,Dosqaly,Grotesque Rocks,29,1991,14.85,0.05,0.14,0,1,0.25,0.14,0,0,21.25,0.04,0,0,0,0.07,0.01,0.04,-0.02,B,2021,101734125.6
1582,y.smit,Sobianitedrucy,Fighting Wave,26,1994,10.73,0,1.14,0.62,1,1.15,0.49,0.1,0,17.48,0.01,0,0.07,0.2,0.05,0.14,-0.15,-0.15,D,2021,100943661.5
1458,z.vilanculos,Esia,Wicked Gentlefolk,23,1996,11.5,0.02,0.32,0.13,1,0.3,0.19,0,0.02,20.77,0,0,0.07,0.1,0.02,0,0.09,0.09,C,2021,100535989.4
1007,f.namukasa,Nancipenuaroe,Blue Jaguars,25,1995,11.09,0.04,0.58,0.06,0,0.71,0.09,0,0,15.06,0,0.1,0,0.03,0,0.07,-0.12,0.05,C,2021,100263524.4
2007,j.elsayed,Nganion,Big Foxes,28,1992,12.42,0.01,0.73,0.39,1,0.82,0.43,0.1,0.15,12.17,0.01,0.08,0,0.25,0.29,0.22,-0.18,-0.03,E,2021,99962725.7
