"","Player","Nation","Squad","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","League","Year","mv"
"1755","l.sigauke","Sobianitedrucy","Mean Wolves",23,1997,4.3,131.02,164.97,1,2262.99,565.06,60.92,69.02,1,58.03,65.97,1,9.92,19.98,1,0.08,0.23,0,3.94,10.04,6,1.01,17.98,"D",2021,25897589.5983213
"1756","b.alhassan","Unicorporated Tiagascar","Mean Wolves",32,1988,0.39,22.97,28.99,1,321,77,14.08,15.03,1,7.97,9.92,1,1.06,2.9,1,0.01,0.09,0,0,0.03,0.1,0.05,0.06,"D",2021,1276142.42993301
"1757","q.zyu","Imaar Vircoand","Mean Wolves",29,1991,32.56,1074.1,1269.93,1,17413.04,4078.08,549.09,610.05,1,392.91,441.03,1,93.93,130.94,1,7.08,3.3,3.82,43.95,85.99,42,2.92,107.98,"D",2021,382630505047417
"1758","l.chiu","Lylimi","Mighty Monkeys",31,1988,25.31,1011.91,1187,1,23529.94,6386.06,225.99,254.98,1,560.07,593.03,1,216.08,318.04,1,1.97,0.65,1.38,4.99,51.92,0.94,0.03,51.97,"D",2021,219683377.886338
"1759","d.shuaibu","Nkasland Cronestan","Mighty Monkeys",28,1992,29.02,1219.99,1496.01,1,20790.01,7964.99,573.1,635.05,1,505.98,596.9,1,115.07,194.08,1,0,0.66,0,6.94,67.95,19.01,7.96,94.97,"D",2021,86977851744.7637
"1760","w.ly","Northslands","Mighty Monkeys",27,1992,28.81,1087.04,1324.97,1,24423.91,8518.95,269.04,314.01,1,591.98,642.03,1,214.01,348.08,1,0,0.09,0,1.04,95.94,0,0.09,76.06,"D",2021,1922574949.57639
"1761","e.deluca","Sobianitedrucy","Mighty Monkeys",26,1994,9.8,412.98,485.02,1,8417.09,2740.03,131.98,145,1,198.99,222.08,1,71.09,97.92,1,0.91,0.45,0.61,2.92,18.07,1,0.09,22,"D",2021,24304248.1155672
"1762","j.neo","Sobianitedrucy","Mighty Monkeys",25,1994,35.76,1567.06,2045.96,1,27148.07,11187.92,708.08,791.05,1,703.94,879.01,1,132,288.05,1,3.03,3.03,0,28.95,90.97,40.99,18.96,165.04,"D",2021,152181484323947
"1763","m.angom","Sobianitedrucy","Mighty Monkeys",29,1990,1.09,33.02,37.09,1,603.01,283.98,13.04,14.09,1,14.91,17.09,1,2.97,3.92,1,0.07,0,0,1.07,1.97,1.04,0.94,2.08,"D",2021,2315906.58559347
"1764","q.atiku","Sobianitedrucy","Mighty Monkeys",30,1990,19.83,756.05,916.93,1,17234.97,4509.92,191.01,218.97,1,387.02,429.96,1,163.07,245.07,1,0,0,0.06,0,25.93,0.07,0,33.98,"D",2021,22269945.8434973
"1765","s.lutaaya","Dosqaly","Mighty Monkeys",22,1998,4.27,183.99,236.04,1,3014.06,880.03,99.92,111.92,1,57.04,70.94,1,21.02,42.03,1,0,0.3,0,7.02,8.98,5.03,1.05,13.9,"D",2021,19143044.309103
"1766","v.smits","Coastpa Barleslands","Mighty Monkeys",25,1995,13.3,236.92,316.94,1,3442.93,540.95,130.95,162.01,1,83.02,104.02,1,13.1,25.07,1,0.93,1.62,0,17.93,11.9,7.97,0.99,19.04,"D",2021,942396715.025416
"1767","a.caron","Sobianitedrucy","Mighty Monkeys",24,1996,3.79,49.03,71.94,1,690.94,108.04,22.97,35.05,1,20.02,23.92,1,0.91,3.09,1,0,0,0.04,0,2.94,1.96,0,3.08,"D",2021,8063850.45177925
"1768","f.mugabe","Sobianitedrucy","Mighty Monkeys",23,1997,1.58,20.05,28.03,1,347.07,62.91,9.03,12.99,1,9.01,12,1,2.07,1.92,1,0.96,0.86,0.14,2.05,3.97,1.03,0,2.02,"D",2021,12092815.135063
"1769","j.nath","Sobianitedrucy","Mighty Monkeys",28,1991,9.72,164.98,224.95,1,2725.01,832.99,85.95,113.91,1,59.06,73.94,1,15.98,24,1,1.91,1.73,0.3,12.01,20.93,9.09,0.02,30.06,"D",2021,659074598.916249
"1770","v.heikkinen","Sobianitedrucy","Mighty Monkeys",37,1983,24.48,366,537.95,1,6032.06,1201.94,183.97,237.06,1,117.09,163.01,1,39.96,70.91,1,0.99,1.54,0,18.04,27.96,11.09,0.97,29.1,"D",2021,5701059984.4421
"1771","y.nalubwama","Sobianitedrucy","Mighty Monkeys",28,1992,1.96,32,44.02,1,408.01,67.04,19.98,25.92,1,7.03,9.01,1,1.97,2.95,1,0.04,0.33,0,2.92,1.02,0.98,0.04,0.93,"D",2021,4184400.30197592
"1772","h.saeed","Manlisgamncent","Mighty Monkeys",23,1997,0.98,30.98,33.93,1,770.99,337.04,3.09,3.06,1,20,20.05,1,8.03,11.07,1,0.01,0,0,0,0.03,0.02,0,0,"D",2021,2801929.81149135
"1773","c.hamed","Sobianitedrucy","Mighty Monkeys",23,1997,37.01,873.92,1256.07,1,28376.05,16754.97,97.94,99.95,1,368.95,372.01,1,402.98,780.09,1,1.07,0.43,0.56,1.05,10.08,0.07,0,0.04,"D",2021,3039678.86545144
"1774","y.atoo","Galamily","Mighty Monkeys",24,1996,26.76,632.06,914.07,1,11148.93,3077.07,291.07,352.91,1,247.04,336.95,1,77,167.09,1,2.93,3.15,0,31.06,45.95,23.91,8.02,63.9,"D",2021,1003064640929.38
"1775","d.kemigisa","Greri Landmoslands","Mighty Monkeys",31,1989,17.73,838.94,959.04,1,17222.01,4144.06,309.96,341.96,1,346.08,387.02,1,164,196.93,1,0.9,0.89,0.05,9.99,80.06,8.02,0,66.06,"D",2021,2229747690.69992
"1776","e.fiore","Redohrainbri","Mighty Monkeys",19,2001,1.03,7.96,19.05,1,137.96,69.09,4.9,10.06,1,2.03,3.06,1,0.92,4.03,1,0.04,0,0,0,1.09,0,0,1.01,"D",2021,4301229.23772316
"1777","i.kolar","Redohrainbri","Mighty Monkeys",24,1996,29.37,760.9,1002.1,1,11483.91,3796.93,435.03,521,1,254.97,340.06,1,43.09,75.95,1,0.93,0.86,0.16,14.07,65.94,6.06,1.05,68,"D",2021,86885288619.9071
"1778","d.deli","Sobianitedrucy","Mighty Monkeys",33,1987,27.75,1098.99,1628.93,1,22296.94,8443.94,472.95,546.03,1,399.07,532.04,1,204.96,465.97,1,8.08,5.74,2.11,61.95,117.02,64.95,21.04,186,"D",2021,2871133302131665
"1779","k.mwanje","Sobianitedrucy","Mighty Monkeys",23,1997,0.86,9.01,15.05,1,135.98,71.96,6.03,8.04,1,0.92,2.94,1,0.91,1.04,1,0,0.15,0,1.01,0.91,0,0,2.09,"D",2021,3715952.76954486
"1780","m.kabiru","Sobianitedrucy","Mighty Monkeys",23,1996,0.19,1.04,1.1,1,9.99,0.05,0.99,0.98,1,0.05,0,0,0.02,0,0,0.02,0.05,0,0,0,0,0,0,"D",2021,2777509.79710695
"1781","t.akankwasa","Sobianitedrucy","Mighty Monkeys",26,1994,11.05,383.06,534.93,1,7109.91,2144,174.04,212.98,1,132.07,177.09,1,60,99,1,3.07,1.74,1.26,17.92,42.07,24.92,2,69.06,"D",2021,12642423177.298
"1782","o.avako","Xikong","Mighty Monkeys",31,1989,25.49,896.08,1067.06,1,15826.06,3930.94,408.97,463.03,1,371.92,428.01,1,99.01,133.05,1,0.91,0.82,0.08,8.9,72.94,5.04,0.02,80.04,"D",2021,11195472856.6639
"1783","x.kazibwe","Janmico","Mighty Monkeys",29,1990,10.77,359,497.08,1,6357.98,1941,182.01,218.9,1,112.02,145.97,1,51.1,103.01,1,4.04,1.98,2.14,18.98,35.09,13.03,0.94,47.09,"D",2021,1366275718.68357
"1784","b.owor","Mico","Mighty Monkeys",20,2000,19.67,528.02,746.08,1,8485.99,2804.07,275.99,329.97,1,172.98,245.95,1,47.9,107.08,1,3.96,2.73,1.28,27.02,45.9,20.95,5.03,68.95,"D",2021,233939243381.577
"1785","b.vandermeer","Esia","Red Rangers",25,1994,19.61,960.93,1082.97,1,21344.99,5254.91,223.02,249.93,1,543.96,583.9,1,188,239.09,1,2.08,0.41,1.58,5.07,39.04,1.98,0.03,63.92,"D",2021,136637052.382083
"1786","j.fukuda","Lefghau","Red Rangers",26,1994,2.4,94.97,120.97,1,1987.91,565.03,23.94,26.04,1,58.04,67.96,1,12.94,22.98,1,0.04,0.1,0.03,0.08,8.97,0,0,9.92,"D",2021,4363195.28129256
"1787","d.balazs","Nkasland Cronestan","Red Rangers",25,1995,20.73,754.05,881.04,1,14131.91,4407.95,301.05,325.06,1,345.09,392.93,1,93.94,138.02,1,0,0.05,0,1.95,31.1,3.06,0.03,41.01,"D",2021,312254646.708348
"1788","a.davies","Rosvi","Red Rangers",29,1990,27.84,1014.99,1393.91,1,17275.09,7042.02,501.97,579.08,1,399.93,561.99,1,92.93,189.01,1,5.97,4.12,1.99,35.93,65.92,57.04,15.94,151.92,"D",2021,578293795142730
"1789","d.saleh","Sobianitedrucy","Red Rangers",24,1995,16.86,471.04,589.94,1,10163.04,2538.08,140.03,164.05,1,231,271.05,1,93.92,139.08,1,0,0.09,0.03,0.93,24.97,2.92,1.04,29.95,"D",2021,108934365.415949
"1790","i.franke","Sobianitedrucy","Red Rangers",28,1992,19.21,744.99,911.05,1,13992.08,4692.01,304.96,339.98,1,333.95,386.92,1,89.09,154.97,1,0,0.23,0,4.93,72.07,6.1,0.02,62.96,"D",2021,1782545982.6671
"1791","l.fuchs","Sobianitedrucy","Red Rangers",28,1991,32.11,1077.07,1492.04,1,21138.05,9103.9,409.92,494.08,1,491.09,642.09,1,159.97,295.98,1,7,3.73,3.1,23.03,99.02,37.03,8,147.1,"D",2021,78558917318251.5
"1792","m.rashid","Sobianitedrucy","Red Rangers",22,1997,29.05,1340.01,1884.92,1,25638.05,10781.02,574.94,655.07,1,544.98,677.09,1,195.97,483.1,1,2.99,6.65,0,67.05,125.04,37.02,13.03,151.01,"D",2021,541653094753397
"1793","o.mudzingwa","Sobianitedrucy","Red Rangers",20,2000,15.43,513,632.06,1,10584.09,3001.97,160,190,1,255.9,293.98,1,87.09,128.96,1,0,0.12,0,4.98,33.92,2.04,0,28.09,"D",2021,166200037.710673
"1794","d.caruso","Varijitri Isles","Red Rangers",23,1997,4.64,149.02,186.96,1,3390.96,846.06,38.98,54.96,1,71.9,82.08,1,34.9,46.07,1,0.01,0,0,0,9.96,0,0,16.96,"D",2021,6697023.12715586
"1795","w.alghamdi","Quewenia","Red Rangers",21,1998,2.34,56,81.97,1,921.95,241.92,27.99,30.04,1,23.98,32.01,1,2.95,13.06,1,0.01,0.03,0.05,0,3.91,1.08,1.07,2.05,"D",2021,6234630.14740183
"1796","d.soliman","Sobianitedrucy","Red Rangers",17,2002,1.83,99.02,116,1,1553.97,418.93,57.04,63.97,1,35.01,37,1,4.97,8.06,1,0,0.07,0.09,0.95,6.02,0,0.1,2.05,"D",2021,7519052.49434584
"1797","w.mertens","Manlisgamncent","Red Rangers",32,1988,11.82,162.1,231.07,1,2355.09,341.09,90.08,113.99,1,51.99,69.93,1,7.91,14,1,0.06,0.38,0,7.08,6.9,5.08,0.08,13.92,"D",2021,55289964.9980474
"1798","g.sserugo","Sobianitedrucy","Red Rangers",31,1988,5.6,96.94,157,1,1182.96,109.97,70.03,96.06,1,23.92,46.94,1,1.05,2.93,1,0,0.01,0,3.97,3.99,1.95,0.04,4.07,"D",2021,6589473.00995855
"1799","o.roth","Sobianitedrucy","Red Rangers",27,1992,14.12,193.96,261.02,1,2636.91,338.96,128.91,148.98,1,42.01,61.97,1,12.09,22.92,1,0,1.12,0,10.98,11.02,5.05,0.07,11.01,"D",2021,359573946.466401
"1800","s.soon","Sobianitedrucy","Red Rangers",23,1997,3.89,59.98,81.99,1,923.04,103.95,36.04,48.02,1,17,22.91,1,5,5.09,1,0.01,0.14,0,1.93,2,1.02,0.02,2.92,"D",2021,8418260.919504
"1801","m.dbrowski","Northslands","Red Rangers",20,2000,8.15,196.01,267.95,1,2928.01,562.03,117.98,141.99,1,62.93,86.01,1,9.05,15.94,1,0.03,0.69,0,5.92,10.99,7.95,1.06,15.95,"D",2021,178974661.142366
"1802","i.lehmann","Sobianitedrucy","Red Rangers",18,2001,8.43,189.97,272.99,1,2670.04,918.92,112.9,148.95,1,54.04,75,1,9.94,18.98,1,0,0.56,0,6.04,14.04,8.91,1.98,26.08,"D",2021,243520640.29644
"1803","d.kateregga","Manlisgamncent","Red Rangers",20,2000,3.78,50.97,101.05,1,1546.94,1070.92,8.98,11.03,1,23.05,22.95,1,17.01,65.08,1,0,0,0.04,0,2.05,0.1,0.05,0.02,"D",2021,3895955.05992276
"1804","g.daud","Sobianitedrucy","Red Rangers",29,1991,0.37,3.99,10.95,1,184.05,148.97,0,0.08,0,1.05,1.01,1,2.96,10.05,1,0,0.04,0.07,0,0,0.05,0.04,0,"D",2021,1510544.31959207
"1805","v.ssali","Sobianitedrucy","Red Rangers",29,1991,33.93,447.08,1001.95,1,17199.01,14239.92,62.02,63.09,1,143.01,146.95,1,242.01,790.99,1,0.04,0.1,0.08,0,13.01,0.93,0.04,0,"D",2021,730220.274287228
"1806","g.kaweesa","Central Namemo Laand","Red Rangers",26,1994,25.57,821.05,1024.02,1,15279.91,3280.96,343.08,410.05,1,354.05,411.91,1,106.98,161.95,1,0.09,1.84,0,15.04,70.08,24.93,1.95,86.94,"D",2021,633557392652.573
"1807","i.vong","Greri Landmoslands","Red Rangers",34,1986,14.61,648.98,829.96,1,12840.92,3371.08,237.98,282.04,1,309.94,363,1,89.9,158.94,1,2.03,0.99,1.02,9.92,65.03,12.09,3.9,66.94,"D",2021,1235244737.38356
"1808","u.kazembe","Ledian","Red Rangers",22,1998,0.65,8.08,9.96,1,146.91,18.93,3.93,6,1,3.02,2.99,1,0.95,0.91,1,0,0,0.01,0.01,0,0,0.07,0.07,"D",2021,3149265.71427265
"1809","c.akullo","Nancipenuaroe","Red Rangers",17,2002,0.01,0.09,0,0,0,0,0,0,0,0.02,0.02,0,0.03,0,0,0.02,0,0,0,0,0,0.07,0,"D",2021,3821602.35265871
"1810","k.behera","Rosvi","Red Rangers",19,2001,20.45,970.04,1154.99,1,18306.02,4372.07,356.99,406.99,1,489.9,542.06,1,108.94,171.01,1,0.07,0.75,0,14.02,102.99,10.92,1.08,92.99,"D",2021,60009547273.7805
"1811","n.dutta","Sobianitedrucy","Red Rangers",27,1993,4.7,136.91,183,1,2674.95,551.08,52.04,66.09,1,58.91,74.98,1,22.04,31.01,1,0,0,0,0,8.08,2.9,0.99,8.92,"D",2021,8029617.73646546
"1812","j.riyadi","Sobianitedrucy","Red Rangers",21,1999,1.2,24.99,38.95,1,440.91,159.91,9.03,13.04,1,11.05,15.98,1,2.94,5.03,1,0.09,0.11,0,1.09,0.96,0,0.06,2.09,"D",2021,4284901.81323492
"1813","t.ferrari","Tercapetralgrorus","Red Rangers",22,1998,2.6,97,122.03,1,1912.91,520.9,36.92,43.91,1,47.02,57.05,1,11.02,16.9,1,0,0.02,0,1.93,10.05,0.99,0,9.06,"D",2021,7636879.62132213
"1814","u.nambuya","Galamily","Red Rangers",25,1994,30.72,1026.93,1313.1,1,17705.04,4288.91,504.07,606.09,1,399.95,486.07,1,104.1,155.02,1,2.96,2.81,0.17,23.94,113.96,28.98,4.06,135.92,"D",2021,90768444681734
"1815","j.chew","Sobianitedrucy","Red Rangers",25,1995,28.94,671.92,969.98,1,10602.01,2908.05,372.93,479.95,1,206.07,298.91,1,57.92,99.94,1,4.94,5.07,0,37.02,30.06,46.92,9.93,79.91,"D",2021,336025058546997
"1816","q.thakur","Sobianitedrucy","Red Rangers",27,1993,6.77,257.03,302.01,1,4297.92,1176.92,139.96,152.92,1,80.04,91.01,1,29.05,43.98,1,2.03,1.49,0.47,13.09,23,11.02,3.94,23.93,"D",2021,341667311.027259
"1817","w.rusu","Byasier Pujan","Remarkable Flames",25,1995,28.35,1131.08,1348.91,1,21319.09,6037.95,429.92,488.93,1,584.1,649.04,1,111.08,175.99,1,5.92,5.09,0.88,25.94,66.06,39.96,9.08,112.94,"D",2021,240926636430272
"1818","f.okon","Imaar Vircoand","Remarkable Flames",33,1987,4.48,269.06,307.08,1,5260.09,1645.03,100.02,111.91,1,128.03,134.94,1,38.1,55.03,1,0,0,0,0,27.08,2.01,0,19.06,"D",2021,6637519.37176906
"1819","g.degroot","Lefghau","Remarkable Flames",30,1990,15.97,632.95,762.97,1,11608.96,2964.95,278.91,305.01,1,273.06,318.91,1,77.03,112.99,1,1.92,4.03,0,27.92,26.96,17.92,6.95,40.91,"D",2021,41119343791.6337
"1820","p.sanyu","Lefghau","Remarkable Flames",29,1991,1.66,119.95,130.08,1,2565.98,993.94,30.96,34.02,1,68.07,68.92,1,20.08,24.93,1,0,0.07,0,0,7.92,0,0,7.06,"D",2021,2513036.33836241
"1821","q.cheong","Lefghau","Remarkable Flames",21,1998,26.52,1461.04,1669,1,30119.01,9390.92,492.91,539.91,1,742.08,790.93,1,213.09,306.03,1,1.97,0.69,1.46,8.01,120.98,3.99,0,89.99,"D",2021,33327280463.6072
"1822","a.ainomugisha","Moaithe","Remarkable Flames",20,2000,15.12,719.92,801.01,1,14131.05,3947.99,252.97,267.98,1,367.95,389,1,88.96,121.01,1,0.08,0.31,0,2.98,39,0,0,37.94,"D",2021,194092656.839499
"1823","c.mirkovi","People's Land of Maneau","Remarkable Flames",30,1989,12.27,613.08,663.9,1,13150.91,3274.99,148.04,156.93,1,363.04,375,1,95.99,123.01,1,0.93,0.48,0.53,2.01,18.95,0.07,0.03,12,"D",2021,20064219.1996355
"1824","i.wenene","Slandsganiamayotteque","Remarkable Flames",19,2001,3.15,123.92,147.09,1,2170.91,641.02,64.93,70.92,1,47.08,55.08,1,11,18.07,1,0.06,0.07,0.1,0.92,8.04,1.91,0.03,5.08,"D",2021,11559008.5335527
"1825","g.efendi","Sobianitedrucy","Remarkable Flames",29,1991,6.51,256.02,295.09,1,4739.09,1230.92,89.07,93.94,1,143.98,155.96,1,19.06,36.92,1,0.9,0.81,0.16,4.99,7.01,6.97,3.06,14.92,"D",2021,37115879.1371965
"1826","j.bahri","Sobianitedrucy","Remarkable Flames",24,1996,31.65,1750.92,1987.94,1,36521.9,10980.04,528.91,572.02,1,922.96,991.03,1,283.92,391.04,1,2.01,0.83,1.08,7.04,146.09,13.04,4.06,129.09,"D",2021,440652896308.671
"1827","q.sumarni","Sobianitedrucy","Remarkable Flames",18,2002,0.67,34.91,45,1,597.01,174.95,15.9,18.93,1,17.95,21.09,1,0.96,1.03,1,0.08,0.1,0.08,0,0,0.07,0.08,0.01,"D",2021,4665709.79765952
"1828","y.vitali","Sobianitedrucy","Remarkable Flames",27,1993,23.62,1014.05,1282.99,1,18574.98,5764.07,441,508.03,1,453.98,538.09,1,108,181.01,1,4.1,4.97,0,36.02,67.97,42.05,20.94,114.03,"D",2021,87506981763064.8
"1829","z.delemovi","Sobianitedrucy","Remarkable Flames",25,1995,23.89,1275.93,1529,1,28442.02,9145.96,378.98,426.03,1,633.96,686.95,1,256.99,387.91,1,3.04,0.8,2.16,15.02,123.04,21.06,3.06,119.94,"D",2021,80891082932.7673
"1830","d.adebayo","Nganion","Remarkable Flames",23,1997,17.29,292.92,365.94,1,4926.04,687,156.96,187.01,1,91.06,110.93,1,36.05,44.96,1,2.95,1.65,1.39,22.02,17.09,10.97,0,20.91,"D",2021,4396775297.34448
"1831","r.begum","Unicorporated Tiagascar","Remarkable Flames",34,1986,20.24,341.93,511.03,1,5827.04,1220.04,188.95,262.07,1,93.1,134.94,1,45.93,64.08,1,3.06,2.59,0.44,26.9,20.92,15.92,0,40.98,"D",2021,15142611745.8148
"1832","h.sat","Byasier Pujan","Remarkable Flames",21,1999,0.26,6.1,10.97,1,243.09,57.96,0,0.95,0,2.09,2.97,1,4.02,5.02,1,0.06,0,0.02,0.05,0,0.94,0.93,0.07,"D",2021,3408231.53287507
"1833","b.asiedu","Isle of Lababwe","Remarkable Flames",31,1989,30.44,936.9,1230.04,1,15719,4066.94,481.95,587.91,1,345.05,427.99,1,91.99,144.94,1,9.94,8.96,0.99,50.01,70.94,48.01,4.95,121.09,"D",2021,69754086412912112
"1834","f.pellegrini","Nganion","Remarkable Flames",33,1987,17.68,515,657.99,1,9170.06,2343,242.04,293.07,1,203,245.09,1,58.93,94.06,1,2.04,2.69,0,27.99,37.99,30.09,3.93,63.93,"D",2021,135856998095.96
"1835","m.mansouri","Nganion","Remarkable Flames",22,1998,8.64,234.95,303.07,1,3906.96,597.96,114.91,139.01,1,98.04,118.08,1,15.98,30.9,1,1.05,1.36,0,14.08,11.92,4.95,0,14.05,"D",2021,195378342.965892
"1836","m.bwire","Rarita","Remarkable Flames",31,1989,0.87,51.97,60.95,1,1222.9,478.02,13.08,19.01,1,23.93,26.05,1,14.92,16.02,1,0,0.3,0,3.93,12.09,6.02,0.07,17.05,"D",2021,7122663.00831674
"1837","b.kovaik","Sobianitedrucy","Remarkable Flames",27,1992,6.45,185.96,239.98,1,3320.1,613.95,80.03,100.94,1,84.03,95.97,1,17.9,23.92,1,0.93,1.59,0,15.97,9.95,6.03,2.08,8.9,"D",2021,115777795.059975
"1838","h.tuhaise","Lefghau","Remarkable Flames",23,1997,4.99,112.99,152.99,1,3233.05,1848.95,18.01,19.07,1,55.91,56.95,1,39.06,77.07,1,0,0.01,0,0,0,0.09,0.05,0.03,"D",2021,3258677.82634193
"1839","p.solanki","Nganion","Remarkable Flames",25,1994,20.22,531.05,663.06,1,14082.96,8083.9,103.02,104.92,1,264.07,266.04,1,160.96,288.98,1,0.05,0,0,0.07,0.06,0.05,0,1.03,"D",2021,7016599.7206068
"1840","g.boadi","Sobianitedrucy","Remarkable Flames",37,1983,12.8,341.05,436.06,1,9347.92,5673.04,65.99,66.02,1,160.01,165.08,1,113.02,202.03,1,0,0,0.01,0.02,1.99,0.02,0,0.92,"D",2021,1106909.14803752
"1841","k.ndiweni","Dosqaly","Remarkable Flames",27,1993,22.84,1116.06,1316.03,1,23160.99,5986.05,381,424.98,1,526.98,577.9,1,199.04,285.98,1,1.97,2.45,0,25.02,121.99,11.98,1.98,111.08,"D",2021,238365829362.168
"1842","n.von","Iverde","Remarkable Flames",23,1997,7.27,422.06,473.04,1,8422.98,1698.98,138.99,151.03,1,226.09,246.95,1,53.07,67.97,1,0,0.62,0,2.08,34.94,1.95,0,26.91,"D",2021,76000985.9680515
"1843","d.schmid","Nganion","Remarkable Flames",22,1998,20.76,1152.02,1285.99,1,21432.94,4959.04,468.06,514.01,1,537.99,578.92,1,132.04,161.97,1,1.07,1.13,0,8.96,111.96,11.92,1.94,101.94,"D",2021,150512243077.757
"1844","f.msiska","Nkasland Cronestan","Remarkable Flames",18,2002,0.18,5.07,6.95,1,120.91,55.94,0.03,0.95,0.02,0.91,1.94,1,2.93,2.96,1,1.01,0.03,0.98,0.95,1.06,0.93,0,2.09,"D",2021,4541719.65041777
"1845","h.nakate","Northslands","Remarkable Flames",19,2001,3.67,247.09,259.01,1,4844.03,1278.97,94.1,97,1,112.02,114.92,1,39.06,42.93,1,0,0,0.06,1.98,26.01,0,0,25.1,"D",2021,15835273.1454597
"1846","y.namutosi","Sobianitedrucy","Remarkable Flames",18,2002,0.06,11.91,11.93,1,223.01,34.07,6.02,6.09,1,3.96,3.93,1,2.07,2.03,1,0.04,0.01,0.04,0,0.06,0,0,0,"D",2021,3641973.11579198
"1847","g.hungwe","Sobianitedrucy","Remarkable Flames",24,1996,28.97,1157.97,1516.07,1,22571.04,6129.94,479.95,558.91,1,469.91,562.02,1,182,328,1,6.01,7.8,0,62.98,114.97,40.97,6.02,126.09,"D",2021,9939694229467198
"1848","j.nanziri","Byasier Pujan","Serious Ranchers",26,1994,10.53,602.9,663.01,1,15499.01,4313.09,105.08,115.92,1,309.91,324.09,1,183.93,215.06,1,0.07,0.02,0,1.94,49.99,0,0,28.01,"D",2021,18237717.0729732
"1849","n.muhammadu","Byasier Pujan","Serious Ranchers",25,1995,0.81,24.02,32.99,1,298.93,70.02,17,19.03,1,6.04,9,1,0.06,2.02,0.06,0,0,0,0.06,0.09,0,0.08,1.01,"D",2021,2522272.26845021
"1850","i.greenberg","Cabral Retrea","Serious Ranchers",33,1986,27.37,1362.07,1623.98,1,26832.95,10437.92,490.99,550.98,1,666.09,745.98,1,189.04,293.98,1,2.97,1.5,1.66,17.97,147.07,28,10.9,148.1,"D",2021,4094145448307.38
"1851","d.onzia","Desaintko","Serious Ranchers",29,1991,0.63,39,41.93,1,647.03,160.06,18.08,20,1,15.96,17.04,1,2.99,2.99,1,0,0,0.07,0.01,1,2.01,0.03,1.98,"D",2021,2330183.2291314
"1852","k.shibata","Imaar Vircoand","Serious Ranchers",29,1990,2.49,103.03,115.99,1,2081.91,448.08,34.99,36.01,1,46.06,50.03,1,19.94,26.08,1,0.08,0.03,0.04,0,8.97,0,0.07,3.97,"D",2021,3005001.25828234
"1853","l.sayed","Ledian","Serious Ranchers",24,1996,0.31,16.98,17.02,1,319.93,84,4.99,5.04,1,11.98,11.97,1,0,0,0,0,0,0,0.09,1.05,0,0.1,0.94,"D",2021,2628393.75999904
"1854","f.nanfuka","Lefghau","Serious Ranchers",23,1997,10.13,499.99,545.93,1,10834.98,2685.92,147.01,157.01,1,257.04,274.09,1,91.05,107.91,1,0.03,0.15,0,3.05,32.02,1.99,0.08,27.94,"D",2021,48903380.2334742
"1855","w.fernando","Nganion","Serious Ranchers",27,1993,17.73,1044.09,1201.03,1,23756.01,6278.05,254.02,281.06,1,550.03,590.96,1,234.1,313.95,1,0.97,1.18,0,10.91,92.03,20.06,5.06,62.07,"D",2021,12092141911.7417
"1856","k.supriadi","Pahon","Serious Ranchers",27,1992,32.94,1352.04,1618.91,1,24779.06,7561.91,593.08,667.05,1,559.99,633.92,1,172.04,256.08,1,3.05,2.15,0.84,32.01,67.91,27.93,17.01,89.93,"D",2021,1958381184613.08
"1857","j.manu","Pierrema","Serious Ranchers",24,1996,12.79,425.95,555.09,1,7026.04,1942.99,205.94,232.03,1,169,213.98,1,33.04,72.98,1,1.07,1.55,0,13.95,17.91,14.93,12.03,29.06,"D",2021,1813870226.40001
"1858","c.alanazi","Sobianitedrucy","Serious Ranchers",32,1988,31.31,1803.92,2035,1,38629.08,10442.96,557.92,605.1,1,867.05,917.97,1,343.94,456.04,1,0.97,1.01,0.01,11.96,114.98,20.05,9.05,99.07,"D",2021,70850673946.1239
"1859","l.bekher","Sobianitedrucy","Serious Ranchers",19,2001,0.05,3.08,4.08,1,38.91,24.01,3.01,2.96,1,0,0.03,0,0.05,1.05,0,0.06,0.01,0.08,0.08,1.06,0,0,0.08,"D",2021,3583888.54043882
"1860","q.henriksen","Sobianitedrucy","Serious Ranchers",26,1993,28.95,950.07,1180.02,1,15951.96,3730.97,450.9,515.06,1,393.05,476.07,1,74.07,131.07,1,4.91,3.87,1.02,29.98,28.08,32.95,19.91,37.95,"D",2021,7212323730976.75
"1861","t.bhebhe","Sobianitedrucy","Serious Ranchers",35,1985,7.22,292.03,354.06,1,6519.98,2109.94,89,105.08,1,136.03,154.07,1,65.96,88.98,1,2.04,0.86,1.21,4.05,21.98,5.07,0,27.07,"D",2021,19700743.4324727
"1862","h.hansen","Unicorporated Tiagascar","Serious Ranchers",34,1986,8.08,252.09,347.04,1,4796,1549,112.06,131.96,1,105.92,132.01,1,32.96,68.97,1,0,0.75,0,4.07,14.91,8.03,4.07,22.92,"D",2021,33570055.3624345
