,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,League,Year
3159,d.muhammad,Coastpa Barleslands,0,1,0,0,Flawless Cows,30,1989,17.64,3.98,2.46,1.47,1.78,0.65,1.38,2.62,48.94,1.28,22.36,7.27,32.66,6.76,10.96,4.78,1.66,0.38,0.07,1.19,1.34,5.41,0.84,-0.03,B,2021
3160,i.ndoro,Dosqaly,0,1,0,0,Flawless Cows,17,2003,0.01,-0.05,-0.03,0.06,-0.07,-0.04,0.0,0.02,,-0.01,-0.1,0.03,,-0.07,0.07,0.04,-0.09,0.01,-0.04,0.09,-0.02,-0.06,0.09,0.02,B,2021
3161,e.sommer,Imaar Vircoand,0,1,0,0,Flawless Cows,26,1994,14.55,2.36,1.81,1.03,1.04,0.23,1.05,2.93,35.69,1.84,11.62,3.85,33.49,2.78,6.23,2.78,1.25,0.4,0.02,0.91,1.02,3.5,1.27,0.11,B,2021
3162,p.susanto,Lefghau,0,1,0,0,Flawless Cows,27,1993,15.13,3.4,2.48,1.04,1.89,0.43,1.33,3.11,44.62,1.75,23.52,7.35,31.09,5.39,11.55,6.81,1.7,0.23,0.06,1.49,0.91,4.43,0.3,0.01,B,2021
3163,o.musonza,Nganion,0,1,0,0,Flawless Cows,30,1989,20.59,2.63,1.71,0.77,1.35,0.49,1.27,3.57,36.07,2.16,20.83,6.1,29.31,4.6,10.2,6.01,2.11,0.24,0.04,1.93,1.29,3.84,1.68,0.0,B,2021
3164,i.marie,Sobianitedrucy,0,1,0,0,Flawless Cows,27,1992,16.67,3.15,1.92,1.07,1.53,0.46,1.0,3.65,27.49,2.69,19.14,6.35,33.0,5.81,8.57,4.91,1.74,0.19,-0.03,1.46,1.23,4.24,0.48,0.01,B,2021
3165,z.musenero,Greri Landmoslands,0,1,1,0,Flawless Cows,28,1991,15.91,1.46,0.66,0.38,0.96,0.21,0.43,1.3,40.09,0.77,11.14,3.58,31.67,3.12,6.47,1.66,1.11,0.39,-0.06,0.74,1.85,3.37,2.68,0.05,B,2021
3166,k.opio,Esia,1,1,0,0,Flawless Cows,26,1993,11.78,1.06,0.66,0.45,0.5,0.17,0.42,1.75,24.92,1.27,10.77,2.63,24.41,2.19,5.21,3.33,0.77,-0.05,-0.01,0.71,1.45,2.41,0.32,0.09,B,2021
3167,z.ahmetovi,Lefghau,1,1,0,0,Flawless Cows,28,1992,15.76,0.85,0.58,0.15,0.28,0.51,0.34,2.12,14.71,1.83,13.34,4.2,30.85,1.45,4.99,6.95,0.74,0.02,-0.08,0.59,0.4,1.24,-0.05,-0.04,B,2021
3168,o.naderi,Badad,0,0,1,0,Glistening Paladins,27,1992,15.25,1.22,0.62,0.87,0.4,0.08,0.25,0.73,45.52,0.37,6.95,2.23,33.28,4.26,2.38,0.2,1.51,0.53,-0.01,0.94,0.97,2.37,5.5,0.06,B,2021
3169,a.nabuuma,Dosqaly,0,0,1,0,Glistening Paladins,22,1997,34.84,2.17,1.35,1.44,0.66,0.16,0.51,1.31,39.06,0.84,13.44,3.86,29.14,7.15,4.26,2.24,2.08,0.25,-0.03,1.89,0.97,3.05,2.49,-0.07,B,2021
3170,b.ban,Dosqaly,0,0,1,0,Glistening Paladins,20,1999,10.65,1.9,1.43,1.06,0.75,0.01,0.37,0.8,50.07,0.38,11.2,4.49,40.56,5.62,4.86,0.68,1.41,0.46,-0.08,0.99,1.74,3.64,5.89,0.0,B,2021
3171,b.polak,Dosqaly,0,0,1,0,Glistening Paladins,22,1998,25.6,2.47,1.55,1.73,0.69,-0.05,1.04,1.66,59.1,0.63,12.2,4.36,36.18,6.66,3.88,1.49,1.35,0.38,-0.02,0.84,0.83,3.18,2.94,0.04,B,2021
3172,l.mulyani,Dosqaly,0,0,1,0,Glistening Paladins,33,1987,10.64,2.19,1.48,1.06,0.94,0.22,1.06,2.36,47.95,1.25,12.44,3.49,27.92,5.67,5.01,1.75,1.82,0.5,0.06,1.48,0.8,2.9,1.95,0.02,B,2021
3173,o.wagner,Dosqaly,0,0,1,0,Glistening Paladins,25,1994,30.2,1.82,1.14,1.32,0.56,0.02,1.03,1.52,68.82,0.54,8.03,3.04,37.09,4.83,2.82,0.36,2.12,1.38,-0.01,0.79,1.42,3.47,7.38,0.16,B,2021
3174,s.bukirwa,Dosqaly,0,0,1,0,Glistening Paladins,23,1997,22.48,1.74,0.97,1.24,0.64,-0.08,0.63,1.46,43.79,0.86,9.73,3.39,35.46,5.96,3.39,0.53,1.56,0.86,-0.09,0.8,0.74,2.68,4.46,0.04,B,2021
3175,a.palmieri,Landsfupua,0,1,1,0,Glistening Paladins,34,1986,3.26,2.21,1.16,1.16,0.82,-0.08,0.3,0.67,50.09,0.25,17.86,4.02,22.03,10.07,6.7,1.19,2.36,0.26,0.06,2.16,0.67,2.72,2.33,-0.1,B,2021
3176,i.berg,Tito Mia,1,0,0,0,Glistening Paladins,25,1994,29.88,0.83,0.56,0.14,0.37,0.18,0.17,0.62,20.0,0.46,18.97,4.2,22.21,1.53,9.96,7.62,0.84,0.26,-0.01,0.72,0.24,0.97,1.11,0.02,B,2021
3177,g.lombardo,Dosqaly,1,1,0,0,Glistening Paladins,22,1997,22.57,0.37,0.25,0.13,0.15,0.03,0.24,1.18,16.05,0.85,14.09,4.15,29.82,1.61,6.78,5.64,0.81,0.21,-0.06,0.61,0.46,0.79,1.07,0.09,B,2021
3178,l.alanyo,Dosqaly,1,1,0,0,Glistening Paladins,22,1998,9.06,1.58,0.57,0.79,0.51,0.28,0.59,2.13,31.51,1.4,19.12,4.42,23.44,6.31,8.27,4.7,1.84,0.08,0.01,1.61,0.61,2.27,1.41,0.06,B,2021
3179,f.kimera,Dosqaly,0,0,0,1,Glistening Paladins,23,1997,35.1,0.01,0.03,-0.09,-0.05,-0.03,-0.03,-0.06,-0.03,-0.07,0.06,-0.01,20.04,0.22,0.05,0.04,-0.04,-0.08,0.04,0.12,-0.02,0.01,0.2,0.1,B,2021
3180,t.okello,Dosqaly,0,0,0,1,Glistening Paladins,22,1998,3.1,-0.04,0.07,0.05,0.02,0.01,-0.05,0.08,,0.05,0.28,0.1,0.05,0.26,-0.05,-0.1,0.09,0.03,0.08,-0.08,-0.09,0.05,-0.02,0.37,B,2021
3181,c.asiku,Dosqaly,0,1,0,0,Glistening Paladins,19,2001,0.54,0.03,-0.04,0.01,0.07,0.06,-0.02,1.92,0.08,1.97,16.06,7.95,50.01,1.93,10.02,4.09,0.08,0.08,0.09,0.09,2.1,2.09,-0.07,-0.01,B,2021
3182,f.kabanda,Dosqaly,0,1,0,0,Glistening Paladins,21,1999,4.83,1.93,1.72,0.26,1.18,0.47,0.47,1.47,28.57,1.11,17.36,4.89,28.28,4.39,10.48,2.53,0.87,0.08,-0.06,0.8,0.53,2.52,0.59,0.07,B,2021
3183,h.lwanga,Dosqaly,0,1,0,0,Glistening Paladins,20,1999,5.09,1.17,0.84,0.74,0.33,-0.09,0.42,1.28,28.58,0.93,19.23,4.5,23.42,8.14,9.04,2.25,1.45,-0.09,-0.03,1.3,0.11,1.44,1.5,-0.06,B,2021
3184,j.takali,Dosqaly,0,1,0,0,Glistening Paladins,22,1998,6.78,4.71,2.45,2.26,2.36,0.23,1.32,4.79,28.12,3.33,26.99,9.27,34.23,10.03,15.48,1.59,0.95,0.11,0.07,0.89,1.96,6.79,3.05,-0.08,B,2021
3185,s.vidal,Dosqaly,0,1,0,0,Glistening Paladins,31,1989,18.66,2.84,1.97,1.88,1.07,0.17,0.72,1.98,33.26,1.37,22.81,6.04,26.29,11.67,9.01,2.14,1.8,0.45,0.05,1.39,1.74,4.8,1.4,-0.09,B,2021
3186,b.akullu,Lefghau,0,1,0,0,Glistening Paladins,22,1998,11.27,2.31,1.34,1.22,1.06,0.07,0.08,1.75,5.09,1.72,23.46,5.96,25.27,8.06,11.93,3.34,0.35,-0.03,0.08,0.41,1.6,3.69,1.16,0.06,B,2021
3187,z.mlilo,Pierrema,0,1,0,0,Glistening Paladins,26,1994,30.26,2.48,1.72,1.18,0.95,0.24,0.64,2.32,30.61,1.59,19.63,5.3,26.75,7.67,9.64,2.15,1.75,0.19,0.07,1.49,1.14,3.57,1.5,-0.02,B,2021
3188,g.munsaka,Dosqaly,1,1,0,0,Glistening Paladins,31,1988,17.38,1.57,0.99,0.55,0.62,0.44,0.53,1.63,29.95,1.13,17.57,4.46,25.02,3.35,7.64,6.62,1.23,0.02,-0.06,1.03,0.62,2.04,1.37,-0.04,B,2021
3189,m.maimon,Dosqaly,1,1,0,0,Glistening Paladins,32,1988,6.58,1.61,0.94,1.15,0.25,0.12,0.79,1.15,71.47,0.28,15.29,3.25,21.15,4.22,6.07,4.82,0.75,0.09,0.06,0.71,0.84,2.39,0.44,-0.02,B,2021
3190,u.madondo,Dosqaly,1,1,0,0,Glistening Paladins,23,1996,27.34,1.31,0.84,0.58,0.57,0.31,0.41,0.99,31.06,0.79,17.93,3.97,22.31,5.65,6.19,6.1,1.17,0.13,-0.04,1.08,0.92,2.17,1.15,0.08,B,2021
3191,w.kuhn,Dosqaly,1,1,0,0,Glistening Paladins,22,1998,32.19,2.01,1.53,0.73,1.0,0.25,0.58,1.67,34.68,1.13,16.15,5.3,33.22,5.55,6.84,3.81,1.39,-0.03,0.02,1.29,1.07,3.13,0.56,0.03,B,2021
3192,j.leng,Greri Landmoslands,1,1,0,0,Glistening Paladins,23,1997,0.56,0.02,0.03,-0.07,0.03,-0.04,-0.03,1.95,0.05,1.92,33.96,8.0,23.58,5.97,20.07,8.05,-0.07,-0.03,-0.06,-0.1,1.93,1.91,1.95,0.03,B,2021
3193,m.hassan,Sobianitedrucy,1,1,0,0,Glistening Paladins,28,1992,3.81,1.29,0.71,0.3,1.11,-0.08,0.52,2.08,24.94,1.62,13.01,2.55,19.6,2.26,8.54,2.3,0.6,0.03,-0.03,0.55,0.67,2.0,1.2,0.04,B,2021
3194,w.santoro,Coastpa Barleslands,0,0,1,0,Golden Rustlers,27,1993,32.27,1.74,1.28,0.91,0.56,0.21,0.81,1.52,53.16,0.8,10.05,2.9,29.93,4.11,4.08,1.98,2.1,0.27,0.06,1.99,1.48,3.34,1.37,-0.04,B,2021
3195,e.gamal,Dosqaly,0,0,1,0,Golden Rustlers,27,1992,5.52,1.58,0.63,1.22,0.3,-0.08,0.64,1.14,50.07,0.61,9.33,2.53,27.46,3.91,3.69,1.74,2.1,0.72,-0.08,1.34,1.77,3.45,1.31,-0.08,B,2021
3196,i.chandra,Dosqaly,0,0,1,0,Golden Rustlers,23,1997,11.58,1.87,1.23,1.51,0.32,0.1,1.23,2.57,50.1,1.21,9.66,3.31,32.98,5.81,2.63,1.28,1.99,0.26,-0.06,1.72,2.17,4.17,3.27,0.03,B,2021
3197,p.igwe,Dosqaly,0,0,1,0,Golden Rustlers,34,1985,24.69,1.02,0.73,0.67,0.34,0.06,0.46,0.77,55.02,0.37,7.0,3.17,46.57,4.52,2.38,0.24,2.25,1.36,0.0,0.81,1.6,2.75,5.68,0.08,B,2021
3198,s.binramli,Dosqaly,0,0,1,0,Golden Rustlers,32,1988,29.0,1.05,0.74,0.73,0.39,0.15,0.39,0.75,49.92,0.32,7.7,3.16,40.98,4.55,2.67,0.41,1.29,0.87,-0.09,0.64,1.36,2.47,5.91,0.14,B,2021
3199,j.mushabe,Lefghau,0,0,1,0,Golden Rustlers,29,1991,11.98,1.62,1.1,1.11,0.41,-0.06,0.74,1.46,58.83,0.59,7.02,2.45,35.64,4.89,1.92,0.25,2.06,1.22,0.01,0.74,1.41,3.07,5.91,0.04,B,2021
3200,k.oloya,Quewenia,0,0,1,0,Golden Rustlers,28,1992,29.58,1.6,1.04,1.07,0.42,0.1,0.93,1.74,49.91,0.9,10.18,3.05,31.02,5.15,3.68,1.17,1.6,0.38,-0.05,1.36,1.29,3.07,3.11,-0.01,B,2021
3201,b.lai,Rarita,0,0,1,0,Golden Rustlers,31,1988,7.86,0.83,0.29,0.8,-0.05,0.11,0.34,1.3,27.25,1.11,6.67,2.44,38.57,4.65,1.71,0.22,0.97,0.5,0.03,0.52,2.51,3.32,6.14,0.03,B,2021
3202,k.kyosiimire,Southern Viout Aman,0,0,1,0,Golden Rustlers,21,1999,1.0,2.09,2.02,1.98,0.0,-0.04,0.0,0.04,,-0.07,14.02,3.0,21.31,6.92,7.02,0.01,3.05,1.06,-0.06,2.08,-0.08,1.91,1.98,0.04,B,2021
3203,a.musonza,Dosqaly,1,0,0,0,Golden Rustlers,34,1985,6.27,1.25,0.78,0.43,0.83,0.05,0.2,0.57,25.05,0.5,14.3,4.17,28.87,2.62,7.64,3.89,0.5,0.4,-0.02,0.1,0.12,1.33,0.44,0.04,B,2021
3204,m.reilly,Dosqaly,1,0,0,0,Golden Rustlers,18,2002,2.47,1.58,1.2,0.49,0.79,0.49,0.48,2.34,16.68,2.01,26.75,4.87,17.88,3.18,15.14,8.33,-0.08,-0.01,0.06,-0.05,0.07,1.68,0.49,-0.07,B,2021
3205,u.atugonza,Republic of Denand Landsa,1,0,0,0,Golden Rustlers,21,1998,8.89,0.88,0.25,0.37,0.38,0.13,0.17,1.28,8.32,1.18,17.49,5.07,29.09,1.26,8.28,7.69,0.56,0.09,0.07,0.46,0.56,1.28,1.07,0.07,B,2021
3206,e.cortez,Dosqaly,1,1,0,0,Golden Rustlers,23,1996,26.97,1.04,0.58,0.7,0.24,0.28,0.36,1.19,36.36,0.84,8.86,2.32,27.03,2.89,3.28,2.53,1.42,0.09,-0.06,1.44,1.66,2.75,1.61,-0.03,B,2021
3207,j.testa,Dosqaly,1,1,0,0,Golden Rustlers,17,2002,0.58,3.3,3.26,-0.01,3.31,-0.1,-0.01,0.1,,-0.09,26.68,3.38,12.49,8.26,14.97,3.27,1.74,-0.06,-0.03,1.71,1.65,4.97,0.1,-0.05,B,2021
3208,t.karmakar,Dosqaly,1,1,0,0,Golden Rustlers,29,1991,17.81,1.7,1.08,0.54,0.7,0.42,0.43,1.75,27.24,1.35,15.42,3.64,23.73,2.91,6.88,5.73,0.86,0.08,0.06,0.9,0.82,2.34,0.47,0.07,B,2021
3209,y.horvath,Landli Blicporlip,1,1,0,0,Golden Rustlers,27,1992,27.7,0.3,0.17,0.06,0.06,-0.06,0.23,0.93,14.37,0.92,12.71,3.45,27.67,1.47,6.18,4.95,0.72,0.19,0.01,0.57,0.35,0.61,0.45,-0.03,B,2021
3210,f.salonen,Republic of Denand Landsa,1,1,0,0,Golden Rustlers,22,1997,10.66,2.43,1.59,1.04,0.97,0.56,0.54,1.42,39.98,0.81,14.94,5.38,36.29,3.44,5.95,5.56,1.59,0.07,0.07,1.62,0.77,3.3,0.33,0.09,B,2021
3211,v.bwambale,Dosqaly,0,0,0,1,Golden Rustlers,33,1987,38.1,0.04,0.06,0.08,-0.08,-0.02,-0.03,0.11,-0.04,0.05,0.07,-0.07,16.76,0.24,0.0,-0.05,-0.07,0.04,0.05,-0.02,-0.04,0.07,0.03,0.09,B,2021
3212,d.taniguchi,Central Diasongo,0,1,0,0,Golden Rustlers,29,1991,7.82,2.51,1.37,0.74,1.4,0.34,1.18,2.74,42.95,1.55,21.59,6.62,31.19,6.25,13.36,2.01,1.06,0.28,0.05,0.98,0.93,3.47,1.72,-0.03,B,2021
3213,c.shaheen,Dosqaly,0,1,0,0,Golden Rustlers,20,2000,26.91,3.38,2.31,1.37,1.59,0.5,0.94,3.16,32.7,2.19,25.86,6.92,26.85,7.82,13.36,4.67,1.24,0.07,0.0,1.23,1.56,4.84,0.8,0.16,B,2021
3214,z.hasna,Dosqaly,0,1,0,0,Golden Rustlers,18,2002,5.74,4.06,2.4,1.98,1.97,-0.04,1.38,5.38,25.78,3.97,28.94,9.39,32.67,11.25,16.39,1.46,2.55,0.41,-0.04,2.27,2.15,6.08,1.48,0.04,B,2021
3215,w.noguchi,Lefghau,0,1,0,0,Golden Rustlers,26,1994,17.3,3.56,2.69,2.22,1.07,0.03,1.05,3.0,36.55,1.97,26.13,7.42,28.29,10.5,13.97,1.73,1.84,0.29,-0.07,1.39,0.67,4.12,1.85,-0.02,B,2021
3216,m.muwanga,Manlisgamncent,0,1,0,0,Golden Rustlers,23,1996,28.81,1.07,0.84,0.51,0.48,0.01,0.26,1.78,18.99,1.4,17.21,4.2,24.26,5.88,8.82,2.55,1.0,0.21,0.0,0.9,0.9,1.8,1.71,0.06,B,2021
3217,v.amini,Reugha,0,1,0,0,Golden Rustlers,18,2002,0.85,7.7,4.36,4.34,3.41,-0.07,4.44,4.48,99.93,0.09,32.21,6.65,20.65,16.71,13.3,2.29,2.3,0.03,0.03,2.13,1.2,8.84,-0.01,-0.1,B,2021
3218,p.atukwatse,Dosqaly,1,1,0,0,Golden Rustlers,18,2002,3.34,2.11,1.24,0.68,0.89,0.62,0.63,3.15,18.14,2.73,21.75,5.06,23.0,7.62,8.57,5.52,3.46,0.02,-0.07,3.61,0.37,2.33,0.63,0.1,B,2021
3219,u.oyella,Dosqaly,1,1,0,0,Golden Rustlers,33,1987,18.88,0.55,0.61,0.1,0.45,0.19,0.04,0.56,11.1,0.49,9.12,3.47,37.36,1.07,4.12,4.01,0.17,0.04,-0.09,0.12,0.18,0.98,-0.1,-0.04,B,2021
3220,m.anderson,Nganion,1,1,0,0,Golden Rustlers,27,1992,0.28,0.09,0.05,-0.05,-0.03,0.05,-0.01,0.01,,0.08,3.42,-0.09,-0.04,0.06,3.33,0.1,3.38,0.04,0.1,3.31,0.06,-0.09,0.05,0.07,B,2021
3221,e.apiyo,Pierrema,1,1,0,0,Golden Rustlers,21,1999,13.11,1.95,1.21,0.61,0.86,0.41,0.36,1.52,23.79,1.29,22.84,5.97,26.48,6.65,11.33,4.94,1.77,0.11,0.07,1.42,0.81,2.86,0.38,-0.07,B,2021
3222,s.namanya,Central Diasongo,0,0,1,0,Grotesque Rocks,31,1989,11.56,0.97,0.65,0.68,0.37,0.0,0.58,0.68,75.02,0.25,7.07,1.95,28.47,4.81,2.07,0.09,1.38,0.4,0.04,0.93,0.51,1.69,4.51,-0.01,B,2021
3223,e.fujii,Dosqaly,0,0,1,0,Grotesque Rocks,20,2000,17.88,2.48,1.74,1.59,0.74,0.16,0.55,0.71,71.37,0.28,10.14,4.0,39.04,5.14,3.92,0.96,1.92,0.72,-0.08,1.29,1.32,3.88,3.37,-0.08,B,2021
3224,f.shkreli,Dosqaly,0,0,1,0,Grotesque Rocks,25,1994,12.4,2.93,1.72,1.63,0.99,0.35,1.07,2.62,42.47,1.59,19.05,6.0,31.54,8.29,7.33,3.25,2.23,0.18,0.09,2.06,2.85,5.89,2.82,-0.06,B,2021
3225,g.namanya,Dosqaly,0,0,1,0,Grotesque Rocks,29,1991,14.92,2.72,1.8,1.61,0.79,0.3,1.17,2.19,51.54,1.07,11.98,4.05,34.09,5.81,4.65,1.76,1.22,0.11,0.07,1.05,2.24,4.91,3.29,0.08,B,2021
3226,h.kaweesi,Dosqaly,0,0,1,0,Grotesque Rocks,28,1991,20.36,1.23,0.72,0.6,0.44,0.13,0.47,1.02,38.2,0.62,10.3,3.21,31.32,3.89,4.7,1.68,1.31,0.42,0.15,0.87,0.59,1.73,1.88,0.04,B,2021
3227,u.muller,Dosqaly,0,0,1,0,Grotesque Rocks,23,1997,31.06,3.08,1.87,1.89,0.84,0.35,1.01,2.07,43.27,1.32,14.81,5.15,35.02,7.91,5.32,1.71,2.38,0.19,0.03,2.06,1.8,4.95,2.01,-0.02,B,2021
3228,x.bintiawang,Rosvi,0,0,1,0,Grotesque Rocks,30,1990,31.0,1.07,0.81,0.9,0.17,0.06,0.51,0.96,54.82,0.54,7.61,2.92,38.75,5.74,1.84,0.03,1.21,0.46,0.09,0.69,0.95,2.16,4.84,-0.03,B,2021
3229,o.tshuma,Rarita,0,1,1,0,Grotesque Rocks,25,1994,28.41,2.29,1.56,1.8,0.4,0.01,0.77,1.83,49.01,0.91,10.74,3.57,33.14,6.47,3.9,0.66,1.43,0.56,0.09,1.07,2.74,5.14,5.88,0.15,B,2021
3230,d.tshuma,Coastpa Barleslands,1,0,0,0,Grotesque Rocks,25,1995,25.79,0.5,0.34,0.25,0.29,0.15,0.13,0.6,21.38,0.35,10.24,2.74,27.32,1.09,4.64,4.43,0.62,0.18,-0.06,0.6,0.43,0.9,0.59,-0.04,B,2021
3231,b.ghorbani,Ngogalar,1,0,0,0,Grotesque Rocks,26,1994,33.04,1.0,0.54,0.12,0.53,0.35,0.05,0.98,10.35,0.69,12.02,2.9,24.3,0.98,5.58,5.39,0.48,0.29,0.0,0.23,0.29,1.37,1.34,-0.09,B,2021
3232,b.okyere,Dosqaly,1,0,1,0,Grotesque Rocks,21,1999,0.11,0.01,-0.05,0.0,0.05,-0.09,-0.07,9.98,0.06,9.94,20.02,0.01,0.04,10.0,10.0,-0.02,0.05,0.0,-0.01,0.06,-0.09,-0.07,20.05,0.08,B,2021
3233,j.lorenz,Biarizea,1,1,0,0,Grotesque Rocks,24,1996,8.94,2.03,1.52,0.58,0.98,0.44,0.58,2.45,23.88,1.8,16.37,5.72,35.13,4.8,5.08,6.42,1.29,-0.04,0.04,1.3,1.38,3.34,0.2,0.09,B,2021
3234,k.vandermeer,Central Diasongo,1,1,0,0,Grotesque Rocks,18,2001,0.99,-0.02,-0.1,-0.05,0.03,0.05,0.04,0.07,,0.0,20.99,4.07,18.98,2.08,9.99,9.05,1.06,0.09,-0.07,1.09,0.92,1.07,-0.04,0.09,B,2021
3235,c.kwakye,Nancipenuaroe,1,1,0,0,Grotesque Rocks,28,1991,6.05,0.12,0.22,0.0,0.0,0.12,-0.02,0.73,-0.08,0.67,8.94,2.48,27.32,2.54,4.18,2.25,0.86,0.19,-0.04,0.59,0.42,0.72,0.54,0.08,B,2021
3236,k.imai,Pierrema,1,1,0,0,Grotesque Rocks,28,1992,1.31,0.64,0.0,0.03,-0.02,0.71,0.68,2.13,33.35,1.33,16.43,7.18,43.44,1.49,6.33,8.48,-0.06,-0.03,0.1,0.06,-0.07,0.77,-0.01,-0.1,B,2021
3237,u.dewi,Reugha,1,1,0,0,Grotesque Rocks,23,1996,4.78,2.73,1.61,1.34,0.74,0.53,1.02,2.72,38.59,1.58,20.17,5.82,28.99,6.14,7.68,6.42,1.53,-0.08,-0.07,1.56,1.25,3.99,0.34,0.08,B,2021
3238,u.yamasaki,Coastpa Barleslands,0,0,0,1,Grotesque Rocks,23,1996,8.06,0.03,-0.1,-0.04,0.09,-0.07,0.04,0.23,-0.03,0.16,0.42,0.08,0.04,0.39,0.01,-0.05,-0.06,0.03,-0.02,-0.07,0.06,-0.03,-0.07,0.08,B,2021
3239,s.bintiothman,Lylimi,0,0,0,1,Grotesque Rocks,37,1983,23.96,-0.09,0.04,0.03,0.05,0.09,-0.04,0.03,0.08,-0.01,0.2,-0.02,24.91,0.24,0.03,-0.09,-0.04,0.08,-0.01,-0.03,0.03,-0.09,0.01,0.11,B,2021
3240,t.bukar,Southern Ristan,0,0,0,1,Grotesque Rocks,28,1992,5.99,0.08,0.03,0.02,-0.09,0.03,-0.09,0.01,,-0.1,0.14,-0.07,-0.02,0.27,0.09,0.03,0.1,0.09,0.05,-0.03,0.05,-0.02,0.2,-0.06,B,2021
3241,b.guillot,Central Diasongo,0,1,0,0,Grotesque Rocks,26,1994,23.83,2.32,1.41,0.71,1.52,0.04,0.44,1.75,24.32,1.25,16.78,5.1,30.78,5.17,9.63,1.9,1.12,0.22,-0.08,0.8,2.36,4.51,1.8,0.02,B,2021
3242,b.nalwanga,Dosqaly,0,1,0,0,Grotesque Rocks,32,1988,20.21,2.54,1.58,1.01,1.16,0.24,1.05,2.57,44.22,1.44,16.9,5.18,30.97,5.24,9.32,2.3,1.7,0.08,0.05,1.55,1.39,3.78,0.66,-0.1,B,2021
3243,k.kaudha,Dosqaly,0,1,0,0,Grotesque Rocks,22,1997,28.61,2.42,1.78,0.94,1.12,0.25,0.59,1.94,27.26,1.43,17.72,5.54,31.18,6.04,9.42,2.21,1.64,0.27,-0.02,1.45,1.9,4.24,1.98,0.01,B,2021
3244,t.orishaba,Dosqaly,0,1,0,0,Grotesque Rocks,26,1993,29.13,1.67,1.18,0.52,0.74,0.32,0.42,2.06,17.18,1.67,24.35,7.25,29.92,3.78,12.55,8.03,1.36,0.07,0.03,1.24,0.96,2.52,0.15,-0.08,B,2021
3245,x.odongo,Unicorporated Tiagascar,0,1,0,0,Grotesque Rocks,26,1993,3.97,1.45,0.83,0.54,0.82,0.27,0.22,1.01,24.91,0.82,13.37,3.07,23.06,6.21,6.47,0.79,2.32,0.83,0.23,1.6,1.38,2.89,0.8,0.27,B,2021
3246,o.soleimani,Dosqaly,1,1,0,0,Grotesque Rocks,22,1998,23.16,2.48,1.76,1.12,0.69,0.48,0.48,1.22,43.29,0.76,17.01,5.42,32.02,5.72,7.42,3.76,1.22,0.18,0.05,1.14,0.78,3.26,0.64,-0.04,B,2021
3247,u.sun,Reugha,1,1,0,0,Grotesque Rocks,24,1996,0.2,0.06,0.01,-0.05,0.06,-0.09,-0.03,5.07,-0.02,5.02,-0.1,0.03,,-0.1,0.03,0.01,-0.02,-0.05,0.1,-0.05,0.1,-0.09,-0.09,-0.09,B,2021
3248,o.barone,Biarizea,0,0,1,0,Jumping Beans,32,1987,32.18,2.18,1.32,1.66,0.65,0.02,0.48,1.09,40.45,0.64,11.82,4.47,38.56,7.85,3.49,0.53,1.5,0.71,0.06,1.06,1.78,3.92,5.29,0.04,B,2021
3249,g.sande,Central Diasongo,0,0,1,0,Jumping Beans,24,1995,28.96,2.35,1.46,1.15,0.79,0.4,0.84,1.56,53.22,0.68,9.19,2.97,31.99,4.49,3.39,1.21,1.77,0.43,-0.04,1.48,1.17,3.47,2.72,0.09,B,2021
3250,o.kembabazi,Giumle Lizeibon,0,0,1,0,Jumping Beans,20,1999,5.7,2.21,0.97,1.49,0.65,0.1,0.93,1.84,45.55,1.03,7.32,2.08,28.67,4.14,2.83,0.55,1.27,0.28,0.01,0.89,1.03,3.06,4.67,-0.06,B,2021
3251,t.muhumuza,Reugha,0,0,1,0,Jumping Beans,19,2001,3.68,2.73,0.31,1.39,1.38,0.04,0.07,0.78,-0.04,0.89,17.38,2.46,14.1,9.27,6.75,1.25,1.06,-0.03,-0.03,1.07,0.99,3.83,4.36,-0.03,B,2021
3252,c.mashiri,Southern Ristan,0,0,1,0,Jumping Beans,22,1998,5.43,2.1,1.51,1.05,1.14,0.04,0.55,2.52,21.39,1.99,17.0,5.77,33.94,8.62,6.84,1.72,3.51,0.38,0.07,3.03,0.9,3.15,4.47,-0.03,B,2021
3253,k.ahimbisibwe,Southern Ristan,0,0,1,0,Jumping Beans,22,1998,32.23,1.43,0.96,1.25,0.38,0.06,0.57,1.31,40.43,0.87,7.03,2.58,37.98,4.63,2.17,0.09,1.54,0.9,-0.05,0.64,1.65,3.28,5.61,0.04,B,2021
3254,l.wenene,Southern Ristan,0,0,1,0,Jumping Beans,25,1994,36.86,2.31,1.18,1.4,0.62,0.31,0.6,1.58,44.51,0.75,11.83,3.67,30.41,6.64,3.59,1.63,1.76,0.09,0.07,1.7,1.5,3.78,2.58,0.02,B,2021
