,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
2823,I. Abeja,Janmico,FW,Green Fleet,33,1987,15.39,0.56,2.38,1.05,42.82,2.38,0.9,0.23,0.67,11.05,0.1,-0.05,0.09,0.56,0.49,0.21,0.22,0.25,A,2021
2824,J. Namatovu,People's Land of Maneau,FW,Green Fleet,16,2004,0.03,-0.04,-0.07,-0.07,,0.1,0.06,,,,-0.05,-0.01,0.08,-0.05,0.1,,0.08,0.1,A,2021
2825,T. Ichikawa,People's Land of Maneau,FW,Green Fleet,22,1997,32.39,0.25,2.35,1.12,45.52,2.34,1.2,0.24,0.36,18.34,0.23,-0.05,0.07,0.36,0.22,0.07,-0.03,0.12,A,2021
2826,Z. Nabaweesi,People's Land of Maneau,FW,Green Fleet,18,2001,20.28,0.45,3.22,1.19,34.3,3.34,1.22,0.05,0.35,16.45,-0.08,0.03,0.02,0.3,0.29,0.07,0.05,0.02,A,2021
2827,N. Gheorghe,Republic of Denand Landsa,FW,Green Fleet,31,1989,0.16,-0.02,0.02,-0.1,,0.04,-0.01,,,,-0.03,-0.1,-0.07,0.02,-0.04,,0.01,-0.04,A,2021
2828,L. Amadu,Xikong,FW,Green Fleet,18,2002,1.71,0.59,1.79,0.67,33.38,1.64,0.58,0.3,0.93,16.31,0.01,-0.06,-0.09,0.22,0.1,0.11,0.42,0.45,A,2021
2829,S. Avraham,Nganion,FWMF,Green Fleet,32,1988,5.71,0.26,0.66,0.53,74.97,0.78,0.51,-0.07,0.06,20.69,-0.05,0.16,0.25,0.27,0.08,0.0,-0.04,-0.09,A,2021
2830,G. Mwebaze,Nganion,GK,Green Fleet,29,1990,25.48,0.08,-0.06,0.07,,0.01,-0.01,,,,-0.05,0.06,0.03,-0.03,0.04,,-0.04,-0.02,A,2021
2831,P. Kabugo,People's Land of Maneau,GK,Green Fleet,23,1997,12.54,-0.04,-0.01,-0.06,,0.06,0.05,,,,0.07,0.01,0.0,-0.04,0.05,,0.03,0.04,A,2021
2832,C. Ji,Greri Landmoslands,MF,Green Fleet,25,1994,34.41,0.53,3.11,1.24,36.32,3.22,1.07,0.08,0.25,21.98,0.51,0.36,0.21,0.47,0.31,0.16,0.11,0.06,A,2021
2833,Q. Nabutono,Lefghau,MF,Green Fleet,27,1993,26.65,0.12,0.87,0.19,28.04,0.98,0.27,-0.01,0.15,22.04,-0.01,0.03,-0.03,0.16,0.08,0.07,0.03,-0.1,A,2021
2834,P. Bauri,Ngoque Blicri,MF,Green Fleet,23,1996,23.62,0.19,1.06,0.24,26.9,1.16,0.35,0.13,0.49,16.0,0.04,-0.1,-0.03,0.13,0.05,0.16,0.01,0.01,A,2021
2835,A. Miura,Rosvi,MF,Green Fleet,31,1988,12.27,0.09,0.51,0.33,49.99,0.51,0.3,0.03,-0.01,21.01,-0.07,0.06,0.08,0.06,0.09,0.01,-0.11,-0.03,A,2021
2836,U. Guerin,Tabhu Striary,MF,Green Fleet,17,2003,0.04,0.07,-0.03,-0.1,,0.02,0.07,,,,0.07,-0.03,0.03,-0.02,0.09,,0.0,0.07,A,2021
2837,G. Hartmann,Byasier Pujan,MFFW,Green Fleet,23,1997,5.77,0.11,0.32,0.23,49.98,0.43,0.23,0.58,0.9,18.64,-0.09,-0.01,0.08,0.11,0.01,0.16,0.18,0.04,A,2021
2838,J. Rukundo,Dosqaly,MFFW,Green Fleet,27,1993,21.13,0.12,1.51,0.56,35.5,1.56,0.46,0.0,0.32,15.33,0.08,0.0,0.08,0.03,0.01,-0.01,-0.05,0.02,A,2021
2839,A. Haruna,Dosqaly,DF,Horrible Grizzlies,25,1994,22.47,0.16,1.1,0.49,44.4,1.2,0.62,0.17,0.49,12.22,0.0,-0.04,0.07,0.1,0.01,0.0,0.14,0.05,A,2021
2840,D. Svensson,Esia,DF,Horrible Grizzlies,27,1993,19.08,0.13,0.73,0.39,42.91,0.74,0.4,0.02,0.13,17.35,0.06,-0.08,0.02,-0.04,0.0,0.0,-0.03,-0.03,A,2021
2841,O. Khainza,Lefghau,DF,Horrible Grizzlies,35,1984,21.49,0.14,0.55,0.17,30.7,0.68,0.13,0.22,0.51,8.04,0.04,0.09,-0.03,0.05,0.11,0.16,-0.06,0.03,A,2021
2842,Y. Eyotaru,Mico,DF,Horrible Grizzlies,24,1996,15.2,0.08,0.26,0.0,-0.09,0.22,0.01,0.06,,11.15,-0.1,-0.08,-0.04,0.05,0.05,0.12,-0.02,-0.04,A,2021
2843,D. Martini,Nganion,DF,Horrible Grizzlies,29,1990,10.64,0.11,2.13,0.82,40.91,2.11,0.88,0.16,0.21,17.25,0.47,-0.01,-0.03,0.18,0.23,-0.01,0.07,0.06,A,2021
2844,S. Namugere,Nganion,DF,Horrible Grizzlies,30,1989,24.29,-0.02,0.37,0.13,36.34,0.55,0.25,0.06,0.23,16.02,-0.09,0.05,-0.04,-0.01,0.08,0.04,-0.01,-0.02,A,2021
2845,F. Kalule,People's Land of Maneau,DF,Horrible Grizzlies,23,1996,25.43,0.1,0.97,0.47,37.06,1.0,0.4,0.16,0.28,14.0,-0.05,-0.02,-0.1,0.19,0.07,0.07,-0.02,0.07,A,2021
2846,T. Nouri,People's Land of Maneau,DF,Horrible Grizzlies,22,1997,0.54,-0.02,0.09,0.01,,0.05,-0.08,,,,0.06,-0.06,-0.03,-0.02,-0.04,,-0.07,0.09,A,2021
2847,V. Thompson,People's Land of Maneau,DF,Horrible Grizzlies,20,1999,26.49,-0.04,1.26,0.51,33.25,1.32,0.39,0.02,0.11,21.04,0.21,-0.09,-0.1,0.03,0.01,0.02,0.03,-0.01,A,2021
2848,V. bin Ali,Sobianitedrucy,DF,Horrible Grizzlies,25,1994,0.97,-0.08,0.05,0.01,,0.05,-0.04,,,,-0.08,-0.01,0.06,-0.06,0.01,,0.1,0.0,A,2021
2849,S. Mlakar,Dosqaly,FW,Horrible Grizzlies,33,1986,8.22,0.43,3.58,1.3,34.53,3.56,1.28,0.06,0.45,10.82,0.07,-0.03,-0.07,0.6,0.6,0.24,-0.18,-0.12,A,2021
2850,Q. Günther,Esia,FW,Horrible Grizzlies,24,1996,28.83,0.31,2.83,1.11,38.9,2.78,1.14,0.15,0.09,13.89,-0.09,-0.08,-0.06,0.37,0.39,0.17,-0.14,-0.12,A,2021
2851,J. Wan,People's Land of Maneau,FW,Horrible Grizzlies,24,1996,0.66,-0.05,0.0,0.07,,0.06,0.02,,,,0.0,0.06,0.03,-0.07,0.03,,-0.01,0.03,A,2021
2852,Z. Makore,People's Land of Maneau,FW,Horrible Grizzlies,22,1997,11.52,0.52,2.84,1.09,40.54,2.72,1.23,0.13,0.42,9.79,0.0,0.01,0.05,0.48,0.58,0.16,-0.09,-0.08,A,2021
2853,N. Nantege,People's Land of Maneau,FWDF,Horrible Grizzlies,19,2000,11.75,0.1,1.99,0.45,26.13,2.0,0.59,0.12,0.39,19.09,0.0,-0.08,0.07,0.02,0.12,0.01,0.1,0.12,A,2021
2854,A. Olobo,Biarizea,FWMF,Horrible Grizzlies,27,1993,13.07,0.22,2.68,0.87,34.29,2.74,1.01,0.13,0.24,21.81,0.0,0.0,0.09,0.21,0.2,0.1,-0.01,-0.05,A,2021
2855,D. Kayira,Slandsganiamayotteque,FWMF,Horrible Grizzlies,21,1998,19.39,0.15,2.24,0.84,37.1,2.22,0.8,0.12,0.23,13.83,-0.03,-0.09,0.04,0.34,0.27,0.2,-0.09,-0.06,A,2021
2856,E. Wibowo,Coastpa Barleslands,GK,Horrible Grizzlies,28,1992,30.58,0.01,0.08,-0.05,,0.05,-0.06,,,,-0.08,-0.07,-0.07,-0.02,0.01,,-0.09,-0.02,A,2021
2857,R. Wanyama,Imaar Vircoand,GK,Horrible Grizzlies,38,1981,1.07,0.03,0.03,0.05,,0.04,-0.09,,,,0.04,-0.01,-0.08,0.09,0.09,,-0.04,-0.08,A,2021
2858,J. Nkrumah,Nganion,GK,Horrible Grizzlies,25,1994,6.43,0.1,0.05,-0.02,,0.01,0.07,,,,0.03,-0.06,-0.02,-0.06,0.0,,-0.07,-0.1,A,2021
2859,M. Matsumoto,Dosqaly,MF,Horrible Grizzlies,29,1991,23.89,0.02,0.39,0.09,30.08,0.51,0.04,0.07,0.08,19.56,-0.02,0.05,0.04,0.03,-0.01,0.19,0.04,0.05,A,2021
2860,C. Nyesiga,Manlisgamncent,MF,Horrible Grizzlies,26,1994,20.23,-0.07,1.22,0.17,17.31,1.24,0.17,0.06,-0.07,22.82,0.0,-0.06,0.06,0.08,-0.04,-0.03,0.01,0.02,A,2021
2861,Y. Diallo,Ngoque Blicri,MF,Horrible Grizzlies,19,2001,2.9,-0.02,0.34,0.05,0.01,0.38,-0.03,-0.06,,19.9,0.06,0.07,-0.08,0.1,0.02,-0.04,-0.01,-0.02,A,2021
2862,G. Baey,People's Land of Maneau,MF,Horrible Grizzlies,26,1993,0.45,-0.08,1.96,1.97,99.97,2.23,2.16,0.09,0.0,27.97,0.03,0.07,-0.09,-0.1,-0.01,-0.02,-0.07,-0.05,A,2021
2863,I. Makavan,Sobianitedrucy,MF,Horrible Grizzlies,28,1991,22.28,0.31,0.31,-0.08,0.08,0.19,-0.02,-0.09,,39.55,0.1,0.35,0.38,0.38,0.07,0.08,-0.08,-0.01,A,2021
2864,H. Alobo,Esia,MFFW,Horrible Grizzlies,21,1999,16.92,0.16,2.1,0.82,42.87,2.01,0.9,0.19,0.26,12.28,0.05,0.02,-0.09,0.39,0.45,0.1,-0.22,-0.14,A,2021
2865,O. Nampeera,People's Land of Maneau,MFFW,Horrible Grizzlies,21,1999,32.09,0.15,2.61,0.8,31.76,2.54,0.78,-0.02,0.11,20.41,0.17,-0.03,-0.07,0.15,0.12,0.01,0.08,0.06,A,2021
2866,B. Longoli,Djipines,DF,Horrible Storm,31,1989,0.3,0.04,0.02,-0.03,,-0.06,-0.08,,,,0.09,0.0,0.08,0.03,-0.06,,0.02,0.02,A,2021
2867,A. Tay,Frenchdo Stanser,DF,Horrible Storm,32,1987,9.24,-0.04,1.04,0.11,11.02,0.95,0.06,0.1,-0.05,11.29,-0.09,0.04,-0.04,0.13,0.1,0.07,-0.03,-0.08,A,2021
2868,D. Yusof,Nkasland Cronestan,DF,Horrible Storm,22,1997,26.38,-0.02,0.43,0.08,22.14,0.34,0.03,0.02,-0.06,22.4,-0.04,-0.05,0.01,-0.02,-0.06,0.13,-0.02,-0.08,A,2021
2869,B. Stewart,People's Land of Maneau,DF,Horrible Storm,24,1995,37.9,0.09,0.15,0.13,33.27,0.12,0.1,-0.02,-0.02,20.88,0.06,-0.05,-0.02,0.06,0.09,0.01,-0.04,-0.05,A,2021
2870,H. Steiner,People's Land of Maneau,DF,Horrible Storm,22,1997,35.57,0.15,0.69,0.28,31.78,0.53,0.11,0.13,0.25,8.57,-0.01,-0.04,0.07,0.07,0.06,0.14,-0.01,0.04,A,2021
2871,K. Mirkovi?,People's Land of Maneau,DF,Horrible Storm,27,1993,35.53,0.04,0.51,0.19,36.81,0.64,0.19,0.05,0.24,8.84,-0.08,-0.04,0.06,0.07,-0.05,0.03,-0.04,0.03,A,2021
2872,Y. Aidoo,People's Land of Maneau,DF,Horrible Storm,25,1995,6.98,0.23,0.75,0.17,19.9,0.63,0.18,0.16,1.02,7.4,0.04,0.0,-0.07,0.1,0.18,0.21,-0.13,-0.03,A,2021
2873,H. Nsamba,Byasier Pujan,FW,Horrible Storm,25,1995,17.81,0.64,3.38,1.49,43.39,3.32,1.47,0.06,0.31,20.55,0.28,0.19,0.32,0.52,0.2,0.15,0.05,0.07,A,2021
2874,E. Estrada,Frenchdo Stanser,FW,Horrible Storm,25,1994,13.05,0.11,2.78,0.96,34.25,2.65,0.83,0.04,0.15,13.94,-0.02,0.08,0.06,0.26,0.25,0.03,-0.05,-0.08,A,2021
2875,A. Popescu,People's Land of Maneau,FW,Horrible Storm,24,1995,37.01,0.41,2.73,1.3,45.95,2.67,1.29,0.11,0.21,13.03,0.01,-0.05,0.04,0.51,0.43,0.1,-0.14,-0.03,A,2021
2876,X. Yau,People's Land of Maneau,FW,Horrible Storm,18,2002,-0.1,-0.06,0.07,0.07,,0.06,0.0,,,,-0.01,0.0,-0.08,0.05,-0.09,,-0.03,0.04,A,2021
2877,K. Aliyu,Saintswacroa,FW,Horrible Storm,24,1995,25.68,0.33,2.48,0.94,35.33,2.55,0.94,0.06,0.37,16.26,0.12,0.03,-0.03,0.16,0.2,0.13,0.04,-0.08,A,2021
2878,K. Muhumuza,People's Land of Maneau,FWMF,Horrible Storm,22,1998,3.01,0.32,2.87,0.61,22.24,2.91,0.57,0.01,0.47,9.65,0.08,-0.04,0.06,0.28,0.4,0.06,-0.01,-0.06,A,2021
2879,K. Namuwaya,People's Land of Maneau,FWMF,Horrible Storm,24,1995,24.33,0.27,1.92,0.74,34.64,2.02,0.61,0.07,0.29,16.83,0.17,-0.09,0.0,0.23,0.18,0.05,0.12,0.01,A,2021
2880,N. Bondarenko,People's Land of Maneau,FWMF,Horrible Storm,16,2004,0.15,-0.04,4.98,-0.06,-0.05,4.51,-0.05,0.01,,22.06,0.05,0.08,0.06,0.44,0.45,0.14,-0.43,-0.58,A,2021
2881,S. Tamale,Imaar Vircoand,GK,Horrible Storm,27,1992,38.09,-0.07,-0.06,0.02,,0.09,-0.04,,,,-0.06,0.06,-0.08,0.01,-0.08,,0.07,0.09,A,2021
2882,K. Makaza,Dosqaly,MF,Horrible Storm,25,1994,3.24,-0.08,0.61,0.02,-0.05,0.54,-0.05,0.02,,27.1,-0.07,-0.01,0.1,-0.05,-0.08,0.11,0.06,-0.07,A,2021
2883,R. Akech,Eastern Covaki,MF,Horrible Storm,26,1994,8.3,0.0,0.21,0.13,50.1,0.34,0.05,0.06,0.04,25.54,-0.07,-0.03,-0.08,-0.1,-0.05,-0.04,0.0,0.03,A,2021
2884,L. Egger,Lefghau,MF,Horrible Storm,22,1998,30.99,0.08,0.87,0.17,26.88,0.83,0.28,0.01,-0.04,22.41,-0.05,-0.01,0.01,0.13,0.0,-0.03,-0.09,0.0,A,2021
2885,Z. Cher,Ngoque Blicri,MF,Horrible Storm,25,1994,36.97,0.06,1.16,0.2,23.95,1.23,0.39,0.15,0.32,22.01,-0.07,0.01,-0.09,0.09,0.0,0.07,0.1,0.01,A,2021
2886,G. Baey,People's Land of Maneau,MF,Horrible Storm,26,1993,16.95,0.24,2.28,0.74,28.93,2.28,0.64,0.03,0.29,18.42,0.17,-0.1,0.03,0.14,0.11,0.09,-0.03,-0.05,A,2021
2887,T. Nkhoma,Southslands,MF,Horrible Storm,29,1991,2.45,0.31,1.98,0.83,40.09,1.98,0.77,0.19,0.53,21.34,0.47,0.07,0.08,0.2,0.14,0.11,0.29,0.3,A,2021
2888,Q. Mbambu,Lefghau,MFFW,Horrible Storm,23,1996,0.16,-0.06,4.99,4.99,100.04,4.92,5.02,-0.04,0.08,12.55,-0.02,-0.03,-0.08,0.03,-0.09,-0.02,0.04,0.02,A,2021
2889,Y. Nabulo,People's Land of Maneau,MFFW,Horrible Storm,19,2001,7.07,0.03,1.62,0.17,9.05,1.63,0.1,0.0,0.01,18.49,-0.1,-0.02,-0.03,-0.02,0.0,0.06,-0.04,-0.14,A,2021
2890,Z. Chipeta,Esia,DF,Mighty Jays,28,1992,0.6,-0.03,-0.06,-0.09,,-0.07,-0.06,,,,-0.04,-0.08,-0.08,0.03,-0.07,,0.06,-0.09,A,2021
2891,D. Asaba,Greri Landmoslands,DF,Mighty Jays,28,1991,8.23,-0.09,0.76,0.33,28.56,0.93,0.31,0.08,0.07,24.52,0.06,-0.1,0.01,0.07,0.05,0.05,-0.07,-0.05,A,2021
2892,S. Chided,Lefghau,DF,Mighty Jays,22,1997,22.16,0.15,0.62,0.25,25.09,0.75,0.13,0.14,0.42,11.28,-0.09,-0.06,0.08,0.03,-0.01,-0.04,-0.03,0.01,A,2021
2893,S. Kaggwa,Lefghau,DF,Mighty Jays,33,1987,15.43,0.04,0.96,0.1,13.27,1.06,0.19,0.16,0.58,17.48,0.29,0.07,0.07,0.05,-0.02,0.05,0.1,0.06,A,2021
2894,E. ?ta,Nganion,DF,Mighty Jays,26,1993,10.04,-0.04,0.15,0.08,-0.01,0.12,0.09,-0.07,,21.39,0.06,-0.03,-0.04,0.1,-0.06,-0.04,-0.03,0.09,A,2021
2895,Z. Semakula,Nganion,DF,Mighty Jays,25,1995,23.27,0.13,0.58,0.22,33.37,0.72,0.24,0.12,0.27,19.18,-0.06,0.03,0.0,-0.04,0.11,0.05,-0.06,0.07,A,2021
2896,Q. Aini,Ngoque Blicri,DF,Mighty Jays,23,1997,25.58,0.03,0.55,0.05,19.99,0.56,0.1,0.13,0.26,24.26,0.05,0.01,-0.08,-0.05,-0.02,0.08,0.06,-0.07,A,2021
2897,E. Ramezani,People's Land of Maneau,DF,Mighty Jays,24,1995,28.32,-0.04,0.54,0.09,14.33,0.44,0.09,-0.06,0.06,12.21,0.08,0.04,-0.01,0.05,0.07,0.11,-0.05,-0.12,A,2021
2898,V. Ram,People's Land of Maneau,DF,Mighty Jays,25,1995,8.35,-0.1,0.89,-0.05,-0.05,0.99,-0.02,-0.09,,15.5,0.04,0.08,-0.02,0.09,0.04,0.13,-0.15,-0.14,A,2021
2899,Z. Nakagawa,People's Land of Maneau,DF,Mighty Jays,22,1997,5.44,-0.04,0.36,0.19,49.93,0.41,0.16,-0.07,-0.04,20.56,-0.03,0.06,-0.02,0.05,-0.03,0.12,-0.09,-0.03,A,2021
2900,A. Akoth,Unicorporated Tiagascar,DF,Mighty Jays,27,1993,0.92,-0.05,0.1,-0.08,,-0.03,0.01,,,,-0.04,0.09,0.1,0.0,-0.06,,-0.1,0.02,A,2021
2901,G. Siddiqui,Central Diasongo,FW,Mighty Jays,25,1995,18.06,0.63,2.66,1.16,41.77,2.7,1.11,0.24,0.51,15.48,0.07,0.08,0.12,0.42,0.42,0.13,0.16,0.12,A,2021
2902,U. Nalumansi,Czechnor,FW,Mighty Jays,31,1989,25.81,0.39,2.17,0.7,33.82,2.2,0.72,0.1,0.43,13.42,0.0,0.0,0.09,0.46,0.41,0.08,-0.06,-0.1,A,2021
2903,F. Heng,Dosqaly,FW,Mighty Jays,29,1991,21.33,0.66,1.97,1.22,58.11,2.03,1.21,0.27,0.44,14.27,0.1,0.23,0.17,0.37,0.43,0.11,0.2,0.07,A,2021
2904,I. Kakuru,Lefghau,FW,Mighty Jays,19,2001,6.59,0.38,3.0,1.28,39.99,3.14,1.18,0.07,0.22,13.14,-0.05,-0.06,0.01,0.58,0.43,0.15,-0.14,-0.14,A,2021
2905,C. Ssentamu,People's Land of Maneau,FW,Mighty Jays,21,1999,4.73,0.46,2.55,1.13,41.67,2.51,1.15,0.11,0.46,12.45,0.06,-0.04,-0.03,0.44,0.56,0.16,-0.13,-0.08,A,2021
2906,I. Nugraha,People's Land of Maneau,FW,Mighty Jays,20,1999,0.7,-0.1,1.29,0.05,0.03,1.36,-0.08,0.02,,11.73,0.02,-0.08,0.07,0.07,-0.03,0.1,-0.04,-0.08,A,2021
2907,G. Dijkstra,People's Land of Maneau,FWDF,Mighty Jays,18,2001,28.31,0.15,2.18,0.74,34.42,2.09,0.65,0.13,0.18,15.7,0.07,0.02,0.04,0.19,0.29,0.15,-0.07,0.0,A,2021
2908,U. Chio,Lefghau,FWMF,Mighty Jays,31,1988,15.67,0.15,1.18,0.25,15.0,1.28,0.17,0.14,0.35,18.38,0.4,-0.03,-0.05,0.17,0.1,0.16,-0.04,-0.03,A,2021
2909,Z. Marini,Central Republic of Boekrainego,GK,Mighty Jays,28,1992,2.99,0.06,-0.05,0.01,,-0.07,-0.06,,,,0.0,0.03,0.01,0.06,-0.08,,0.04,0.04,A,2021
2910,X. Adikini,Cuandbo,GK,Mighty Jays,25,1995,0.13,0.03,-0.05,0.01,,0.07,-0.08,,,,-0.01,-0.08,-0.08,-0.09,-0.01,,0.09,0.08,A,2021
2911,V. Kumwenda,Esia,GK,Mighty Jays,28,1992,34.87,0.07,0.0,-0.04,,-0.03,-0.06,,,,-0.06,-0.1,0.05,0.04,0.07,,-0.09,0.05,A,2021
2912,J. Rolland,Frenchdo Stanser,MF,Mighty Jays,28,1992,17.16,0.03,0.5,0.11,22.24,0.58,0.11,0.13,0.48,19.26,-0.07,-0.03,0.06,-0.04,0.03,-0.02,-0.01,0.06,A,2021
2913,M. Kusiima,Nancipenuaroe,MF,Mighty Jays,27,1993,16.96,0.03,1.63,0.31,15.49,1.61,0.15,-0.01,-0.08,25.18,0.08,-0.07,0.01,0.14,0.06,0.08,-0.18,-0.06,A,2021
2914,A. Vang,Nganion,MF,Mighty Jays,23,1996,17.88,-0.08,0.65,0.11,16.61,0.71,0.04,-0.05,0.06,21.78,0.04,0.04,-0.07,-0.02,0.02,0.06,0.0,-0.05,A,2021
2915,Y. Ferrara,People's Land of Maneau,MF,Mighty Jays,20,1999,2.66,-0.06,1.44,-0.07,0.09,1.56,0.03,-0.06,,10.32,-0.09,0.07,-0.02,0.23,0.06,0.12,-0.18,-0.19,A,2021
2916,H. David,Redohrainbri,MF,Mighty Jays,21,1998,9.64,0.06,1.58,0.32,20.0,1.59,0.34,0.11,0.35,20.52,0.12,0.04,-0.01,0.17,0.12,0.12,0.05,0.01,A,2021
2917,K. Abalo,Quewenia,MFDF,Mighty Jays,27,1992,28.06,0.11,0.77,0.16,28.54,0.73,0.28,0.09,0.11,25.77,0.25,0.06,0.01,-0.01,0.03,-0.01,-0.02,0.02,A,2021
2918,E. Nakanjako,Rarita,MFFW,Mighty Jays,20,2000,16.03,0.14,0.74,0.23,30.88,0.8,0.27,0.1,0.51,16.82,0.06,-0.03,-0.02,0.15,0.07,0.09,0.01,0.01,A,2021
2919,V. Garcia,Byasier Pujan,DF,Old Mustangs,29,1991,4.13,0.24,0.98,0.4,49.94,0.98,0.59,0.23,0.59,13.48,0.02,0.0,-0.08,0.12,-0.03,0.08,0.13,0.22,A,2021
2920,A. Sihombing,Central Namemo Laand,DF,Old Mustangs,28,1991,7.76,0.14,0.71,0.32,39.9,0.66,0.3,0.13,0.42,6.71,0.01,-0.01,-0.06,0.03,0.12,0.13,0.08,-0.01,A,2021
2921,F. Nassolo,Djipines,DF,Old Mustangs,19,2001,2.73,-0.09,0.67,0.0,-0.02,0.79,0.08,-0.1,,17.84,-0.04,0.02,-0.07,0.13,0.05,0.05,-0.09,-0.1,A,2021
2922,M. Tumuramye,Ngoque Blicri,DF,Old Mustangs,26,1994,37.65,0.11,0.45,0.13,26.22,0.51,0.23,-0.03,0.29,17.24,-0.07,-0.05,0.04,0.1,0.06,-0.02,-0.05,0.05,A,2021
2923,E. Ruzvidzo,People's Land of Maneau,DF,Old Mustangs,19,2001,7.27,-0.02,1.03,-0.01,-0.05,0.88,0.0,0.02,,8.87,-0.06,-0.1,-0.06,0.15,0.16,0.12,-0.08,0.02,A,2021
2924,I. Kabagenyi,People's Land of Maneau,DF,Old Mustangs,23,1997,16.21,0.08,0.75,0.01,7.64,0.71,0.05,0.11,0.93,9.37,0.06,0.01,-0.09,-0.01,0.15,0.04,-0.08,0.06,A,2021
2925,T. Chebet,People's Land of Maneau,DF,Old Mustangs,23,1997,6.62,0.06,-0.07,0.01,,0.02,0.09,,,,0.06,0.09,0.09,-0.06,-0.08,,0.04,0.04,A,2021
2926,Z. Rojas,People's Land of Maneau,DF,Old Mustangs,21,1998,33.62,0.09,1.6,0.29,19.67,1.76,0.33,-0.05,0.23,23.61,0.47,0.03,-0.01,0.01,0.12,0.04,-0.02,0.01,A,2021
2927,I. Ssentongo,Varijitri Isles,DF,Old Mustangs,20,2000,8.88,0.06,0.12,0.09,-0.06,0.04,-0.1,-0.01,,4.21,-0.03,-0.08,0.09,-0.08,0.02,0.18,0.05,-0.03,A,2021
2928,X. Nazari,Ingre,DFFW,Old Mustangs,24,1996,0.16,-0.05,-0.09,-0.08,,-0.06,-0.04,,,,0.02,0.02,0.05,-0.03,-0.07,,0.07,-0.03,A,2021
2929,M. Carpentier,Lefghau,DFMF,Old Mustangs,26,1993,28.59,-0.05,0.4,0.12,9.94,0.32,0.1,-0.05,-0.04,21.86,0.04,0.0,-0.08,-0.03,0.1,-0.06,-0.06,-0.1,A,2021
2930,Y. Niemi,Coastpa Barleslands,FW,Old Mustangs,28,1992,31.2,0.26,3.04,1.12,37.53,2.99,1.16,0.11,0.39,12.89,0.07,-0.04,0.01,0.45,0.4,0.17,-0.09,-0.09,A,2021
2931,Y. Wood,Frenchdo Stanser,FW,Old Mustangs,28,1992,34.26,0.61,3.44,1.38,38.36,3.54,1.41,0.14,0.42,15.78,0.02,0.21,0.26,0.56,0.52,0.06,0.04,-0.08,A,2021
2932,E. Alowo,Greri Landmoslands,FW,Old Mustangs,23,1996,12.34,0.79,3.64,2.14,56.54,3.78,2.18,0.16,0.29,13.62,-0.02,0.09,0.05,0.58,0.55,0.17,0.12,0.15,A,2021
2933,F. Njoku,Lefghau,FW,Old Mustangs,28,1991,31.41,0.35,2.6,0.93,38.5,2.54,1.0,0.14,0.33,13.71,-0.01,0.09,-0.03,0.32,0.41,0.18,-0.18,-0.06,A,2021
2934,W. Kayange,Southern Ristan,FW,Old Mustangs,25,1995,2.04,-0.06,3.39,0.99,28.67,3.32,1.0,0.08,-0.03,18.0,0.08,0.05,-0.04,0.51,0.48,0.15,-0.39,-0.51,A,2021
2935,L. Edwards,People's Land of Maneau,FWMF,Old Mustangs,26,1993,2.78,0.28,2.77,1.14,37.49,2.86,1.11,0.08,0.23,19.66,-0.05,-0.02,0.03,0.05,0.13,0.1,0.16,0.17,A,2021
2936,U. Nakazibwe,Lefghau,GK,Old Mustangs,27,1992,33.08,0.05,0.1,-0.06,100.05,-0.01,0.01,0.98,1.04,6.05,0.08,-0.04,-0.02,-0.08,0.06,0.13,-0.07,-0.01,A,2021
2937,F. Walker,Nganion,GK,Old Mustangs,33,1987,2.91,0.08,0.03,-0.1,,-0.03,-0.05,,,,-0.01,0.1,0.07,0.0,0.06,,-0.07,0.08,A,2021
2938,P. Tetteh,Southslands,GK,Old Mustangs,21,1998,1.98,0.04,0.05,-0.08,,-0.07,-0.01,,,,0.01,-0.02,-0.09,0.04,-0.08,,-0.1,0.02,A,2021
2939,V. Waswa,Byasier Pujan,MF,Old Mustangs,29,1990,32.78,0.12,1.0,0.37,28.91,0.85,0.36,0.04,0.18,16.99,-0.01,-0.06,0.06,0.07,0.04,0.09,0.02,0.06,A,2021
2940,V. Mattila,Iverde,MF,Old Mustangs,25,1995,5.72,0.07,1.49,0.28,22.15,1.49,0.29,-0.01,-0.08,19.44,0.07,0.03,0.03,0.16,0.17,0.04,-0.12,-0.03,A,2021
2941,I. Aidoo,Nganion,MF,Old Mustangs,29,1991,20.55,0.03,1.16,0.17,22.65,1.17,0.21,-0.02,0.14,20.92,0.05,0.05,0.1,0.02,0.17,0.01,0.06,-0.04,A,2021
2942,Q. Johnsen,People's Land of Maneau,MF,Old Mustangs,19,2001,13.13,0.03,1.45,0.66,42.09,1.48,0.54,-0.01,0.23,18.63,-0.08,-0.06,0.06,0.01,0.09,0.03,-0.07,-0.01,A,2021
2943,H. Twongirwe,People's Land of Maneau,MFDF,Old Mustangs,30,1990,18.81,-0.01,0.75,0.2,28.65,0.81,0.22,0.14,0.33,17.63,0.06,0.09,0.06,0.14,0.08,0.17,0.02,-0.07,A,2021
