,Player,Nation,Pos,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Performance PK,Performance PKatt,League,Year,Standard FK,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
1263,I. Molnár,Saintu,MF,22,1999,3.57,0.08,0.52,-0.09,-0.06,0.52,0.05,-0.03,,,-0.03,-0.04,Tournament,2020,,,,,,
1264,Z. Buyinza,Saintu,MF,32,1989,4.97,0.2,1.2,0.29,16.74,1.18,0.14,0.13,1.03,,0.06,-0.05,Tournament,2020,,,,,,
1265,G. Okia,Saintu,MFFW,23,1998,3.79,0.17,0.75,0.31,33.3,0.86,0.26,0.27,1.06,,-0.04,-0.08,Tournament,2020,,,,,,
1266,Z. Ng'ambi,Saintu,MFFW,33,1988,1.96,0.46,3.54,1.09,28.53,3.53,1.09,0.04,-0.01,,0.59,0.52,Tournament,2020,,,,,,
1267,B. Maruyama,Sobianitedrucy,DF,29,1992,1.0,0.03,0.02,-0.08,,0.0,0.06,,,,0.0,-0.06,Tournament,2020,,,,,,
1268,C. Alanazi,Sobianitedrucy,DF,33,1988,5.03,0.05,1.03,-0.05,0.1,1.08,-0.05,-0.1,,,0.0,0.04,Tournament,2020,,,,,,
1269,D. Amanyire,Sobianitedrucy,DF,33,1988,1.98,0.08,1.05,0.56,50.0,1.0,0.52,0.03,-0.07,,0.05,0.09,Tournament,2020,,,,,,
1270,L. Yulianti,Sobianitedrucy,DF,34,1987,4.41,-0.04,0.64,-0.1,-0.04,0.62,0.1,0.07,,,0.08,0.09,Tournament,2020,,,,,,
1271,M. Ayebazibwe,Sobianitedrucy,DF,28,1993,2.58,0.04,-0.06,0.01,,-0.03,0.02,,,,0.04,0.07,Tournament,2020,,,,,,
1272,R. Bogere,Sobianitedrucy,DF,37,1984,2.59,0.04,-0.05,-0.01,,-0.01,-0.05,,,,0.01,-0.03,Tournament,2020,,,,,,
1273,S. Kamoga,Sobianitedrucy,DF,22,1999,3.94,-0.06,0.08,0.08,,-0.08,-0.09,,,,0.06,0.04,Tournament,2020,,,,,,
1274,T. Neves,Sobianitedrucy,DF,30,1991,3.68,0.03,0.89,0.23,33.24,0.78,0.28,0.02,0.09,,-0.04,0.09,Tournament,2020,,,,,,
1275,V. bin Ali,Sobianitedrucy,DF,27,1994,4.98,0.09,1.29,0.22,16.78,1.23,0.14,0.07,-0.08,,0.08,-0.08,Tournament,2020,,,,,,
1276,Y. Vitali,Sobianitedrucy,DF,28,1993,2.09,0.03,0.53,0.57,99.92,0.48,0.47,-0.06,-0.09,,0.06,-0.02,Tournament,2020,,,,,,
1277,S. Rizzo,Sobianitedrucy,DFMF,24,1996,0.14,-0.05,0.02,0.05,,0.09,0.0,,,,0.09,-0.04,Tournament,2020,,,,,,
1278,Z. Delemovi?,Sobianitedrucy,DFMF,26,1995,0.29,-0.03,0.07,-0.03,,-0.09,0.07,,,,0.01,0.05,Tournament,2020,,,,,,
1279,B. Sah,Sobianitedrucy,FW,31,1990,2.14,-0.09,2.76,1.01,33.35,2.78,0.81,-0.06,-0.08,,0.09,-0.07,Tournament,2020,,,,,,
1280,E. Zacarias,Sobianitedrucy,FW,27,1993,3.48,0.21,3.43,1.09,33.23,3.37,1.25,0.15,0.34,,-0.01,0.09,Tournament,2020,,,,,,
1281,G. Chimwaza,Sobianitedrucy,FW,21,2000,0.74,-0.07,-0.09,-0.09,,0.06,-0.05,,,,0.05,-0.08,Tournament,2020,,,,,,
1282,G. Mwima,Sobianitedrucy,FW,32,1989,0.12,-0.02,0.0,-0.08,,0.03,0.07,,,,-0.1,0.01,Tournament,2020,,,,,,
1283,I. Kat?,Sobianitedrucy,FW,22,1999,0.68,0.05,2.84,-0.02,-0.07,2.98,0.03,0.02,,,-0.09,-0.05,Tournament,2020,,,,,,
1284,J. Lysenko,Sobianitedrucy,FW,21,2000,1.83,0.0,2.15,0.0,0.03,2.11,-0.02,0.09,,,0.01,0.04,Tournament,2020,,,,,,
1285,O. Roth,Sobianitedrucy,FW,29,1992,0.07,0.01,10.07,-0.01,0.1,9.96,-0.05,0.1,,,-0.05,-0.03,Tournament,2020,,,,,,
1286,P. Mlotshwa,Sobianitedrucy,FW,24,1997,4.17,0.09,1.11,0.02,-0.07,1.18,-0.06,0.08,,,0.09,0.02,Tournament,2020,,,,,,
1287,R. Nkosi,Sobianitedrucy,FW,30,1991,4.51,-0.09,3.3,0.89,26.62,3.17,0.8,-0.09,-0.06,,0.09,0.09,Tournament,2020,,,,,,
1288,V. Golob,Sobianitedrucy,FW,27,1994,2.23,1.39,2.99,1.38,42.94,3.05,1.41,0.29,0.66,,0.46,0.48,Tournament,2020,,,,,,
1289,V. Tugume,Sobianitedrucy,FW,34,1987,0.09,-0.09,10.01,-0.08,-0.06,11.29,0.05,0.01,,,0.08,0.09,Tournament,2020,,,,,,
1290,Y. Smit,Sobianitedrucy,FW,27,1994,1.32,0.08,3.83,0.8,19.91,3.86,0.71,0.1,0.07,,0.1,-0.08,Tournament,2020,,,,,,
1291,B. Ková?ik,Sobianitedrucy,FWMF,29,1992,0.0,0.02,-0.04,-0.06,,-0.05,0.05,,,,-0.09,-0.1,Tournament,2020,,,,,,
1292,A. Khainza,Sobianitedrucy,GK,22,1999,8.08,-0.07,-0.06,-0.08,,-0.09,0.03,,,,0.03,-0.09,Tournament,2020,,,,,,
1293,D. Sigauke,Sobianitedrucy,MF,24,1997,7.33,0.32,0.86,0.33,28.59,0.85,0.29,0.27,0.96,,-0.02,-0.03,Tournament,2020,,,,,,
1294,F. Lee,Sobianitedrucy,MF,23,1998,4.77,0.09,0.27,-0.07,-0.03,0.22,0.05,0.01,,,-0.05,-0.04,Tournament,2020,,,,,,
1295,I. Makavan,Sobianitedrucy,MF,29,1991,5.81,0.13,0.44,0.15,49.99,0.34,0.15,-0.06,0.05,,0.13,0.09,Tournament,2020,,,,,,
1296,I. Marie,Sobianitedrucy,MF,29,1992,2.24,-0.06,0.94,0.01,0.07,0.85,0.07,-0.06,,,-0.1,0.02,Tournament,2020,,,,,,
1297,U. Guillot,Sobianitedrucy,MF,26,1995,1.03,1.07,2.03,1.02,49.92,1.99,1.02,0.57,1.09,,-0.04,-0.08,Tournament,2020,,,,,,
1298,G. Hungwe,Sobianitedrucy,MFFW,25,1996,3.72,0.6,1.55,0.63,33.25,1.55,0.59,0.41,0.94,,-0.06,-0.01,Tournament,2020,,,,,,
1299,H. Nyombi,Southern Ristan,DF,26,1995,8.1,0.16,0.21,0.04,100.08,0.06,0.1,1.02,1.06,,0.1,0.05,Tournament,2020,,,,,,
1300,L. Oroma,Southern Ristan,DF,30,1990,2.03,0.06,0.05,0.03,,-0.02,-0.04,,,,0.02,-0.07,Tournament,2020,,,,,,
1301,W. Karlsson,Southern Ristan,DF,32,1989,7.93,-0.06,0.39,0.02,0.06,0.32,0.08,0.06,,,0.1,-0.03,Tournament,2020,,,,,,
1302,X. Nakibuuka,Southern Ristan,DF,34,1987,6.04,0.04,0.09,0.05,,-0.03,0.01,,,,-0.07,-0.09,Tournament,2020,,,,,,
1303,L. Wenene,Southern Ristan,DFMF,27,1994,0.2,0.05,-0.09,0.06,,-0.07,0.1,,,,-0.03,0.06,Tournament,2020,,,,,,
1304,B. Amin,Southern Ristan,FW,19,2002,1.86,0.5,0.55,0.54,100.07,0.58,0.47,0.98,0.94,,0.05,-0.06,Tournament,2020,,,,,,
1305,B. Phillips,Southern Ristan,FW,28,1993,5.91,0.94,2.26,1.2,49.93,2.42,1.21,0.25,0.6,,0.39,0.37,Tournament,2020,,,,,,
1306,F. Cho,Southern Ristan,FW,26,1994,0.9,0.05,0.95,0.07,-0.03,1.02,0.05,0.01,,,0.03,-0.09,Tournament,2020,,,,,,
1307,N. Utami,Southern Ristan,FW,30,1991,0.86,-0.08,0.05,0.01,,0.09,0.02,,,,-0.04,0.1,Tournament,2020,,,,,,
1308,V. Chun,Southern Ristan,FW,29,1992,1.64,0.09,0.67,0.51,100.0,0.5,0.52,0.05,-0.06,,0.08,-0.05,Tournament,2020,,,,,,
1309,W. Namubiru,Southern Ristan,FW,20,2001,0.38,2.46,0.06,-0.01,,-0.05,0.01,,,,0.01,-0.03,Tournament,2020,,,,,,
1310,X. Nakanwagi,Southern Ristan,FW,28,1993,1.93,1.04,3.02,1.02,33.34,3.06,1.08,0.36,0.91,,0.04,-0.01,Tournament,2020,,,,,,
1311,K. Clark,Southern Ristan,FWMF,34,1987,3.74,0.88,2.07,1.09,50.02,2.14,1.09,0.48,0.68,,-0.03,0.1,Tournament,2020,,,,,,
1312,B. Mansour,Southern Ristan,GK,33,1988,3.5,0.02,-0.07,0.09,,-0.07,-0.07,,,,0.05,-0.02,Tournament,2020,,,,,,
1313,L. Msowoya,Southern Ristan,GK,29,1992,0.61,-0.01,0.06,-0.02,,-0.03,-0.04,,,,0.04,0.05,Tournament,2020,,,,,,
1314,Y. Ruggiero,Southern Ristan,GK,29,1992,4.06,-0.04,-0.02,0.04,,0.0,0.03,,,,0.02,-0.07,Tournament,2020,,,,,,
1315,A. Acheng,Southern Ristan,MF,25,1995,4.18,-0.09,0.75,-0.03,-0.01,0.77,0.02,0.05,,,0.0,0.06,Tournament,2020,,,,,,
1316,C. Mitrovi?,Southern Ristan,MF,26,1995,1.02,0.03,0.08,0.01,,-0.05,-0.04,,,,-0.04,0.1,Tournament,2020,,,,,,
1317,H. Leong,Southern Ristan,MF,24,1997,6.44,0.35,1.06,0.53,43.0,1.02,0.47,0.24,0.75,,0.01,0.06,Tournament,2020,,,,,,
1318,I. Reilly,Southern Ristan,MF,32,1989,7.0,0.15,0.95,0.56,57.02,0.93,0.62,0.24,0.33,,-0.05,0.01,Tournament,2020,,,,,,
1319,J. Kondowe,Southern Ristan,MF,30,1991,4.08,0.05,0.32,-0.08,0.02,0.19,0.0,0.09,,,-0.04,0.05,Tournament,2020,,,,,,
1320,M. Dhlamini,Southern Ristan,MF,20,2001,0.58,-0.04,2.08,1.99,100.06,2.05,1.99,0.01,0.05,,-0.09,0.02,Tournament,2020,,,,,,
1321,O. Salonen,Southern Ristan,MF,32,1989,1.04,-0.02,-0.04,-0.01,,-0.07,-0.02,,,,0.06,0.09,Tournament,2020,,,,,,
1322,"V. Meijer, Meyer",Southern Ristan,MF,22,1999,0.61,0.0,-0.05,-0.02,,-0.04,0.09,,,,-0.08,0.0,Tournament,2020,,,,,,
1323,X. Boateng,Southern Ristan,MF,27,1994,0.45,0.01,1.98,2.05,100.02,2.14,2.22,0.02,0.01,,0.05,-0.08,Tournament,2020,,,,,,
1324,A. Lefevre,Southern Ristan,MFFW,30,1991,5.02,0.11,1.19,0.87,66.65,1.09,0.72,0.22,0.18,,0.0,0.05,Tournament,2020,,,,,,
1325,I. Permana,Southern Ristan,MFFW,28,1993,3.55,0.07,0.3,0.03,-0.07,0.27,-0.02,0.08,,,-0.04,-0.04,Tournament,2020,,,,,,
1326,O. Nalubega,Southern Ristan,MFFW,28,1993,4.6,0.26,1.17,0.07,-0.01,1.08,0.07,0.13,,,0.01,0.08,Tournament,2020,,,,,,
1327,C. Martino,Southslands,DF,25,1996,0.85,0.09,0.0,0.08,,-0.08,0.02,,,,0.06,0.02,Tournament,2020,,,,,,
1328,D. bin Salleh,Southslands,DF,29,1992,6.03,0.19,1.75,0.16,9.12,1.78,0.1,0.07,1.02,,0.09,-0.08,Tournament,2020,,,,,,
1329,I. Najjemba,Southslands,DF,29,1992,2.09,-0.05,0.92,0.49,49.96,1.05,0.56,0.01,0.05,,0.02,-0.06,Tournament,2020,,,,,,
1330,O. Demirovi?,Southslands,DF,22,1999,2.97,0.09,0.38,-0.05,-0.08,0.37,0.09,0.01,,,-0.09,0.0,Tournament,2020,,,,,,
1331,P. Laker,Southslands,DF,29,1992,0.79,-0.05,1.18,0.08,-0.04,1.3,0.03,0.04,,,0.05,0.04,Tournament,2020,,,,,,
1332,X. Nalukenge,Southslands,DF,31,1990,4.08,-0.07,0.54,0.07,-0.04,0.55,-0.08,0.03,,,-0.01,0.01,Tournament,2020,,,,,,
1333,E. Maganga,Southslands,DFMF,25,1996,0.22,0.02,0.06,0.05,,-0.08,0.05,,,,-0.01,-0.1,Tournament,2020,,,,,,
1334,U. Quaye,Southslands,DFMF,31,1990,2.29,-0.09,0.0,-0.03,,-0.06,0.06,,,,-0.03,-0.07,Tournament,2020,,,,,,
1335,A. Saidi,Southslands,FW,25,1996,1.15,-0.07,1.89,0.89,49.98,1.82,0.86,-0.04,0.07,,-0.05,0.05,Tournament,2020,,,,,,
1336,E. Hussain,Southslands,FW,20,2001,2.65,0.03,0.35,0.07,0.02,0.39,0.08,-0.05,,,0.1,-0.01,Tournament,2020,,,,,,
1337,E. Matambo,Southslands,FW,32,1989,2.02,0.02,0.48,0.46,99.98,0.46,0.49,-0.02,-0.09,,-0.07,0.05,Tournament,2020,,,,,,
1338,E. Nassuna,Southslands,FW,27,1994,0.78,0.09,0.1,0.1,,0.0,-0.02,,,,0.01,-0.07,Tournament,2020,,,,,,
1339,H. Gomani,Southslands,FW,33,1987,0.4,0.05,6.74,3.32,50.09,7.18,3.61,0.07,-0.07,,-0.04,-0.06,Tournament,2020,,,,,,
1340,J. Møller,Southslands,FW,19,2002,0.15,-0.04,0.04,-0.08,,0.07,-0.03,,,,0.06,0.04,Tournament,2020,,,,,,
1341,M. Suryana,Southslands,FW,30,1990,1.16,-0.1,5.51,2.79,50.07,5.33,2.7,0.01,-0.02,,-0.01,0.04,Tournament,2020,,,,,,
1342,R. binti Hassan,Southslands,FW,21,2000,2.8,0.03,2.55,1.49,57.12,2.5,1.36,-0.07,-0.06,,-0.02,0.04,Tournament,2020,,,,,,
1343,S. Sarpong,Southslands,FW,34,1987,0.97,0.02,0.99,0.07,0.09,1.02,-0.02,-0.07,,,0.07,-0.04,Tournament,2020,,,,,,
1344,W. Aceng,Southslands,FW,26,1995,1.65,-0.01,1.96,-0.06,0.08,1.87,-0.08,-0.08,,,-0.04,0.08,Tournament,2020,,,,,,
1345,D. Pathan,Southslands,FWDF,29,1992,2.35,-0.09,0.81,0.38,50.01,0.9,0.42,0.06,0.05,,-0.06,-0.07,Tournament,2020,,,,,,
1346,Q. Ayerango,Southslands,FWMF,26,1995,0.5,0.0,7.97,2.09,24.92,7.32,1.83,0.04,0.0,,0.05,0.05,Tournament,2020,,,,,,
1347,R. Chee,Southslands,GK,34,1987,5.92,0.06,-0.09,-0.01,,-0.02,0.03,,,,0.0,-0.03,Tournament,2020,,,,,,
1348,B. Fujita,Southslands,MF,25,1996,0.18,0.01,0.03,-0.05,,0.01,-0.07,,,,0.05,0.06,Tournament,2020,,,,,,
1349,I. Joseph,Southslands,MF,30,1990,0.89,0.08,0.02,-0.04,,-0.06,-0.03,,,,-0.06,-0.07,Tournament,2020,,,,,,
1350,R. Matovu,Southslands,MF,22,1999,3.64,0.0,0.49,-0.05,0.08,0.55,0.03,-0.1,,,0.08,0.01,Tournament,2020,,,,,,
1351,S. Twebaze,Southslands,MF,20,2001,1.37,0.05,-0.07,-0.02,,-0.01,0.09,,,,0.03,-0.04,Tournament,2020,,,,,,
1352,T. Nkhoma,Southslands,MF,30,1991,4.21,-0.06,0.45,-0.06,0.1,0.4,0.07,0.03,,,-0.07,0.02,Tournament,2020,,,,,,
1353,W. Peña,Southslands,MF,31,1989,0.92,0.1,1.99,1.04,49.95,2.05,0.92,-0.06,0.03,,-0.09,0.05,Tournament,2020,,,,,,
1354,T. Achan,Southslands,MFFW,29,1992,3.7,-0.09,0.98,0.2,24.9,1.02,0.2,0.01,0.0,,-0.08,-0.08,Tournament,2020,,,,,,
1355,Y. Nkhata,Southslands,MFFW,29,1992,4.3,-0.08,1.34,-0.08,-0.03,1.34,-0.09,0.01,,,-0.02,-0.05,Tournament,2020,,,,,,
1356,F. Nowak,Tiagascar Westlands,DF,25,1996,2.05,-0.09,0.5,0.07,0.03,0.59,0.03,-0.02,,,-0.09,-0.02,Tournament,2020,,,,,,
1357,M. Kasozi,Tiagascar Westlands,DF,35,1986,2.1,-0.06,0.52,-0.02,-0.08,0.48,-0.09,-0.03,,,0.06,-0.05,Tournament,2020,,,,,,
1358,N. Mugenyi,Tiagascar Westlands,DF,32,1989,2.42,0.01,0.44,-0.05,0.05,0.46,-0.07,-0.04,,,-0.03,-0.03,Tournament,2020,,,,,,
1359,P. Rantanen,Tiagascar Westlands,DF,34,1987,0.94,0.06,0.03,0.05,,-0.06,0.03,,,,0.09,-0.09,Tournament,2020,,,,,,
1360,R. Fung,Tiagascar Westlands,DF,28,1993,3.46,0.0,0.07,-0.07,,0.02,-0.08,,,,0.04,-0.04,Tournament,2020,,,,,,
1361,R. Simon,Tiagascar Westlands,DF,29,1992,0.92,-0.05,-0.03,-0.01,,-0.07,-0.08,,,,-0.08,-0.05,Tournament,2020,,,,,,
1362,S. Lamwaka,Tiagascar Westlands,DF,29,1992,3.0,-0.02,0.28,-0.02,0.06,0.24,-0.06,-0.07,,,-0.04,0.07,Tournament,2020,,,,,,
1363,U. Evans,Tiagascar Westlands,DF,26,1995,1.04,0.08,0.98,0.08,0.02,1.02,-0.03,-0.1,,,-0.03,0.1,Tournament,2020,,,,,,
1364,V. Azeez,Tiagascar Westlands,DF,22,1999,0.76,0.02,2.54,1.21,50.01,2.38,1.14,0.08,0.0,,-0.03,-0.03,Tournament,2020,,,,,,
1365,X. Gimbo,Tiagascar Westlands,DF,26,1995,2.95,-0.07,1.3,-0.05,-0.09,1.31,0.08,0.03,,,0.01,0.02,Tournament,2020,,,,,,
1366,F. Basile,Tiagascar Westlands,DFMF,29,1992,3.97,-0.02,0.66,0.2,33.21,0.7,0.17,0.06,0.07,,-0.06,-0.07,Tournament,2020,,,,,,
1367,V. Nakachwa,Tiagascar Westlands,DFMF,26,1995,0.33,-0.01,4.97,2.43,49.97,5.0,2.45,0.0,0.09,,0.02,-0.08,Tournament,2020,,,,,,
1368,N. Lynch,Tiagascar Westlands,FW,29,1992,1.09,-0.04,1.96,0.92,49.93,2.06,1.04,0.04,-0.08,,0.0,-0.09,Tournament,2020,,,,,,
1369,V. Lian,Tiagascar Westlands,FW,23,1997,0.2,0.03,4.95,0.01,0.07,5.29,0.05,0.02,,,-0.05,-0.01,Tournament,2020,,,,,,
1370,Y. Mazza,Tiagascar Westlands,FW,28,1993,1.59,0.01,0.66,-0.02,0.06,0.7,0.03,-0.08,,,0.0,0.02,Tournament,2020,,,,,,
1371,E. Kawano,Tiagascar Westlands,FWMF,27,1994,2.95,0.66,2.72,1.59,62.55,2.67,1.73,0.21,0.49,,-0.01,-0.04,Tournament,2020,,,,,,
1372,E. Demirovi?,Tiagascar Westlands,GK,31,1990,2.07,0.08,-0.05,0.07,,0.03,0.01,,,,-0.02,0.1,Tournament,2020,,,,,,
1373,Y. Awori,Tiagascar Westlands,GK,35,1986,3.93,-0.09,-0.09,-0.02,,0.02,-0.05,,,,-0.04,-0.09,Tournament,2020,,,,,,
1374,A. Isah,Tiagascar Westlands,MF,20,2001,2.37,0.08,0.78,0.52,50.1,0.87,0.37,-0.01,0.03,,0.06,0.01,Tournament,2020,,,,,,
1375,B. Widodo,Tiagascar Westlands,MF,29,1992,2.23,0.88,1.79,1.22,74.94,1.71,1.29,0.24,0.33,,0.39,0.4,Tournament,2020,,,,,,
1376,I. Karimi,Tiagascar Westlands,MF,26,1995,1.15,0.05,1.83,0.83,49.98,1.87,0.93,0.09,0.04,,-0.06,-0.05,Tournament,2020,,,,,,
1377,J. Mlilo,Tiagascar Westlands,MF,22,1999,1.12,0.0,2.53,0.9,33.31,2.6,0.86,-0.05,-0.1,,0.05,-0.07,Tournament,2020,,,,,,
1378,L. Nazari,Tiagascar Westlands,MF,29,1992,4.21,-0.09,0.06,0.05,,-0.02,-0.05,,,,0.06,-0.03,Tournament,2020,,,,,,
1379,M. Robinson,Tiagascar Westlands,MF,32,1989,0.94,0.03,2.17,1.13,49.94,2.14,1.1,-0.02,-0.09,,0.05,-0.07,Tournament,2020,,,,,,
1380,Q. Esposito,Tiagascar Westlands,MF,26,1995,1.72,0.03,0.51,-0.07,0.02,0.61,0.03,-0.06,,,0.0,0.06,Tournament,2020,,,,,,
1381,V. Adilovi?,Tiagascar Westlands,MF,35,1986,4.78,0.06,1.28,0.5,33.3,1.19,0.46,0.07,-0.07,,-0.01,-0.08,Tournament,2020,,,,,,
1382,Y. Guerra,Tiagascar Westlands,MF,27,1994,2.5,-0.04,1.69,0.07,-0.07,1.5,-0.02,-0.01,,,-0.02,0.09,Tournament,2020,,,,,,
1383,Y. Kanyesigye,Tiagascar Westlands,MF,25,1996,0.08,0.03,9.92,-0.06,-0.03,15.0,0.09,0.09,,,-0.02,0.0,Tournament,2020,,,,,,
1384,H. Levy,Tiagascar Westlands,MFDF,20,2001,2.13,0.35,1.89,0.41,25.08,1.76,0.4,0.25,1.04,,-0.06,0.03,Tournament,2020,,,,,,
1385,C. Mandal,Tiagascar Westlands,MFFW,28,1993,3.49,0.25,3.52,1.42,41.79,3.47,1.52,0.05,-0.01,,0.33,0.26,Tournament,2020,,,,,,
1386,J. Morita,Tiagascar Westlands,MFFW,26,1994,3.04,0.0,1.07,0.3,33.3,1.0,0.34,-0.04,0.07,,0.03,-0.03,Tournament,2020,,,,,,
1387,I. Aol,Tiliqoiuy,DF,30,1991,4.53,0.06,0.54,-0.04,-0.04,0.41,-0.04,0.02,,,0.01,-0.05,Tournament,2020,,,,,,
1388,K. Mguni,Tiliqoiuy,DF,22,1998,1.74,0.02,0.04,-0.01,,0.03,-0.03,,,,-0.04,0.05,Tournament,2020,,,,,,
1389,L. Nuhu,Tiliqoiuy,DF,23,1998,5.04,0.08,0.26,0.29,99.95,0.29,0.14,-0.01,0.1,,0.07,-0.04,Tournament,2020,,,,,,
1390,N. Vieira,Tiliqoiuy,DF,24,1997,3.84,-0.01,0.59,0.06,-0.04,0.61,0.05,-0.01,,,0.09,0.02,Tournament,2020,,,,,,
1391,V. Twinamasiko,Tiliqoiuy,DF,28,1992,0.57,-0.08,-0.06,-0.02,,0.06,-0.06,,,,-0.03,0.08,Tournament,2020,,,,,,
1392,Y. Balogun,Tiliqoiuy,DF,26,1995,2.64,-0.09,0.05,-0.02,,-0.06,0.09,,,,0.02,0.0,Tournament,2020,,,,,,
1393,F. Sserunjogi,Tiliqoiuy,DFMF,32,1989,3.55,0.36,1.22,0.22,24.94,1.04,0.27,0.35,0.91,,0.02,0.08,Tournament,2020,,,,,,
1394,G. Grabowski,Tiliqoiuy,FW,25,1996,4.4,0.18,1.82,1.08,62.59,1.83,1.08,0.09,0.16,,-0.01,0.01,Tournament,2020,,,,,,
1395,R. Neumann,Tiliqoiuy,FW,24,1997,2.14,-0.01,2.3,0.85,40.07,2.37,0.92,-0.09,0.08,,0.0,0.05,Tournament,2020,,,,,,
1396,T. Behera,Tiliqoiuy,FW,31,1990,0.89,-0.01,1.31,-0.1,-0.02,1.25,0.01,0.06,,,0.02,0.03,Tournament,2020,,,,,,
1397,W. Musinguzi,Tiliqoiuy,FW,22,1999,0.42,0.02,0.04,0.02,,0.05,-0.01,,,,-0.02,-0.09,Tournament,2020,,,,,,
1398,H. Santoso,Tiliqoiuy,GK,27,1994,2.99,-0.05,-0.08,0.0,,-0.05,0.0,,,,-0.03,0.04,Tournament,2020,,,,,,
1399,S. Ajayi,Tiliqoiuy,GK,27,1994,2.91,0.03,-0.07,-0.04,,-0.04,0.09,,,,0.08,0.03,Tournament,2020,,,,,,
1400,A. Naderi,Tiliqoiuy,MF,23,1997,0.23,-0.09,9.97,4.93,50.03,11.24,5.69,-0.02,0.04,,-0.02,0.05,Tournament,2020,,,,,,
1401,B. Thakur,Tiliqoiuy,MF,26,1995,0.04,0.06,0.03,-0.06,,-0.08,-0.01,,,,0.01,-0.02,Tournament,2020,,,,,,
1402,F. Fernández,Tiliqoiuy,MF,26,1995,3.19,0.0,0.3,-0.05,-0.1,0.25,-0.02,-0.05,,,-0.07,-0.09,Tournament,2020,,,,,,
1403,G. Phung,Tiliqoiuy,MF,29,1992,0.43,-0.08,0.05,0.06,,0.03,0.01,,,,0.05,-0.01,Tournament,2020,,,,,,
1404,G. Sasaki,Tiliqoiuy,MF,26,1995,1.15,0.05,2.78,1.0,33.32,2.75,0.85,0.04,0.03,,0.05,0.04,Tournament,2020,,,,,,
1405,I. Nakalanzi,Tiliqoiuy,MF,26,1995,0.3,-0.09,3.41,3.29,100.01,3.71,3.72,0.08,0.08,,0.1,0.08,Tournament,2020,,,,,,
1406,P. Onyango,Tiliqoiuy,MF,28,1993,0.53,-0.07,-0.05,0.08,,0.1,0.04,,,,0.05,-0.05,Tournament,2020,,,,,,
1407,R. Tushemerirwe,Tiliqoiuy,MF,28,1993,1.61,0.0,1.85,0.09,0.06,1.92,-0.06,-0.08,,,0.02,-0.08,Tournament,2020,,,,,,
1408,T. Driciru,Tiliqoiuy,MF,27,1994,1.61,0.05,-0.08,-0.1,,0.04,-0.02,,,,0.02,-0.08,Tournament,2020,,,,,,
1409,U. Saeed,Tiliqoiuy,MF,26,1995,2.17,-0.04,0.99,-0.1,-0.08,0.87,0.08,0.09,,,0.05,0.03,Tournament,2020,,,,,,
1410,V. Sekh,Tiliqoiuy,MF,29,1992,5.73,-0.09,0.89,0.29,40.0,0.8,0.34,-0.05,0.1,,0.02,0.11,Tournament,2020,,,,,,
1411,X. Das,Tiliqoiuy,MF,23,1998,1.54,-0.04,1.79,0.0,0.08,1.83,0.0,-0.05,,,-0.05,0.07,Tournament,2020,,,,,,
1412,Y. Nyakato,Tiliqoiuy,MFDF,27,1994,3.08,0.03,0.03,0.08,,-0.1,-0.02,,,,-0.01,-0.07,Tournament,2020,,,,,,
1413,Z. Muhangi,Tiliqoiuy,MFDF,26,1995,3.44,0.04,0.6,0.33,50.03,0.65,0.27,0.01,0.1,,0.06,0.04,Tournament,2020,,,,,,
1414,A. Lum,Tiliqoiuy,MFFW,26,1995,1.62,-0.03,2.54,-0.06,-0.04,2.51,0.09,0.06,,,0.03,-0.09,Tournament,2020,,,,,,
1415,S. Moore,Tiliqoiuy,MFFW,25,1996,2.96,0.08,0.26,0.37,99.94,0.28,0.26,-0.09,-0.01,,-0.02,-0.03,Tournament,2020,,,,,,
1416,A. Akoth,Unicorporated Tiagascar,DF,28,1993,3.31,0.07,0.24,0.09,0.0,0.22,-0.03,-0.03,,,0.02,-0.02,Tournament,2020,,,,,,
1417,A. Ghanbari,Unicorporated Tiagascar,DF,23,1998,3.61,0.09,-0.04,-0.08,,-0.03,-0.05,,,,-0.02,-0.05,Tournament,2020,,,,,,
1418,A. Grgi?,Unicorporated Tiagascar,DF,31,1990,1.01,0.0,-0.04,0.0,,-0.05,-0.07,,,,0.04,0.08,Tournament,2020,,,,,,
1419,B. Heilig,Unicorporated Tiagascar,DF,33,1988,1.0,-0.02,0.01,-0.08,,-0.01,-0.04,,,,0.05,-0.07,Tournament,2020,,,,,,
1420,F. Moreira,Unicorporated Tiagascar,DF,22,1999,0.27,-0.1,-0.02,0.01,,-0.01,-0.05,,,,0.0,0.02,Tournament,2020,,,,,,
1421,H. Eliyahu,Unicorporated Tiagascar,DF,26,1995,0.93,0.0,0.93,0.04,-0.07,1.09,-0.01,0.06,,,-0.03,0.04,Tournament,2020,,,,,,
1422,H. Hasanah,Unicorporated Tiagascar,DF,25,1996,1.04,-0.07,0.04,-0.01,,0.05,0.01,,,,0.03,-0.09,Tournament,2020,,,,,,
1423,I. Olsson,Unicorporated Tiagascar,DF,24,1997,1.38,-0.06,-0.05,0.02,,0.03,-0.03,,,,-0.03,0.0,Tournament,2020,,,,,,
