,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
2277,d.gross,Greri Landmoslands,1,1,0,0,Polar Kangaroos,19,1999,19.44,0.38,3.31,0.89,28.07,3.22,1.0,0.02,0.27,18.27,0.01,-0.06,-0.09,0.42,0.37,0.12,-0.02,-0.07,E,2020
2278,z.shonhiwa,Nganion,0,0,0,1,Polar Kangaroos,32,1987,0.39,0.07,0.02,0.06,,-0.09,-0.07,,,,-0.03,-0.05,0.07,-0.02,-0.06,,-0.05,-0.03,E,2020
2279,s.nuwagira,Saintu,0,0,0,1,Polar Kangaroos,26,1993,37.62,0.0,0.01,0.02,,0.0,0.08,,,,0.02,-0.05,0.05,-0.08,0.05,,0.04,-0.06,E,2020
2280,k.nambozo,Dosqaly,0,1,0,0,Polar Kangaroos,23,1995,10.29,0.05,1.17,0.24,27.26,0.99,0.26,-0.03,0.02,22.73,0.38,0.05,0.08,0.0,0.13,0.06,0.0,-0.06,E,2020
2281,m.kusiima,Nancipenuaroe,0,1,0,0,Polar Kangaroos,26,1993,28.36,0.12,1.16,0.27,25.78,1.05,0.18,0.15,0.38,26.38,0.12,-0.04,-0.02,0.12,-0.01,0.08,-0.02,0.07,E,2020
2282,o.ueno,Newgan Ruland,0,1,0,0,Polar Kangaroos,29,1990,12.47,-0.03,1.18,0.15,7.05,1.21,0.03,-0.08,-0.06,20.29,0.06,-0.09,0.08,0.1,0.05,0.13,-0.14,-0.15,E,2020
2283,i.koay,Nganion,0,1,0,0,Polar Kangaroos,20,1999,-0.03,0.09,0.01,0.04,,-0.09,-0.06,,,,0.01,-0.01,0.04,-0.04,-0.08,,-0.09,-0.05,E,2020
2284,i.mponda,Nganion,0,1,0,0,Polar Kangaroos,27,1992,30.04,0.19,0.68,0.33,39.07,0.85,0.33,0.12,0.42,16.97,-0.03,-0.07,-0.03,0.15,0.15,0.05,0.14,0.05,E,2020
2285,n.awad,Nganion,0,1,0,0,Polar Kangaroos,21,1998,-0.01,-0.03,0.07,-0.08,,-0.08,-0.04,,,,0.0,-0.05,-0.01,0.06,0.01,,0.05,-0.1,E,2020
2286,n.wahyuni,Nganion,0,1,0,0,Polar Kangaroos,19,2000,0.15,-0.02,9.9,0.04,-0.03,7.0,-0.02,0.0,,10.37,0.0,0.01,0.06,1.04,0.97,0.13,-0.94,-0.98,E,2020
2287,g.namakula,Nganion,0,1,1,0,Polar Kangaroos,24,1994,34.19,0.08,1.28,0.28,19.43,1.13,0.22,0.16,0.41,18.01,0.01,0.06,0.08,0.07,0.1,0.06,-0.04,-0.04,E,2020
2288,b.abubakar,Imaar Vircoand,1,1,0,0,Polar Kangaroos,24,1995,22.99,0.18,1.9,0.78,38.65,2.0,0.7,0.15,0.29,15.2,0.07,-0.09,-0.02,0.34,0.24,0.07,0.01,-0.11,E,2020
2289,j.khoh,Nganion,1,1,0,0,Polar Kangaroos,24,1995,15.23,0.1,1.01,0.33,35.79,0.94,0.34,0.26,0.57,17.12,-0.08,0.02,-0.01,0.22,0.17,0.04,0.1,0.16,E,2020
2290,r.kiberu,Nganion,1,1,0,0,Polar Kangaroos,29,1989,13.69,0.25,1.26,0.86,64.75,1.24,0.77,0.27,0.29,13.17,-0.07,0.08,-0.03,0.18,0.06,0.1,0.01,0.03,E,2020
2291,o.nalubega,Southern Ristan,1,1,0,0,Polar Kangaroos,25,1993,7.07,0.12,2.49,0.79,35.25,2.34,0.93,0.14,0.23,19.46,0.21,0.05,0.09,0.19,0.2,0.16,-0.07,-0.08,E,2020
2292,g.syu,Janmico,0,0,1,0,Punctual Leopards,25,1994,34.98,0.08,0.55,0.2,26.23,0.48,0.21,0.15,0.15,26.8,0.14,-0.05,0.07,-0.02,-0.02,-0.02,-0.05,0.05,E,2020
2293,t.lam,Nancipenuaroe,0,0,1,0,Punctual Leopards,23,1995,27.81,-0.06,0.37,0.12,10.0,0.29,0.05,-0.09,0.02,10.12,0.05,-0.04,0.08,-0.07,0.08,0.05,-0.1,0.0,E,2020
2294,p.nabbanja,Newgan Ruland,0,0,1,0,Punctual Leopards,27,1991,32.0,0.04,0.37,0.03,24.94,0.33,0.16,0.02,0.35,12.98,0.0,0.03,0.07,-0.01,0.06,-0.03,0.05,-0.04,E,2020
2295,c.longo,Nganion,0,0,1,0,Punctual Leopards,25,1993,2.84,0.08,0.03,-0.07,,0.03,-0.09,,,,-0.02,-0.08,-0.03,-0.04,0.01,,0.02,-0.08,E,2020
2296,l.dube,Nganion,0,0,1,0,Punctual Leopards,24,1995,3.83,0.03,0.26,0.04,0.0,0.36,-0.01,0.01,,5.74,-0.09,-0.1,0.07,0.01,0.11,0.14,-0.04,-0.08,E,2020
2297,p.alobo,Nganion,0,0,1,0,Punctual Leopards,26,1993,14.79,-0.1,0.01,0.08,-0.02,-0.02,-0.04,0.08,,37.73,-0.07,-0.01,0.03,0.09,0.0,0.01,-0.1,-0.08,E,2020
2298,t.lawino,Nganion,0,0,1,0,Punctual Leopards,28,1991,21.8,-0.06,0.38,0.22,50.0,0.28,0.05,0.09,0.0,18.75,0.07,0.08,0.02,0.05,0.03,-0.04,0.07,0.07,E,2020
2299,e.kalungi,Western Niasland,0,0,1,0,Punctual Leopards,27,1992,16.98,0.14,0.52,0.25,66.8,0.61,0.3,0.09,0.23,15.0,-0.03,0.05,0.1,-0.03,0.08,0.07,-0.01,-0.06,E,2020
2300,f.nagasha,Nganion,1,0,1,0,Punctual Leopards,22,1996,4.01,0.0,0.08,-0.02,,0.07,0.06,,,,0.09,0.03,0.08,0.05,0.1,,-0.02,-0.07,E,2020
2301,g.sule,Nganion,0,1,1,0,Punctual Leopards,22,1997,0.87,-0.07,0.0,0.1,,-0.08,-0.01,,,,0.03,-0.04,-0.02,-0.02,0.03,,-0.04,-0.02,E,2020
2302,k.sibanda,Eastern Sleboube,1,0,0,0,Punctual Leopards,29,1990,8.24,0.33,1.78,0.79,39.94,1.76,0.78,0.2,0.27,16.63,-0.07,-0.05,-0.04,0.27,0.29,0.17,-0.07,-0.03,E,2020
2303,e.walsh,Nganion,1,0,0,0,Punctual Leopards,21,1997,0.09,-0.05,0.03,0.01,,0.01,0.06,,,,-0.05,0.09,0.03,-0.01,-0.02,,0.05,-0.05,E,2020
2304,p.aydn,Nganion,1,0,0,0,Punctual Leopards,31,1987,36.17,0.45,2.2,0.85,39.79,2.2,0.78,0.15,0.22,16.89,0.36,0.2,0.14,0.39,0.29,0.02,-0.06,0.06,E,2020
2305,o.atwine,Janmico,1,1,0,0,Punctual Leopards,25,1994,6.23,0.18,1.12,0.56,42.9,1.17,0.54,0.2,0.24,10.23,0.07,0.03,-0.1,0.17,0.12,0.18,-0.01,0.05,E,2020
2306,u.siziba,Mico,1,1,0,0,Punctual Leopards,24,1995,9.94,0.18,2.97,1.51,50.01,3.09,1.47,0.1,0.11,21.98,0.17,0.07,-0.05,0.18,0.15,-0.03,-0.01,0.07,E,2020
2307,s.ibraimo,Nganion,1,1,0,0,Punctual Leopards,23,1995,21.5,0.32,2.31,0.73,29.15,2.26,0.64,0.04,0.45,15.53,-0.03,0.01,-0.02,0.35,0.18,0.03,0.09,0.07,E,2020
2308,s.sande,Nganion,1,1,0,0,Punctual Leopards,24,1994,0.99,-0.01,1.02,0.02,0.02,1.01,0.06,0.05,,19.3,-0.09,-0.07,0.0,0.02,0.0,-0.01,0.09,0.05,E,2020
2309,u.woo,Nganion,1,1,0,0,Punctual Leopards,32,1986,3.67,0.52,1.71,1.09,66.77,1.58,1.14,0.24,0.18,19.15,0.54,0.31,0.24,0.53,0.31,0.2,-0.08,-0.15,E,2020
2310,f.nasasira,Nganion,0,0,0,1,Punctual Leopards,32,1986,2.09,-0.1,-0.06,-0.01,,-0.07,-0.03,,,,0.06,0.01,-0.09,0.07,0.07,,-0.08,-0.08,E,2020
2311,l.antwi,Nganion,0,0,0,1,Punctual Leopards,22,1997,3.05,-0.06,0.01,-0.05,,-0.04,-0.06,,,,0.04,-0.09,-0.02,0.01,0.02,,-0.05,0.01,E,2020
2312,z.fabre,Nganion,0,0,0,1,Punctual Leopards,24,1995,32.82,-0.08,0.02,-0.09,,0.02,-0.03,,,,-0.01,-0.04,-0.07,0.06,0.02,,0.1,-0.07,E,2020
2313,r.ferretti,Coastpa Barleslands,0,1,0,0,Punctual Leopards,21,1997,6.75,0.07,0.24,0.04,-0.04,0.22,-0.08,-0.07,,15.41,-0.05,0.04,0.07,0.04,-0.08,0.01,0.09,-0.07,E,2020
2314,m.delgado,Ledian,0,1,0,0,Punctual Leopards,24,1994,15.43,-0.02,0.35,0.22,28.57,0.52,0.09,-0.01,0.09,26.35,-0.09,0.03,0.09,0.03,0.01,-0.03,0.02,-0.05,E,2020
2315,p.susanto,Lefghau,0,1,0,0,Punctual Leopards,26,1993,23.58,0.07,1.42,0.47,31.36,1.39,0.48,0.2,0.48,19.05,-0.03,-0.05,-0.03,0.1,0.04,0.11,0.15,0.0,E,2020
2316,c.simi,Manlisgamncent,0,1,0,0,Punctual Leopards,27,1992,7.7,0.05,0.67,0.6,80.05,0.66,0.42,-0.07,0.09,19.58,-0.03,0.04,0.08,0.03,-0.03,0.04,-0.02,-0.01,E,2020
2317,d.abiria,Nganion,0,1,0,0,Punctual Leopards,20,1999,20.24,0.06,0.79,0.29,28.65,0.72,0.15,0.01,0.18,19.0,-0.02,0.03,-0.08,0.08,0.14,0.03,0.03,0.05,E,2020
2318,c.kalua,Varijitri Isles,0,1,0,0,Punctual Leopards,25,1994,21.8,-0.05,0.55,0.08,18.28,0.41,0.18,0.04,-0.01,21.54,-0.02,0.05,0.04,-0.03,0.1,0.07,-0.06,-0.06,E,2020
2319,f.akongo,Nganion,1,1,0,0,Punctual Leopards,17,2001,0.14,9.92,9.93,9.91,99.91,6.97,6.93,0.92,0.97,17.72,0.02,-0.08,0.1,-0.09,0.07,0.07,10.06,10.07,E,2020
2320,h.ziegler,Nganion,1,1,0,0,Punctual Leopards,22,1997,16.33,-0.06,1.4,0.53,33.21,1.36,0.58,0.1,-0.07,22.03,-0.07,-0.08,0.07,0.01,0.0,0.11,-0.17,-0.11,E,2020
2321,k.roger,Nganion,1,1,0,0,Punctual Leopards,25,1994,18.18,0.15,1.11,0.42,47.4,1.08,0.6,0.05,0.16,18.98,-0.01,0.08,0.1,0.13,0.08,0.14,-0.06,-0.11,E,2020
2322,b.luki,Dosqaly,0,0,1,0,Running Bigfoots,20,1998,25.68,-0.02,0.83,0.13,22.7,0.82,0.27,0.12,0.11,11.54,-0.1,0.06,0.0,-0.02,0.03,0.09,0.0,0.02,E,2020
2323,w.ng,Greri Landmoslands,0,0,1,0,Running Bigfoots,30,1988,9.39,-0.04,0.48,0.08,-0.01,0.53,0.05,-0.02,,19.64,-0.04,-0.07,-0.02,-0.02,0.08,0.12,-0.13,-0.05,E,2020
2324,j.abdel,Lefghau,0,0,1,0,Running Bigfoots,26,1993,34.71,0.0,0.48,0.08,10.05,0.59,0.06,0.0,1.02,12.44,0.02,0.08,0.03,0.0,0.14,0.08,-0.02,0.04,E,2020
2325,c.kasangaki,Nganion,0,0,1,0,Running Bigfoots,29,1989,8.61,0.06,0.88,0.73,74.9,0.88,0.68,0.15,0.09,19.85,-0.03,0.03,0.0,0.1,0.07,0.06,0.1,-0.07,E,2020
2326,c.navarro,Nganion,0,0,1,0,Running Bigfoots,33,1985,37.46,0.01,0.32,0.08,19.96,0.36,0.09,0.04,0.07,25.02,-0.07,-0.06,-0.03,-0.05,-0.04,0.08,-0.05,0.0,E,2020
2327,k.mpofu,Nganion,0,0,1,0,Running Bigfoots,22,1996,27.93,-0.01,1.04,0.2,24.13,1.12,0.23,0.09,0.2,16.89,-0.09,-0.07,-0.08,0.01,0.08,0.15,-0.05,0.01,E,2020
2328,x.nabukalu,Nganion,0,0,1,0,Running Bigfoots,27,1992,8.0,0.09,0.28,0.03,-0.06,0.38,0.08,0.06,,15.93,0.02,0.02,-0.06,0.07,0.01,0.06,0.05,-0.02,E,2020
2329,a.bondarenko,Biarizea,1,0,0,0,Running Bigfoots,23,1995,13.89,0.38,3.2,1.01,31.83,3.17,1.04,0.21,0.32,16.87,0.01,0.07,-0.05,0.13,0.27,0.13,0.19,0.09,E,2020
2330,o.wong,Biarizea,1,0,0,0,Running Bigfoots,22,1997,8.82,0.48,2.32,0.86,38.07,2.42,0.94,0.29,0.41,10.85,0.0,0.08,-0.08,0.37,0.47,0.13,0.1,0.0,E,2020
2331,u.yong,Byasier Pujan,1,0,0,0,Running Bigfoots,28,1990,22.97,0.32,2.5,1.0,43.58,2.45,1.07,0.09,0.23,10.07,-0.07,-0.06,0.06,0.39,0.29,0.16,-0.07,-0.14,E,2020
2332,n.khalil,Dastatesne,1,0,0,0,Running Bigfoots,27,1992,0.38,0.04,6.62,0.08,0.05,6.89,0.1,0.1,,11.21,-0.04,0.08,0.09,0.33,0.32,0.13,-0.3,-0.29,E,2020
2333,g.nadunga,Imaar Vircoand,1,0,0,0,Running Bigfoots,25,1994,30.59,0.48,2.76,1.02,38.35,2.75,0.96,0.19,0.35,17.05,0.06,0.13,0.18,0.29,0.24,0.13,0.2,0.14,E,2020
2334,f.lubowa,Newgan Ruland,1,0,0,0,Running Bigfoots,31,1988,4.92,0.25,2.67,1.23,46.12,2.63,1.13,0.0,0.15,11.07,0.02,0.09,-0.07,0.56,0.4,0.1,-0.34,-0.23,E,2020
2335,e.mwesigye,Nganion,1,0,0,0,Running Bigfoots,18,2001,0.64,0.0,0.03,-0.03,,0.01,-0.09,,,,-0.03,-0.09,-0.03,0.02,0.05,,-0.07,-0.01,E,2020
2336,u.woo,Nganion,1,0,0,0,Running Bigfoots,32,1986,9.95,0.39,2.87,1.11,42.9,2.87,1.19,0.15,0.2,16.37,0.02,0.1,-0.05,0.29,0.12,0.06,0.02,0.11,E,2020
2337,m.mubangizi,Greri Landmoslands,1,1,0,0,Running Bigfoots,23,1995,1.59,0.05,1.33,1.4,99.91,1.32,1.33,-0.01,0.06,24.22,0.63,0.02,-0.02,0.13,-0.02,0.11,-0.04,-0.1,E,2020
2338,i.murakami,Nganion,1,1,0,0,Running Bigfoots,20,1999,0.4,-0.08,-0.08,0.02,,0.01,0.02,,,,0.01,0.06,0.0,0.08,0.02,,-0.1,0.05,E,2020
2339,p.binibrahim,Nganion,1,1,0,0,Running Bigfoots,25,1993,8.7,0.07,1.6,0.84,50.06,1.53,0.8,0.15,0.11,22.34,0.24,-0.04,-0.02,0.1,0.01,0.02,0.06,-0.03,E,2020
2340,n.mucunguzi,Biarizea,0,0,0,1,Running Bigfoots,28,1991,5.55,-0.01,0.05,0.08,,0.05,-0.08,,,,0.03,0.04,0.06,0.0,0.06,,-0.08,-0.02,E,2020
2341,u.nishimura,Galamily,0,0,0,1,Running Bigfoots,30,1989,32.46,0.09,-0.04,0.09,,0.02,0.02,,,,-0.05,0.1,-0.03,0.02,-0.06,,-0.09,-0.05,E,2020
2342,s.makela,Imaar Vircoand,0,1,0,0,Running Bigfoots,31,1988,27.49,0.12,1.37,0.31,21.0,1.44,0.25,-0.03,0.09,24.76,0.12,0.16,-0.01,0.19,0.02,0.06,0.08,0.05,E,2020
2343,g.gentile,Lefghau,0,1,0,0,Running Bigfoots,32,1987,29.46,0.16,0.56,0.23,42.9,0.53,0.22,0.05,0.39,10.1,-0.03,0.05,0.0,0.07,0.03,0.05,-0.08,-0.02,E,2020
2344,v.handayani,Nganion,0,1,0,0,Running Bigfoots,25,1994,25.06,0.16,1.12,0.2,21.35,1.14,0.28,0.06,0.35,23.09,0.41,-0.02,-0.08,0.11,0.02,0.1,0.1,-0.02,E,2020
2345,i.carpentier,Rosvi,0,1,1,0,Running Bigfoots,27,1991,13.49,0.03,0.58,0.17,14.36,0.6,0.14,-0.09,-0.03,25.17,0.04,0.02,0.03,0.12,0.01,0.14,-0.05,-0.11,E,2020
2346,g.agustina,Imaar Vircoand,1,1,0,0,Running Bigfoots,30,1989,12.26,0.2,1.26,0.43,37.44,1.38,0.53,0.26,0.4,12.41,0.04,0.1,0.09,0.1,0.14,0.03,0.16,0.09,E,2020
2347,f.ngulube,Nganion,1,1,0,0,Running Bigfoots,24,1994,17.68,0.13,1.0,0.53,62.55,0.99,0.65,0.22,0.26,19.13,-0.03,0.07,0.08,0.0,0.06,0.12,0.1,0.04,E,2020
2348,x.muzaki,Imaar Vircoand,0,0,1,0,Sassy Knights,32,1987,14.24,-0.02,0.15,0.2,66.65,0.26,0.05,0.39,0.43,26.71,-0.06,-0.08,0.05,-0.08,0.02,0.06,0.07,0.14,E,2020
2349,l.kimuli,Nathuacamana,0,0,1,0,Sassy Knights,21,1998,33.13,0.06,0.56,0.03,16.75,0.46,0.13,0.07,0.3,18.09,0.09,-0.04,0.02,0.0,0.02,0.06,-0.08,-0.07,E,2020
2350,g.varma,Nganion,0,0,1,0,Sassy Knights,25,1994,30.98,0.01,0.52,0.12,26.39,0.66,0.22,-0.03,0.02,10.38,-0.06,-0.05,0.07,0.12,-0.02,0.08,-0.12,-0.02,E,2020
2351,j.chan,Nganion,0,0,1,0,Sassy Knights,31,1988,7.97,0.07,0.04,0.1,,-0.02,-0.09,,,,-0.05,0.02,0.01,0.07,-0.05,,0.09,0.04,E,2020
2352,k.byakatonda,Nganion,0,0,1,0,Sassy Knights,27,1992,6.09,0.24,0.41,0.22,50.04,0.42,0.12,0.51,1.06,7.05,-0.07,0.01,-0.09,0.01,-0.06,0.19,0.11,0.19,E,2020
2353,q.alonso,Nganion,0,0,1,0,Sassy Knights,24,1995,25.87,-0.01,0.58,0.12,26.77,0.59,0.07,0.0,-0.08,20.13,0.02,0.04,-0.05,0.09,0.02,0.06,-0.05,-0.05,E,2020
2354,t.nalugo,Nganion,0,0,1,0,Sassy Knights,30,1989,2.29,0.05,0.41,0.09,-0.1,0.44,-0.09,0.09,,19.95,-0.06,-0.05,-0.02,0.06,0.05,0.04,-0.04,0.02,E,2020
2355,a.bintizakaria,Zacia Lygia,0,0,1,0,Sassy Knights,30,1989,29.06,0.14,0.52,0.04,28.58,0.57,0.24,0.29,0.66,9.48,-0.08,-0.07,0.09,0.14,0.06,0.05,-0.04,0.13,E,2020
2356,s.baig,Nganion,0,1,1,0,Sassy Knights,21,1997,5.19,0.26,0.82,0.36,50.02,0.69,0.44,0.3,0.41,13.71,-0.06,0.06,0.01,0.02,-0.02,0.14,0.1,0.1,E,2020
2357,f.rozman,Imaar Vircoand,1,0,0,0,Sassy Knights,25,1994,17.76,0.47,3.87,1.51,39.76,3.75,1.55,0.06,0.28,18.04,0.02,0.09,0.08,0.42,0.49,0.17,0.09,0.16,E,2020
2358,k.benhamou,Nganion,1,0,0,0,Sassy Knights,24,1995,4.49,-0.02,1.92,0.46,22.16,2.09,0.4,-0.03,-0.02,14.84,0.07,-0.07,0.0,0.17,0.12,0.1,-0.28,-0.14,E,2020
2359,k.vogel,Nganion,1,0,0,0,Sassy Knights,31,1988,2.75,0.31,1.84,0.78,39.98,1.83,0.8,0.05,-0.02,16.53,0.05,0.36,0.28,0.51,0.18,0.09,-0.08,-0.08,E,2020
2360,l.ibrahimovi,Nganion,1,0,0,0,Sassy Knights,24,1995,7.85,0.11,1.68,0.43,30.75,1.58,0.42,0.1,0.27,15.76,-0.09,0.1,0.03,0.14,0.22,0.13,-0.09,-0.22,E,2020
2361,m.acola,Nganion,1,0,0,0,Sassy Knights,17,2001,0.06,0.03,-0.05,0.06,,0.08,-0.08,,,,0.06,0.03,-0.1,0.01,-0.05,,0.06,-0.07,E,2020
2362,t.jiu,Nganion,1,0,0,0,Sassy Knights,32,1986,9.77,0.39,2.17,0.78,33.26,2.23,0.72,0.04,0.45,11.54,0.03,0.04,-0.06,0.3,0.3,0.13,-0.04,-0.04,E,2020
2363,f.magaia,Nganion,1,1,0,0,Sassy Knights,21,1997,0.2,0.01,-0.01,0.01,,0.08,-0.04,,,,0.0,0.03,-0.1,0.0,-0.05,,0.02,-0.02,E,2020
2364,h.abe,Nganion,1,1,0,0,Sassy Knights,24,1995,8.81,0.29,2.4,0.69,28.54,2.42,0.58,0.04,0.27,16.3,-0.01,0.07,0.0,0.13,0.09,0.0,0.14,0.13,E,2020
2365,l.nakalembe,Nganion,1,1,0,0,Sassy Knights,31,1988,15.93,0.06,1.22,0.51,38.99,1.02,0.44,-0.03,0.07,14.61,-0.02,0.04,0.13,0.21,0.2,0.15,-0.05,-0.12,E,2020
2366,g.alali,Nganion,0,0,0,1,Sassy Knights,26,1993,18.44,-0.02,-0.01,0.03,,-0.09,0.03,,,,-0.09,-0.06,-0.05,0.02,0.02,,0.05,0.03,E,2020
2367,i.kisitu,Nganion,0,0,0,1,Sassy Knights,23,1996,1.99,-0.01,0.06,-0.04,,0.09,0.0,,,,0.04,0.0,-0.02,0.06,-0.02,,-0.04,0.06,E,2020
2368,m.sseguya,Nganion,0,0,0,1,Sassy Knights,35,1984,17.63,-0.01,-0.01,0.04,,-0.07,-0.03,,,,-0.03,0.05,-0.02,-0.09,0.07,,0.01,0.04,E,2020
2369,f.lukyamuzi,Nganion,0,1,0,0,Sassy Knights,31,1988,12.06,0.18,1.58,0.59,36.75,1.6,0.61,0.06,0.31,23.68,0.16,-0.09,0.05,0.08,0.19,0.1,0.13,0.05,E,2020
2370,j.kayendeke,Nganion,0,1,0,0,Sassy Knights,33,1986,25.78,0.0,0.72,0.23,29.32,0.67,0.18,0.06,0.35,12.53,-0.02,0.09,-0.04,0.18,0.03,0.16,-0.06,0.05,E,2020
2371,p.ngamita,Nganion,0,1,0,0,Sassy Knights,29,1990,12.9,-0.05,0.97,0.17,15.34,1.08,0.15,-0.01,0.09,27.39,-0.02,-0.02,0.04,-0.06,0.09,0.0,-0.12,0.04,E,2020
2372,y.arinitwe,Nganion,0,1,0,0,Sassy Knights,19,1999,0.13,0.05,-0.08,0.02,,0.08,0.04,,,,0.06,-0.07,-0.04,0.05,0.0,,-0.04,-0.05,E,2020
2373,j.potonik,Rosvi,0,1,0,0,Sassy Knights,27,1992,24.86,0.08,0.93,0.24,33.31,0.76,0.33,-0.03,0.09,11.14,0.09,0.0,0.07,-0.02,0.05,0.18,-0.11,-0.12,E,2020
2374,k.deng,Nganion,0,1,1,0,Sassy Knights,21,1998,16.55,0.1,0.83,0.27,21.32,0.94,0.21,0.05,0.24,25.43,-0.07,-0.01,-0.1,0.03,0.11,0.03,-0.04,0.01,E,2020
2375,c.said,Nganion,1,1,0,0,Sassy Knights,26,1993,6.08,0.12,1.3,0.11,12.58,1.28,0.14,0.23,1.0,13.4,0.0,0.08,0.08,0.27,0.12,0.06,0.05,0.07,E,2020
2376,j.pradhan,Nganion,1,1,0,0,Sassy Knights,22,1997,3.54,0.0,1.68,0.76,50.1,1.67,0.82,-0.04,-0.04,18.57,0.01,-0.09,-0.01,0.14,0.21,0.01,-0.1,-0.08,E,2020
2377,r.tumusiime,Nganion,1,1,0,0,Sassy Knights,30,1989,30.11,0.17,2.35,0.62,26.45,2.48,0.63,-0.04,0.07,24.9,0.2,0.19,0.12,0.19,0.15,0.14,-0.07,-0.09,E,2020
2378,v.phung,Nganion,1,1,0,0,Sassy Knights,26,1993,24.21,0.34,2.05,0.79,36.46,2.18,0.87,0.19,0.33,19.79,0.44,-0.04,-0.05,0.25,0.25,0.07,0.07,0.12,E,2020
2379,i.leibowitz,Imaar Vircoand,0,0,1,0,Screaming Ramblers,25,1993,13.35,0.0,0.51,0.08,16.73,0.48,0.18,0.21,1.03,9.39,0.01,-0.03,0.06,-0.02,0.08,0.02,0.02,0.0,E,2020
2380,k.asadi,Lefghau,0,0,1,0,Screaming Ramblers,25,1993,23.58,0.02,0.17,0.08,50.01,0.28,0.04,0.38,0.58,8.24,-0.06,0.1,0.03,-0.02,0.03,0.08,0.02,-0.04,E,2020
2381,a.oconnor,Nganion,0,0,1,0,Screaming Ramblers,17,2002,1.04,-0.01,0.09,-0.02,,0.06,-0.01,,,,-0.04,0.03,0.01,0.06,-0.1,,-0.04,0.0,E,2020
2382,b.binder,Nganion,0,0,1,0,Screaming Ramblers,29,1990,21.03,-0.07,0.31,0.02,14.24,0.32,0.1,0.08,-0.02,20.8,-0.05,0.07,-0.1,0.06,0.06,0.06,-0.11,-0.01,E,2020
2383,e.miyamoto,Nganion,0,0,1,0,Screaming Ramblers,21,1997,2.57,-0.07,0.03,0.09,,0.05,-0.01,,,,0.0,-0.02,0.01,0.09,0.08,,0.08,0.04,E,2020
2384,g.magaya,Nganion,0,0,1,0,Screaming Ramblers,23,1996,23.29,0.05,0.11,0.1,33.23,0.15,0.11,0.36,0.92,24.35,-0.07,0.01,0.02,0.0,-0.04,0.31,-0.06,-0.04,E,2020
2385,o.gatti,Nganion,0,0,1,0,Screaming Ramblers,22,1997,9.6,-0.08,0.34,0.04,-0.07,0.4,-0.06,0.08,,14.95,-0.04,0.02,0.01,-0.01,0.13,0.15,-0.11,-0.15,E,2020
2386,s.kule,Nganion,0,0,1,0,Screaming Ramblers,23,1995,29.52,-0.01,0.62,0.18,40.04,0.67,0.32,-0.08,-0.09,17.23,-0.06,-0.07,0.04,0.03,-0.05,0.12,-0.13,-0.11,E,2020
2387,t.haim,Nganion,0,0,1,0,Screaming Ramblers,29,1989,29.44,0.07,0.19,0.01,12.57,0.26,0.08,0.18,1.02,14.77,0.0,0.09,0.06,0.07,-0.02,0.01,0.08,0.05,E,2020
2388,o.bosnjak,Northern Namemo Laand,0,0,1,0,Screaming Ramblers,25,1994,0.9,-0.02,0.02,0.06,,-0.07,-0.06,,,,-0.05,0.06,-0.07,-0.08,0.04,,-0.06,0.01,E,2020
2389,q.amanya,Hazi Kimar,1,0,0,0,Screaming Ramblers,21,1998,0.19,-0.06,4.97,5.07,99.9,4.16,4.15,0.09,-0.05,24.03,0.0,-0.02,0.09,0.0,0.09,0.06,-0.08,-0.09,E,2020
2390,h.namwase,Nganion,1,0,0,0,Screaming Ramblers,29,1990,30.82,0.32,2.68,0.96,34.64,2.55,0.95,0.21,0.33,13.21,0.01,0.03,0.02,0.44,0.3,0.02,-0.01,-0.09,E,2020
2391,s.nyathi,Nganion,1,0,0,0,Screaming Ramblers,30,1988,27.64,0.47,1.48,0.43,32.51,1.47,0.47,0.22,0.36,17.77,0.14,0.2,0.19,0.29,0.14,0.11,-0.06,0.07,E,2020
2392,d.mugisa,Xikong,1,0,1,0,Screaming Ramblers,27,1992,1.18,0.02,1.8,0.05,0.03,1.95,0.09,-0.04,,20.62,0.85,-0.04,-0.1,0.28,0.18,0.0,-0.23,-0.25,E,2020
2393,c.ismail,Nganion,0,0,0,1,Screaming Ramblers,22,1996,3.01,0.07,0.08,-0.03,,-0.06,0.0,,,,-0.05,-0.09,0.04,0.0,-0.07,,0.03,-0.06,E,2020
2394,f.dauda,Nganion,0,0,0,1,Screaming Ramblers,33,1986,8.76,0.0,0.07,0.09,0.09,0.19,-0.05,-0.09,,16.04,0.0,0.05,-0.06,0.0,-0.07,0.11,-0.04,-0.01,E,2020
2395,m.ategeka,Nganion,0,0,0,1,Screaming Ramblers,27,1992,26.19,-0.02,0.04,0.06,,0.03,-0.08,,,,0.04,-0.09,0.09,-0.07,-0.01,,0.03,0.0,E,2020
2396,i.suleman,Central Badad,0,1,0,0,Screaming Ramblers,19,2000,1.77,-0.04,0.08,-0.1,,-0.04,0.05,,,,0.01,-0.09,0.01,-0.09,-0.06,,0.09,0.07,E,2020
