,Player,Nation,FW,MF,DF,GK,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Performance PK,Performance PKatt,League,Year,Standard FK,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
1216,n.ferhatovi,Rosvi,0,0,1,0,20,2001,2.79,0.02,0.68,0.06,0.0,0.72,-0.07,0.0,,,0.04,0.06,Tournament,2020,,,,,,
1217,u.mayer,Rosvi,0,0,1,0,24,1997,6.09,-0.09,0.41,0.08,0.06,0.6,0.1,0.05,,,-0.08,0.09,Tournament,2020,,,,,,
1218,w.kaczmarek,Rosvi,0,0,1,0,28,1993,1.97,-0.05,0.43,-0.03,-0.05,0.42,0.09,0.07,,,0.09,-0.01,Tournament,2020,,,,,,
1219,x.bintiawang,Rosvi,0,0,1,0,31,1990,3.06,-0.09,0.38,0.06,-0.05,0.28,-0.09,0.01,,,0.02,0.07,Tournament,2020,,,,,,
1220,c.alum,Rosvi,1,0,0,0,29,1992,1.18,0.06,1.69,0.82,50.0,1.74,0.79,-0.05,0.09,,-0.02,-0.07,Tournament,2020,,,,,,
1221,e.saka,Rosvi,1,0,0,0,27,1994,3.97,0.47,1.97,1.65,87.47,1.99,1.73,0.1,0.18,,0.24,0.23,Tournament,2020,,,,,,
1222,f.claes,Rosvi,1,0,0,0,23,1997,2.93,0.68,2.77,1.99,75.09,2.7,1.96,0.24,0.41,,0.0,-0.05,Tournament,2020,,,,,,
1223,x.abdulaziz,Rosvi,1,0,0,0,30,1991,0.7,-0.04,3.32,-0.09,-0.01,3.5,0.03,0.03,,,0.02,-0.04,Tournament,2020,,,,,,
1224,y.akiror,Rosvi,1,0,0,0,21,2000,1.26,0.77,7.66,2.33,30.0,7.88,2.41,0.0,0.31,,-0.08,-0.04,Tournament,2020,,,,,,
1225,k.adero,Rosvi,0,0,0,1,26,1995,2.98,0.02,-0.05,0.1,,0.02,0.04,,,,-0.1,-0.08,Tournament,2020,,,,,,
1226,m.murmu,Rosvi,0,0,0,1,29,1992,3.09,-0.05,0.01,0.1,,-0.02,0.1,,,,0.09,-0.07,Tournament,2020,,,,,,
1227,a.davies,Rosvi,0,1,0,0,31,1990,2.89,-0.01,0.01,-0.02,,0.04,-0.08,,,,-0.08,-0.03,Tournament,2020,,,,,,
1228,a.nyasulu,Rosvi,0,1,0,0,30,1991,0.45,0.09,-0.08,-0.04,,0.09,-0.04,,,,0.05,0.07,Tournament,2020,,,,,,
1229,b.jalali,Rosvi,0,1,0,0,26,1995,2.3,0.05,1.21,0.02,0.04,1.24,-0.04,-0.03,,,0.05,0.02,Tournament,2020,,,,,,
1230,b.muhanguzi,Rosvi,0,1,0,0,25,1996,0.32,0.09,3.36,3.27,99.9,3.18,3.14,0.02,0.01,,0.08,-0.02,Tournament,2020,,,,,,
1231,b.putra,Rosvi,0,1,0,0,26,1995,1.86,0.63,5.02,2.25,44.32,4.81,2.25,0.14,0.25,,0.1,0.04,Tournament,2020,,,,,,
1232,d.roussel,Rosvi,0,1,0,0,25,1996,2.59,0.02,2.06,0.0,-0.09,1.99,0.04,0.07,,,0.09,-0.07,Tournament,2020,,,,,,
1233,e.shapiro,Rosvi,0,1,0,0,30,1991,2.81,0.36,1.42,0.3,25.0,1.46,0.45,0.26,1.08,,-0.03,0.08,Tournament,2020,,,,,,
1234,f.kaiser,Rosvi,0,1,0,0,26,1995,0.03,0.05,0.07,-0.1,,0.02,0.06,,,,0.01,-0.09,Tournament,2020,,,,,,
1235,f.schafer,Rosvi,0,1,0,0,25,1996,2.79,0.83,2.31,0.69,33.36,2.17,0.74,0.39,0.96,,0.02,0.02,Tournament,2020,,,,,,
1236,j.namale,Rosvi,0,1,0,0,29,1992,1.92,-0.02,0.94,-0.05,-0.02,1.05,0.09,-0.06,,,-0.08,-0.01,Tournament,2020,,,,,,
1237,m.mizrahi,Rosvi,0,1,0,0,26,1995,2.16,0.08,0.41,0.06,0.0,0.43,-0.08,-0.05,,,-0.08,0.01,Tournament,2020,,,,,,
1238,q.naturinda,Rosvi,0,1,0,0,26,1995,3.77,0.05,0.36,-0.09,0.07,0.27,-0.07,0.06,,,0.02,0.04,Tournament,2020,,,,,,
1239,r.ssentamu,Rosvi,0,1,0,0,24,1997,-0.05,-0.05,-0.01,0.06,,-0.04,0.05,,,,-0.06,-0.07,Tournament,2020,,,,,,
1240,i.carpentier,Rosvi,0,1,1,0,29,1991,5.18,-0.08,0.49,0.29,66.79,0.65,0.35,0.0,0.04,,0.08,-0.01,Tournament,2020,,,,,,
1241,w.ssegawa,Rosvi,1,1,0,0,32,1988,3.98,0.06,1.01,0.3,24.97,1.07,0.33,0.02,-0.02,,0.03,0.07,Tournament,2020,,,,,,
1242,d.giuliani,Saintu,0,0,1,0,29,1992,0.22,0.02,0.08,-0.02,,0.0,-0.01,,,,0.08,-0.1,Tournament,2020,,,,,,
1243,i.bianchi,Saintu,0,0,1,0,26,1994,0.02,-0.07,0.05,-0.1,,-0.02,-0.07,,,,0.01,0.09,Tournament,2020,,,,,,
1244,k.ariokot,Saintu,0,0,1,0,28,1993,5.76,0.06,0.75,0.55,74.93,0.72,0.61,-0.08,0.02,,0.09,-0.08,Tournament,2020,,,,,,
1245,n.nielsen,Saintu,0,0,1,0,27,1994,5.97,0.07,0.92,0.02,-0.08,0.89,0.04,-0.03,,,-0.07,0.05,Tournament,2020,,,,,,
1246,t.suleiman,Saintu,0,0,1,0,26,1995,5.06,0.09,0.46,0.2,49.9,0.48,0.24,-0.07,-0.08,,-0.04,-0.1,Tournament,2020,,,,,,
1247,z.nanteza,Saintu,0,0,1,0,32,1989,1.25,-0.09,0.09,0.05,,-0.04,0.06,,,,-0.08,0.07,Tournament,2020,,,,,,
1248,z.zhou,Saintu,0,0,1,0,31,1990,5.99,-0.06,0.3,0.22,50.05,0.3,0.08,-0.1,-0.02,,-0.09,0.03,Tournament,2020,,,,,,
1249,m.hahn,Saintu,1,0,0,0,27,1994,2.49,0.0,1.24,-0.04,-0.09,1.31,-0.05,-0.06,,,-0.1,-0.04,Tournament,2020,,,,,,
1250,m.martinez,Saintu,1,0,0,0,27,1993,0.13,-0.09,0.03,-0.05,,-0.04,0.01,,,,0.06,-0.03,Tournament,2020,,,,,,
1251,a.akware,Saintu,1,1,0,0,29,1992,4.81,0.82,2.13,1.48,69.91,2.12,1.42,0.23,0.36,,0.52,0.36,Tournament,2020,,,,,,
1252,p.mendoza,Saintu,1,1,0,0,30,1991,0.87,-0.07,1.28,-0.05,0.09,1.27,-0.08,0.05,,,-0.01,-0.05,Tournament,2020,,,,,,
1253,g.handayani,Saintu,0,0,0,1,31,1990,1.1,-0.04,-0.09,-0.07,,-0.1,0.0,,,,-0.03,0.01,Tournament,2020,,,,,,
1254,s.nuwagira,Saintu,0,0,0,1,28,1993,5.07,-0.01,-0.05,-0.01,,0.0,0.09,,,,0.05,-0.05,Tournament,2020,,,,,,
1255,a.suliman,Saintu,0,1,0,0,31,1990,2.6,-0.02,0.74,0.31,49.91,0.84,0.34,0.01,0.07,,0.08,-0.05,Tournament,2020,,,,,,
1256,b.garcia,Saintu,0,1,0,0,27,1993,2.04,0.04,1.82,0.42,24.92,1.88,0.56,0.07,-0.09,,-0.09,0.01,Tournament,2020,,,,,,
1257,b.nhantumbo,Saintu,0,1,0,0,31,1990,1.35,0.09,0.0,0.07,,0.09,0.06,,,,0.03,0.07,Tournament,2020,,,,,,
1258,c.more,Saintu,0,1,0,0,30,1991,4.8,0.3,1.52,0.34,28.63,1.37,0.49,0.13,0.46,,0.08,-0.04,Tournament,2020,,,,,,
1259,e.gou,Saintu,0,1,0,0,27,1994,1.07,-0.01,1.06,1.05,100.08,1.09,1.09,-0.09,0.02,,0.08,-0.1,Tournament,2020,,,,,,
1260,e.kirabira,Saintu,0,1,0,0,27,1993,1.22,-0.03,-0.08,0.02,,-0.09,0.03,,,,-0.03,-0.07,Tournament,2020,,,,,,
1261,g.bukenya,Saintu,0,1,0,0,23,1998,0.19,0.07,-0.07,0.02,,-0.01,0.03,,,,0.01,-0.01,Tournament,2020,,,,,,
1262,i.kaseke,Saintu,0,1,0,0,25,1995,-0.05,0.01,1.09,1.06,100.09,22.53,22.42,0.05,0.04,,0.08,0.06,Tournament,2020,,,,,,
1263,i.molnar,Saintu,0,1,0,0,22,1999,3.57,0.08,0.52,-0.09,-0.06,0.52,0.05,-0.03,,,-0.03,-0.04,Tournament,2020,,,,,,
1264,z.buyinza,Saintu,0,1,0,0,32,1989,4.97,0.2,1.2,0.29,16.74,1.18,0.14,0.13,1.03,,0.06,-0.05,Tournament,2020,,,,,,
1265,g.okia,Saintu,1,1,0,0,23,1998,3.79,0.17,0.75,0.31,33.3,0.86,0.26,0.27,1.06,,-0.04,-0.08,Tournament,2020,,,,,,
1266,z.ngambi,Saintu,1,1,0,0,33,1988,1.96,0.46,3.54,1.09,28.53,3.53,1.09,0.04,-0.01,,0.59,0.52,Tournament,2020,,,,,,
1267,b.maruyama,Sobianitedrucy,0,0,1,0,29,1992,1.0,0.03,0.02,-0.08,,0.0,0.06,,,,0.0,-0.06,Tournament,2020,,,,,,
1268,c.alanazi,Sobianitedrucy,0,0,1,0,33,1988,5.03,0.05,1.03,-0.05,0.1,1.08,-0.05,-0.1,,,0.0,0.04,Tournament,2020,,,,,,
1269,d.amanyire,Sobianitedrucy,0,0,1,0,33,1988,1.98,0.08,1.05,0.56,50.0,1.0,0.52,0.03,-0.07,,0.05,0.09,Tournament,2020,,,,,,
1270,l.yulianti,Sobianitedrucy,0,0,1,0,34,1987,4.41,-0.04,0.64,-0.1,-0.04,0.62,0.1,0.07,,,0.08,0.09,Tournament,2020,,,,,,
1271,m.ayebazibwe,Sobianitedrucy,0,0,1,0,28,1993,2.58,0.04,-0.06,0.01,,-0.03,0.02,,,,0.04,0.07,Tournament,2020,,,,,,
1272,r.bogere,Sobianitedrucy,0,0,1,0,37,1984,2.59,0.04,-0.05,-0.01,,-0.01,-0.05,,,,0.01,-0.03,Tournament,2020,,,,,,
1273,s.kamoga,Sobianitedrucy,0,0,1,0,22,1999,3.94,-0.06,0.08,0.08,,-0.08,-0.09,,,,0.06,0.04,Tournament,2020,,,,,,
1274,t.neves,Sobianitedrucy,0,0,1,0,30,1991,3.68,0.03,0.89,0.23,33.24,0.78,0.28,0.02,0.09,,-0.04,0.09,Tournament,2020,,,,,,
1275,v.binali,Sobianitedrucy,0,0,1,0,27,1994,4.98,0.09,1.29,0.22,16.78,1.23,0.14,0.07,-0.08,,0.08,-0.08,Tournament,2020,,,,,,
1276,y.vitali,Sobianitedrucy,0,0,1,0,28,1993,2.09,0.03,0.53,0.57,99.92,0.48,0.47,-0.06,-0.09,,0.06,-0.02,Tournament,2020,,,,,,
1277,s.rizzo,Sobianitedrucy,0,1,1,0,24,1996,0.14,-0.05,0.02,0.05,,0.09,0.0,,,,0.09,-0.04,Tournament,2020,,,,,,
1278,z.delemovi,Sobianitedrucy,0,1,1,0,26,1995,0.29,-0.03,0.07,-0.03,,-0.09,0.07,,,,0.01,0.05,Tournament,2020,,,,,,
1279,b.sah,Sobianitedrucy,1,0,0,0,31,1990,2.14,-0.09,2.76,1.01,33.35,2.78,0.81,-0.06,-0.08,,0.09,-0.07,Tournament,2020,,,,,,
1280,e.zacarias,Sobianitedrucy,1,0,0,0,27,1993,3.48,0.21,3.43,1.09,33.23,3.37,1.25,0.15,0.34,,-0.01,0.09,Tournament,2020,,,,,,
1281,g.chimwaza,Sobianitedrucy,1,0,0,0,21,2000,0.74,-0.07,-0.09,-0.09,,0.06,-0.05,,,,0.05,-0.08,Tournament,2020,,,,,,
1282,g.mwima,Sobianitedrucy,1,0,0,0,32,1989,0.12,-0.02,0.0,-0.08,,0.03,0.07,,,,-0.1,0.01,Tournament,2020,,,,,,
1283,i.kat,Sobianitedrucy,1,0,0,0,22,1999,0.68,0.05,2.84,-0.02,-0.07,2.98,0.03,0.02,,,-0.09,-0.05,Tournament,2020,,,,,,
1284,j.lysenko,Sobianitedrucy,1,0,0,0,21,2000,1.83,0.0,2.15,0.0,0.03,2.11,-0.02,0.09,,,0.01,0.04,Tournament,2020,,,,,,
1285,o.roth,Sobianitedrucy,1,0,0,0,29,1992,0.07,0.01,10.07,-0.01,0.1,9.96,-0.05,0.1,,,-0.05,-0.03,Tournament,2020,,,,,,
1286,p.mlotshwa,Sobianitedrucy,1,0,0,0,24,1997,4.17,0.09,1.11,0.02,-0.07,1.18,-0.06,0.08,,,0.09,0.02,Tournament,2020,,,,,,
1287,r.nkosi,Sobianitedrucy,1,0,0,0,30,1991,4.51,-0.09,3.3,0.89,26.62,3.17,0.8,-0.09,-0.06,,0.09,0.09,Tournament,2020,,,,,,
1288,v.golob,Sobianitedrucy,1,0,0,0,27,1994,2.23,1.39,2.99,1.38,42.94,3.05,1.41,0.29,0.66,,0.46,0.48,Tournament,2020,,,,,,
1289,v.tugume,Sobianitedrucy,1,0,0,0,34,1987,0.09,-0.09,10.01,-0.08,-0.06,11.29,0.05,0.01,,,0.08,0.09,Tournament,2020,,,,,,
1290,y.smit,Sobianitedrucy,1,0,0,0,27,1994,1.32,0.08,3.83,0.8,19.91,3.86,0.71,0.1,0.07,,0.1,-0.08,Tournament,2020,,,,,,
1291,b.kovaik,Sobianitedrucy,1,1,0,0,29,1992,0.0,0.02,-0.04,-0.06,,-0.05,0.05,,,,-0.09,-0.1,Tournament,2020,,,,,,
1292,a.khainza,Sobianitedrucy,0,0,0,1,22,1999,8.08,-0.07,-0.06,-0.08,,-0.09,0.03,,,,0.03,-0.09,Tournament,2020,,,,,,
1293,d.sigauke,Sobianitedrucy,0,1,0,0,24,1997,7.33,0.32,0.86,0.33,28.59,0.85,0.29,0.27,0.96,,-0.02,-0.03,Tournament,2020,,,,,,
1294,f.lee,Sobianitedrucy,0,1,0,0,23,1998,4.77,0.09,0.27,-0.07,-0.03,0.22,0.05,0.01,,,-0.05,-0.04,Tournament,2020,,,,,,
1295,i.makavan,Sobianitedrucy,0,1,0,0,29,1991,5.81,0.13,0.44,0.15,49.99,0.34,0.15,-0.06,0.05,,0.13,0.09,Tournament,2020,,,,,,
1296,i.marie,Sobianitedrucy,0,1,0,0,29,1992,2.24,-0.06,0.94,0.01,0.07,0.85,0.07,-0.06,,,-0.1,0.02,Tournament,2020,,,,,,
1297,u.guillot,Sobianitedrucy,0,1,0,0,26,1995,1.03,1.07,2.03,1.02,49.92,1.99,1.02,0.57,1.09,,-0.04,-0.08,Tournament,2020,,,,,,
1298,g.hungwe,Sobianitedrucy,1,1,0,0,25,1996,3.72,0.6,1.55,0.63,33.25,1.55,0.59,0.41,0.94,,-0.06,-0.01,Tournament,2020,,,,,,
1299,h.nyombi,Southern Ristan,0,0,1,0,26,1995,8.1,0.16,0.21,0.04,100.08,0.06,0.1,1.02,1.06,,0.1,0.05,Tournament,2020,,,,,,
1300,l.oroma,Southern Ristan,0,0,1,0,30,1990,2.03,0.06,0.05,0.03,,-0.02,-0.04,,,,0.02,-0.07,Tournament,2020,,,,,,
1301,w.karlsson,Southern Ristan,0,0,1,0,32,1989,7.93,-0.06,0.39,0.02,0.06,0.32,0.08,0.06,,,0.1,-0.03,Tournament,2020,,,,,,
1302,x.nakibuuka,Southern Ristan,0,0,1,0,34,1987,6.04,0.04,0.09,0.05,,-0.03,0.01,,,,-0.07,-0.09,Tournament,2020,,,,,,
1303,l.wenene,Southern Ristan,0,1,1,0,27,1994,0.2,0.05,-0.09,0.06,,-0.07,0.1,,,,-0.03,0.06,Tournament,2020,,,,,,
1304,b.amin,Southern Ristan,1,0,0,0,19,2002,1.86,0.5,0.55,0.54,100.07,0.58,0.47,0.98,0.94,,0.05,-0.06,Tournament,2020,,,,,,
1305,b.phillips,Southern Ristan,1,0,0,0,28,1993,5.91,0.94,2.26,1.2,49.93,2.42,1.21,0.25,0.6,,0.39,0.37,Tournament,2020,,,,,,
1306,f.cho,Southern Ristan,1,0,0,0,26,1994,0.9,0.05,0.95,0.07,-0.03,1.02,0.05,0.01,,,0.03,-0.09,Tournament,2020,,,,,,
1307,n.utami,Southern Ristan,1,0,0,0,30,1991,0.86,-0.08,0.05,0.01,,0.09,0.02,,,,-0.04,0.1,Tournament,2020,,,,,,
1308,v.chun,Southern Ristan,1,0,0,0,29,1992,1.64,0.09,0.67,0.51,100.0,0.5,0.52,0.05,-0.06,,0.08,-0.05,Tournament,2020,,,,,,
1309,w.namubiru,Southern Ristan,1,0,0,0,20,2001,0.38,2.46,0.06,-0.01,,-0.05,0.01,,,,0.01,-0.03,Tournament,2020,,,,,,
1310,x.nakanwagi,Southern Ristan,1,0,0,0,28,1993,1.93,1.04,3.02,1.02,33.34,3.06,1.08,0.36,0.91,,0.04,-0.01,Tournament,2020,,,,,,
1311,k.clark,Southern Ristan,1,1,0,0,34,1987,3.74,0.88,2.07,1.09,50.02,2.14,1.09,0.48,0.68,,-0.03,0.1,Tournament,2020,,,,,,
1312,b.mansour,Southern Ristan,0,0,0,1,33,1988,3.5,0.02,-0.07,0.09,,-0.07,-0.07,,,,0.05,-0.02,Tournament,2020,,,,,,
1313,l.msowoya,Southern Ristan,0,0,0,1,29,1992,0.61,-0.01,0.06,-0.02,,-0.03,-0.04,,,,0.04,0.05,Tournament,2020,,,,,,
1314,y.ruggiero,Southern Ristan,0,0,0,1,29,1992,4.06,-0.04,-0.02,0.04,,0.0,0.03,,,,0.02,-0.07,Tournament,2020,,,,,,
1315,a.acheng,Southern Ristan,0,1,0,0,25,1995,4.18,-0.09,0.75,-0.03,-0.01,0.77,0.02,0.05,,,0.0,0.06,Tournament,2020,,,,,,
1316,c.mitrovi,Southern Ristan,0,1,0,0,26,1995,1.02,0.03,0.08,0.01,,-0.05,-0.04,,,,-0.04,0.1,Tournament,2020,,,,,,
1317,h.leong,Southern Ristan,0,1,0,0,24,1997,6.44,0.35,1.06,0.53,43.0,1.02,0.47,0.24,0.75,,0.01,0.06,Tournament,2020,,,,,,
1318,i.reilly,Southern Ristan,0,1,0,0,32,1989,7.0,0.15,0.95,0.56,57.02,0.93,0.62,0.24,0.33,,-0.05,0.01,Tournament,2020,,,,,,
1319,j.kondowe,Southern Ristan,0,1,0,0,30,1991,4.08,0.05,0.32,-0.08,0.02,0.19,0.0,0.09,,,-0.04,0.05,Tournament,2020,,,,,,
1320,m.dhlamini,Southern Ristan,0,1,0,0,20,2001,0.58,-0.04,2.08,1.99,100.06,2.05,1.99,0.01,0.05,,-0.09,0.02,Tournament,2020,,,,,,
1321,o.salonen,Southern Ristan,0,1,0,0,32,1989,1.04,-0.02,-0.04,-0.01,,-0.07,-0.02,,,,0.06,0.09,Tournament,2020,,,,,,
1322,v.meijermeyer,Southern Ristan,0,1,0,0,22,1999,0.61,0.0,-0.05,-0.02,,-0.04,0.09,,,,-0.08,0.0,Tournament,2020,,,,,,
1323,x.boateng,Southern Ristan,0,1,0,0,27,1994,0.45,0.01,1.98,2.05,100.02,2.14,2.22,0.02,0.01,,0.05,-0.08,Tournament,2020,,,,,,
1324,a.lefevre,Southern Ristan,1,1,0,0,30,1991,5.02,0.11,1.19,0.87,66.65,1.09,0.72,0.22,0.18,,0.0,0.05,Tournament,2020,,,,,,
1325,i.permana,Southern Ristan,1,1,0,0,28,1993,3.55,0.07,0.3,0.03,-0.07,0.27,-0.02,0.08,,,-0.04,-0.04,Tournament,2020,,,,,,
1326,o.nalubega,Southern Ristan,1,1,0,0,28,1993,4.6,0.26,1.17,0.07,-0.01,1.08,0.07,0.13,,,0.01,0.08,Tournament,2020,,,,,,
1327,c.martino,Southslands,0,0,1,0,25,1996,0.85,0.09,0.0,0.08,,-0.08,0.02,,,,0.06,0.02,Tournament,2020,,,,,,
1328,d.binsalleh,Southslands,0,0,1,0,29,1992,6.03,0.19,1.75,0.16,9.12,1.78,0.1,0.07,1.02,,0.09,-0.08,Tournament,2020,,,,,,
1329,i.najjemba,Southslands,0,0,1,0,29,1992,2.09,-0.05,0.92,0.49,49.96,1.05,0.56,0.01,0.05,,0.02,-0.06,Tournament,2020,,,,,,
1330,o.demirovi,Southslands,0,0,1,0,22,1999,2.97,0.09,0.38,-0.05,-0.08,0.37,0.09,0.01,,,-0.09,0.0,Tournament,2020,,,,,,
1331,p.laker,Southslands,0,0,1,0,29,1992,0.79,-0.05,1.18,0.08,-0.04,1.3,0.03,0.04,,,0.05,0.04,Tournament,2020,,,,,,
1332,x.nalukenge,Southslands,0,0,1,0,31,1990,4.08,-0.07,0.54,0.07,-0.04,0.55,-0.08,0.03,,,-0.01,0.01,Tournament,2020,,,,,,
1333,e.maganga,Southslands,0,1,1,0,25,1996,0.22,0.02,0.06,0.05,,-0.08,0.05,,,,-0.01,-0.1,Tournament,2020,,,,,,
1334,u.quaye,Southslands,0,1,1,0,31,1990,2.29,-0.09,0.0,-0.03,,-0.06,0.06,,,,-0.03,-0.07,Tournament,2020,,,,,,
1335,a.saidi,Southslands,1,0,0,0,25,1996,1.15,-0.07,1.89,0.89,49.98,1.82,0.86,-0.04,0.07,,-0.05,0.05,Tournament,2020,,,,,,
1336,e.hussain,Southslands,1,0,0,0,20,2001,2.65,0.03,0.35,0.07,0.02,0.39,0.08,-0.05,,,0.1,-0.01,Tournament,2020,,,,,,
1337,e.matambo,Southslands,1,0,0,0,32,1989,2.02,0.02,0.48,0.46,99.98,0.46,0.49,-0.02,-0.09,,-0.07,0.05,Tournament,2020,,,,,,
1338,e.nassuna,Southslands,1,0,0,0,27,1994,0.78,0.09,0.1,0.1,,0.0,-0.02,,,,0.01,-0.07,Tournament,2020,,,,,,
1339,h.gomani,Southslands,1,0,0,0,33,1987,0.4,0.05,6.74,3.32,50.09,7.18,3.61,0.07,-0.07,,-0.04,-0.06,Tournament,2020,,,,,,
1340,j.moller,Southslands,1,0,0,0,19,2002,0.15,-0.04,0.04,-0.08,,0.07,-0.03,,,,0.06,0.04,Tournament,2020,,,,,,
1341,m.suryana,Southslands,1,0,0,0,30,1990,1.16,-0.1,5.51,2.79,50.07,5.33,2.7,0.01,-0.02,,-0.01,0.04,Tournament,2020,,,,,,
1342,r.bintihassan,Southslands,1,0,0,0,21,2000,2.8,0.03,2.55,1.49,57.12,2.5,1.36,-0.07,-0.06,,-0.02,0.04,Tournament,2020,,,,,,
1343,s.sarpong,Southslands,1,0,0,0,34,1987,0.97,0.02,0.99,0.07,0.09,1.02,-0.02,-0.07,,,0.07,-0.04,Tournament,2020,,,,,,
1344,w.aceng,Southslands,1,0,0,0,26,1995,1.65,-0.01,1.96,-0.06,0.08,1.87,-0.08,-0.08,,,-0.04,0.08,Tournament,2020,,,,,,
1345,d.pathan,Southslands,1,0,1,0,29,1992,2.35,-0.09,0.81,0.38,50.01,0.9,0.42,0.06,0.05,,-0.06,-0.07,Tournament,2020,,,,,,
1346,q.ayerango,Southslands,1,1,0,0,26,1995,0.5,0.0,7.97,2.09,24.92,7.32,1.83,0.04,0.0,,0.05,0.05,Tournament,2020,,,,,,
1347,r.chee,Southslands,0,0,0,1,34,1987,5.92,0.06,-0.09,-0.01,,-0.02,0.03,,,,0.0,-0.03,Tournament,2020,,,,,,
1348,b.fujita,Southslands,0,1,0,0,25,1996,0.18,0.01,0.03,-0.05,,0.01,-0.07,,,,0.05,0.06,Tournament,2020,,,,,,
1349,i.joseph,Southslands,0,1,0,0,30,1990,0.89,0.08,0.02,-0.04,,-0.06,-0.03,,,,-0.06,-0.07,Tournament,2020,,,,,,
1350,r.matovu,Southslands,0,1,0,0,22,1999,3.64,0.0,0.49,-0.05,0.08,0.55,0.03,-0.1,,,0.08,0.01,Tournament,2020,,,,,,
1351,s.twebaze,Southslands,0,1,0,0,20,2001,1.37,0.05,-0.07,-0.02,,-0.01,0.09,,,,0.03,-0.04,Tournament,2020,,,,,,
1352,t.nkhoma,Southslands,0,1,0,0,30,1991,4.21,-0.06,0.45,-0.06,0.1,0.4,0.07,0.03,,,-0.07,0.02,Tournament,2020,,,,,,
1353,w.pena,Southslands,0,1,0,0,31,1989,0.92,0.1,1.99,1.04,49.95,2.05,0.92,-0.06,0.03,,-0.09,0.05,Tournament,2020,,,,,,
1354,t.achan,Southslands,1,1,0,0,29,1992,3.7,-0.09,0.98,0.2,24.9,1.02,0.2,0.01,0.0,,-0.08,-0.08,Tournament,2020,,,,,,
1355,y.nkhata,Southslands,1,1,0,0,29,1992,4.3,-0.08,1.34,-0.08,-0.03,1.34,-0.09,0.01,,,-0.02,-0.05,Tournament,2020,,,,,,
1356,f.nowak,Tiagascar Westlands,0,0,1,0,25,1996,2.05,-0.09,0.5,0.07,0.03,0.59,0.03,-0.02,,,-0.09,-0.02,Tournament,2020,,,,,,
1357,m.kasozi,Tiagascar Westlands,0,0,1,0,35,1986,2.1,-0.06,0.52,-0.02,-0.08,0.48,-0.09,-0.03,,,0.06,-0.05,Tournament,2020,,,,,,
1358,n.mugenyi,Tiagascar Westlands,0,0,1,0,32,1989,2.42,0.01,0.44,-0.05,0.05,0.46,-0.07,-0.04,,,-0.03,-0.03,Tournament,2020,,,,,,
1359,p.rantanen,Tiagascar Westlands,0,0,1,0,34,1987,0.94,0.06,0.03,0.05,,-0.06,0.03,,,,0.09,-0.09,Tournament,2020,,,,,,
1360,r.fung,Tiagascar Westlands,0,0,1,0,28,1993,3.46,0.0,0.07,-0.07,,0.02,-0.08,,,,0.04,-0.04,Tournament,2020,,,,,,
1361,r.simon,Tiagascar Westlands,0,0,1,0,29,1992,0.92,-0.05,-0.03,-0.01,,-0.07,-0.08,,,,-0.08,-0.05,Tournament,2020,,,,,,
1362,s.lamwaka,Tiagascar Westlands,0,0,1,0,29,1992,3.0,-0.02,0.28,-0.02,0.06,0.24,-0.06,-0.07,,,-0.04,0.07,Tournament,2020,,,,,,
1363,u.evans,Tiagascar Westlands,0,0,1,0,26,1995,1.04,0.08,0.98,0.08,0.02,1.02,-0.03,-0.1,,,-0.03,0.1,Tournament,2020,,,,,,
1364,v.azeez,Tiagascar Westlands,0,0,1,0,22,1999,0.76,0.02,2.54,1.21,50.01,2.38,1.14,0.08,0.0,,-0.03,-0.03,Tournament,2020,,,,,,
1365,x.gimbo,Tiagascar Westlands,0,0,1,0,26,1995,2.95,-0.07,1.3,-0.05,-0.09,1.31,0.08,0.03,,,0.01,0.02,Tournament,2020,,,,,,
1366,f.basile,Tiagascar Westlands,0,1,1,0,29,1992,3.97,-0.02,0.66,0.2,33.21,0.7,0.17,0.06,0.07,,-0.06,-0.07,Tournament,2020,,,,,,
1367,v.nakachwa,Tiagascar Westlands,0,1,1,0,26,1995,0.33,-0.01,4.97,2.43,49.97,5.0,2.45,0.0,0.09,,0.02,-0.08,Tournament,2020,,,,,,
1368,n.lynch,Tiagascar Westlands,1,0,0,0,29,1992,1.09,-0.04,1.96,0.92,49.93,2.06,1.04,0.04,-0.08,,0.0,-0.09,Tournament,2020,,,,,,
1369,v.lian,Tiagascar Westlands,1,0,0,0,23,1997,0.2,0.03,4.95,0.01,0.07,5.29,0.05,0.02,,,-0.05,-0.01,Tournament,2020,,,,,,
1370,y.mazza,Tiagascar Westlands,1,0,0,0,28,1993,1.59,0.01,0.66,-0.02,0.06,0.7,0.03,-0.08,,,0.0,0.02,Tournament,2020,,,,,,
1371,e.kawano,Tiagascar Westlands,1,1,0,0,27,1994,2.95,0.66,2.72,1.59,62.55,2.67,1.73,0.21,0.49,,-0.01,-0.04,Tournament,2020,,,,,,
1372,e.demirovi,Tiagascar Westlands,0,0,0,1,31,1990,2.07,0.08,-0.05,0.07,,0.03,0.01,,,,-0.02,0.1,Tournament,2020,,,,,,
